,Ticker,Tipo,SgmtNm,TckrSymb,Validade,Strike,TradQty
19833,ITUB4,EURO,EQUITY CALL,ITUBG379,2020-07-20,36.87,26
19835,ITUB4,AMER,EQUITY CALL,ITUBG406,2020-07-20,39.62,7
19837,ITUB4,EURO,EQUITY CALL,ITUBG432,2020-07-20,41.37,5
19838,ITUB4,AMER,EQUITY CALL,ITUBG461,2020-07-20,45.12,3
19843,ITUB4,AMER,EQUITY CALL,ITUBG53,2020-07-20,23.62,1
19844,ITUB4,AMER,EQUITY CALL,ITUBG54,2020-07-20,24.62,3
19873,ITUB4,EURO,EQUITY CALL,ITUBH244,2020-08-17,24.4,1
19874,ITUB4,AMER,EQUITY CALL,ITUBH246,2020-08-17,24.65,1
19875,ITUB4,EURO,EQUITY CALL,ITUBH249,2020-08-17,24.9,1
19876,ITUB4,AMER,EQUITY CALL,ITUBH251,2020-08-17,25.15,4
19877,ITUB4,EURO,EQUITY CALL,ITUBH254,2020-08-17,25.4,3
19878,ITUB4,AMER,EQUITY CALL,ITUBH256,2020-08-17,25.65,7
19880,ITUB4,EURO,EQUITY CALL,ITUBH259,2020-08-17,25.9,2
19881,ITUB4,AMER,EQUITY CALL,ITUBH261,2020-08-17,26.15,12
19882,ITUB4,EURO,EQUITY CALL,ITUBH264,2020-08-17,26.4,1
19883,ITUB4,AMER,EQUITY CALL,ITUBH266,2020-08-17,26.65,14
19884,ITUB4,EURO,EQUITY CALL,ITUBH269,2020-08-17,26.9,2
19885,ITUB4,AMER,EQUITY CALL,ITUBH271,2020-08-17,27.15,27
19886,ITUB4,EURO,EQUITY CALL,ITUBH274,2020-08-17,27.4,1
19887,ITUB4,AMER,EQUITY CALL,ITUBH276,2020-08-17,27.65,26
19889,ITUB4,AMER,EQUITY CALL,ITUBH281,2020-08-17,28.15,15
19891,ITUB4,AMER,EQUITY CALL,ITUBH286,2020-08-17,28.65,17
19892,ITUB4,EURO,EQUITY CALL,ITUBH289,2020-08-17,28.9,3
19893,ITUB4,AMER,EQUITY CALL,ITUBH290,2020-08-17,29.15,12
19894,ITUB4,EURO,EQUITY CALL,ITUBH294,2020-08-17,29.4,1
19895,ITUB4,AMER,EQUITY CALL,ITUBH296,2020-08-17,29.65,26
19896,ITUB4,EURO,EQUITY CALL,ITUBH299,2020-08-17,29.9,4
19897,ITUB4,EURO,EQUITY CALL,ITUBH304,2020-08-17,30.4,1
19898,ITUB4,AMER,EQUITY CALL,ITUBH306,2020-08-17,30.65,7
19899,ITUB4,EURO,EQUITY CALL,ITUBH309,2020-08-17,30.9,18
19901,ITUB4,EURO,EQUITY CALL,ITUBH319,2020-08-17,31.9,8
19902,ITUB4,AMER,EQUITY CALL,ITUBH32,2020-08-17,30.15,13
19906,ITUB4,AMER,EQUITY CALL,ITUBH326,2020-08-17,31.65,6
19910,ITUB4,EURO,EQUITY CALL,ITUBH339,2020-08-17,32.9,3
19913,ITUB4,AMER,EQUITY CALL,ITUBH363,2020-08-17,35.65,2
19915,ITUB4,AMER,EQUITY CALL,ITUBH396,2020-08-17,38.65,13
19937,ITUB4,AMER,EQUITY CALL,ITUBI251,2020-09-21,25.14,1
19943,ITUB4,AMER,EQUITY CALL,ITUBI266,2020-09-21,26.64,1
19949,ITUB4,AMER,EQUITY CALL,ITUBI281,2020-09-21,28.14,2
19951,ITUB4,AMER,EQUITY CALL,ITUBI286,2020-09-21,28.64,2
19957,ITUB4,AMER,EQUITY CALL,ITUBI301,2020-09-21,30.14,3
20095,ITUB4,EURO,EQUITY PUT,ITUBQ251,2022-05-20,24.99,21
20102,ITUB4,EURO,EQUITY PUT,ITUBS158,2020-07-20,14.87,6
20103,ITUB4,EURO,EQUITY PUT,ITUBS171,2020-07-20,17.12,3
20106,ITUB4,EURO,EQUITY PUT,ITUBS178,2020-07-20,17.87,5
20108,ITUB4,EURO,EQUITY PUT,ITUBS183,2020-07-20,18.37,2
20112,ITUB4,EURO,EQUITY PUT,ITUBS198,2020-07-20,19.87,1
20113,ITUB4,EURO,EQUITY PUT,ITUBS203,2020-07-20,20.37,2
20114,ITUB4,EURO,EQUITY PUT,ITUBS208,2020-07-20,20.87,3
20115,ITUB4,EURO,EQUITY PUT,ITUBS213,2020-07-20,21.37,2
20116,ITUB4,EURO,EQUITY PUT,ITUBS216,2020-07-20,20.62,11
20117,ITUB4,EURO,EQUITY PUT,ITUBS218,2020-07-20,21.87,8
20118,ITUB4,EURO,EQUITY PUT,ITUBS219,2020-07-20,20.12,2
20119,ITUB4,EURO,EQUITY PUT,ITUBS22,2020-07-20,22.12,146
20120,ITUB4,EURO,EQUITY PUT,ITUBS223,2020-07-20,22.37,10
20121,ITUB4,EURO,EQUITY PUT,ITUBS228,2020-07-20,22.87,12
20122,ITUB4,EURO,EQUITY PUT,ITUBS229,2020-07-20,21.12,2
20123,ITUB4,EURO,EQUITY PUT,ITUBS23,2020-07-20,23.12,25
20124,ITUB4,EURO,EQUITY PUT,ITUBS238,2020-07-20,23.87,44
20125,ITUB4,EURO,EQUITY PUT,ITUBS24,2020-07-20,24.12,42
20126,ITUB4,EURO,EQUITY PUT,ITUBS248,2020-07-20,24.87,39
20127,ITUB4,EURO,EQUITY PUT,ITUBS251,2020-07-20,25.12,91
20128,ITUB4,EURO,EQUITY PUT,ITUBS252,2020-07-20,23.37,7
20129,ITUB4,EURO,EQUITY PUT,ITUBS253,2020-07-20,25.37,6
20130,ITUB4,EURO,EQUITY PUT,ITUBS256,2020-07-20,25.62,144
20131,ITUB4,EURO,EQUITY PUT,ITUBS258,2020-07-20,25.87,34
20132,ITUB4,EURO,EQUITY PUT,ITUBS262,2020-07-20,26.37,11
20133,ITUB4,EURO,EQUITY PUT,ITUBS263,2020-07-20,24.37,5
20134,ITUB4,EURO,EQUITY PUT,ITUBS266,2020-07-20,26.62,7
20135,ITUB4,EURO,EQUITY PUT,ITUBS268,2020-07-20,26.87,8
20136,ITUB4,EURO,EQUITY PUT,ITUBS271,2020-07-20,26.12,38
20139,ITUB4,EURO,EQUITY PUT,ITUBS276,2020-07-20,27.62,6
20140,ITUB4,EURO,EQUITY PUT,ITUBS279,2020-07-20,27.87,1
20143,ITUB4,EURO,EQUITY PUT,ITUBS288,2020-07-20,28.87,6
20147,ITUB4,EURO,EQUITY PUT,ITUBS300,2020-07-20,28.12,1
20160,ITUB4,EURO,EQUITY PUT,ITUBS333,2020-07-20,32.37,13
20161,ITUB4,EURO,EQUITY PUT,ITUBS335,2020-07-20,31.62,6
20172,ITUB4,EURO,EQUITY PUT,ITUBS49,2020-07-20,19.62,2
20174,ITUB4,EURO,EQUITY PUT,ITUBS52,2020-07-20,22.62,5
20175,ITUB4,EURO,EQUITY PUT,ITUBS53,2020-07-20,23.62,1
20176,ITUB4,EURO,EQUITY PUT,ITUBS54,2020-07-20,24.62,5
20177,ITUB4,EURO,EQUITY PUT,ITUBT171,2020-08-17,17.15,1
20184,ITUB4,EURO,EQUITY PUT,ITUBT189,2020-08-17,18.9,3
20192,ITUB4,EURO,EQUITY PUT,ITUBT209,2020-08-17,20.9,2
20195,ITUB4,EURO,EQUITY PUT,ITUBT216,2020-08-17,21.65,1
20198,ITUB4,EURO,EQUITY PUT,ITUBT224,2020-08-17,22.4,2
20199,ITUB4,EURO,EQUITY PUT,ITUBT226,2020-08-17,22.65,1
20200,ITUB4,EURO,EQUITY PUT,ITUBT229,2020-08-17,22.9,1
20201,ITUB4,EURO,EQUITY PUT,ITUBT231,2020-08-17,23.15,2
20202,ITUB4,EURO,EQUITY PUT,ITUBT234,2020-08-17,23.4,2
20203,ITUB4,EURO,EQUITY PUT,ITUBT236,2020-08-17,23.65,1
20204,ITUB4,EURO,EQUITY PUT,ITUBT241,2020-08-17,24.15,2
20207,ITUB4,EURO,EQUITY PUT,ITUBT249,2020-08-17,24.9,9
20208,ITUB4,EURO,EQUITY PUT,ITUBT251,2020-08-17,25.15,3
20209,ITUB4,EURO,EQUITY PUT,ITUBT254,2020-08-17,25.4,3
20210,ITUB4,EURO,EQUITY PUT,ITUBT256,2020-08-17,25.65,2
20211,ITUB4,EURO,EQUITY PUT,ITUBT257,2020-08-17,23.9,4
20212,ITUB4,EURO,EQUITY PUT,ITUBT259,2020-08-17,25.9,4
20214,ITUB4,EURO,EQUITY PUT,ITUBT264,2020-08-17,26.4,1
20215,ITUB4,EURO,EQUITY PUT,ITUBT266,2020-08-17,26.65,1
20216,ITUB4,EURO,EQUITY PUT,ITUBT269,2020-08-17,26.9,3
20219,ITUB4,EURO,EQUITY PUT,ITUBT276,2020-08-17,27.65,1
20221,ITUB4,EURO,EQUITY PUT,ITUBT281,2020-08-17,28.15,8
20235,ITUB4,EURO,EQUITY PUT,ITUBT321,2020-08-17,32.15,22
20240,ITUB4,EURO,EQUITY PUT,ITUBT332,2020-08-17,31.4,8
20257,ITUB4,EURO,EQUITY PUT,ITUBU221,2020-09-21,22.14,1
20266,ITUB4,EURO,EQUITY PUT,ITUBU243,2020-09-21,24.39,1
20416,JBSS3,AMER,EQUITY CALL,JBSSA254,2021-01-18,25.46,1
20430,JBSS3,AMER,EQUITY CALL,JBSSG21,2020-07-20,21.46,9
20431,JBSS3,AMER,EQUITY CALL,JBSSG215,2020-07-20,20.96,34
20432,JBSS3,EURO,EQUITY CALL,JBSSG217,2020-07-20,21.21,1
20433,JBSS3,EURO,EQUITY CALL,JBSSG222,2020-07-20,22.21,8
20434,JBSS3,AMER,EQUITY CALL,JBSSG225,2020-07-20,21.96,32
20435,JBSS3,EURO,EQUITY CALL,JBSSG23,2020-07-20,23.71,11
20436,JBSS3,AMER,EQUITY CALL,JBSSG230,2020-07-20,22.46,58
20437,JBSS3,EURO,EQUITY CALL,JBSSG237,2020-07-20,23.21,6
20438,JBSS3,AMER,EQUITY CALL,JBSSG24,2020-07-20,23.46,5
20439,JBSS3,AMER,EQUITY CALL,JBSSG245,2020-07-20,23.96,50
20440,JBSS3,EURO,EQUITY CALL,JBSSG247,2020-07-20,24.21,3
20441,JBSS3,AMER,EQUITY CALL,JBSSG250,2020-07-20,24.46,2
20443,JBSS3,AMER,EQUITY CALL,JBSSG255,2020-07-20,24.96,12
20445,JBSS3,AMER,EQUITY CALL,JBSSG26,2020-07-20,25.46,4
20446,JBSS3,EURO,EQUITY CALL,JBSSG262,2020-07-20,25.71,1
20448,JBSS3,AMER,EQUITY CALL,JBSSG265,2020-07-20,25.96,3
20454,JBSS3,AMER,EQUITY CALL,JBSSG285,2020-07-20,27.96,2
20462,JBSS3,AMER,EQUITY CALL,JBSSG32,2020-07-20,31.46,14
20464,JBSS3,AMER,EQUITY CALL,JBSSG52,2020-07-20,22.96,13
20471,JBSS3,AMER,EQUITY CALL,JBSSH22,2020-08-17,22.46,8
20473,JBSS3,AMER,EQUITY CALL,JBSSH229,2020-08-17,22.96,23
20474,JBSS3,AMER,EQUITY CALL,JBSSH23,2020-08-17,23.46,3
20476,JBSS3,AMER,EQUITY CALL,JBSSH24,2020-08-17,24.46,5
20477,JBSS3,EURO,EQUITY CALL,JBSSH242,2020-08-17,24.21,1
20478,JBSS3,EURO,EQUITY CALL,JBSSH257,2020-08-17,25.21,3
20487,JBSS3,AMER,EQUITY CALL,JBSSH50,2020-08-17,20.96,8
20488,JBSS3,AMER,EQUITY CALL,JBSSH51,2020-08-17,21.96,9
20489,JBSS3,AMER,EQUITY CALL,JBSSH53,2020-08-17,23.96,9
20490,JBSS3,AMER,EQUITY CALL,JBSSH54,2020-08-17,24.96,2
20590,JBSS3,EURO,EQUITY PUT,JBSSM189,2021-01-18,18.96,1
20595,JBSS3,EURO,EQUITY PUT,JBSSM212,2021-01-18,21.21,1
20614,JBSS3,EURO,EQUITY PUT,JBSSS16,2020-07-20,15.46,4
20615,JBSS3,EURO,EQUITY PUT,JBSSS175,2020-07-20,17.21,5
20616,JBSS3,EURO,EQUITY PUT,JBSSS19,2020-07-20,18.46,21
20617,JBSS3,EURO,EQUITY PUT,JBSSS195,2020-07-20,19.46,4
20619,JBSS3,EURO,EQUITY PUT,JBSSS204,2020-07-20,20.46,5
20620,JBSS3,EURO,EQUITY PUT,JBSSS21,2020-07-20,21.46,4
20621,JBSS3,EURO,EQUITY PUT,JBSSS215,2020-07-20,20.96,18
20622,JBSS3,EURO,EQUITY PUT,JBSSS217,2020-07-20,21.21,1
20624,JBSS3,EURO,EQUITY PUT,JBSSS225,2020-07-20,21.96,9
20653,JBSS3,EURO,EQUITY PUT,JBSSS50,2020-07-20,19.96,54
20655,JBSS3,EURO,EQUITY PUT,JBSST170,2020-08-17,16.46,1
20656,JBSS3,EURO,EQUITY PUT,JBSST20,2020-08-17,20.46,1
20657,JBSS3,EURO,EQUITY PUT,JBSST202,2020-08-17,19.71,6
20658,JBSS3,EURO,EQUITY PUT,JBSST21,2020-08-17,21.46,1
20676,JBSS3,EURO,EQUITY PUT,JBSST49,2020-08-17,19.96,3
20677,JBSS3,EURO,EQUITY PUT,JBSST50,2020-08-17,20.96,2
20678,JBSS3,EURO,EQUITY PUT,JBSST51,2020-08-17,21.96,2
20787,KLBN11,AMER,EQUITY CALL,KLBNG20,2020-07-20,20.0,1
20788,KLBN11,AMER,EQUITY CALL,KLBNG21,2020-07-20,21.0,2
20789,KLBN11,AMER,EQUITY CALL,KLBNG22,2020-07-20,22.0,3
20791,KLBN11,AMER,EQUITY CALL,KLBNG24,2020-07-20,24.0,1
20813,KLBN11,AMER,EQUITY CALL,KLBNH20,2020-08-17,20.06,1
20857,KLBN11,EURO,EQUITY PUT,KLBNS14,2020-07-20,14.0,1
20863,KLBN11,EURO,EQUITY PUT,KLBNS20,2020-07-20,20.0,1
20876,KLBN11,EURO,EQUITY PUT,KLBNS49,2020-07-20,19.5,3
20887,KLBN11,EURO,EQUITY PUT,KLBNT18,2020-08-17,18.06,1
20890,KLBN11,EURO,EQUITY PUT,KLBNT21,2020-08-17,21.06,1
20901,KLBN11,EURO,EQUITY PUT,KLBNT48,2020-08-17,18.56,1
20946,LAME4,AMER,EQUITY CALL,LAMEG31,2020-07-20,31.26,21
20947,LAME4,AMER,EQUITY CALL,LAMEG320,2020-07-20,31.76,4
20949,LAME4,AMER,EQUITY CALL,LAMEG327,2020-07-20,32.76,26
20950,LAME4,AMER,EQUITY CALL,LAMEG332,2020-07-20,33.26,1
20951,LAME4,AMER,EQUITY CALL,LAMEG337,2020-07-20,33.76,31
20952,LAME4,AMER,EQUITY CALL,LAMEG342,2020-07-20,34.26,7
20953,LAME4,AMER,EQUITY CALL,LAMEG347,2020-07-20,34.76,33
20955,LAME4,AMER,EQUITY CALL,LAMEG357,2020-07-20,35.76,88
20969,LAME4,AMER,EQUITY CALL,LAMEG60,2020-07-20,30.76,2
20987,LAME4,AMER,EQUITY CALL,LAMEH330,2020-08-17,33.0,2
20988,LAME4,AMER,EQUITY CALL,LAMEH340,2020-08-17,34.0,5
20989,LAME4,AMER,EQUITY CALL,LAMEH350,2020-08-17,35.0,1
21047,LAME4,EURO,EQUITY PUT,LAMES320,2020-07-20,31.76,5
21049,LAME4,EURO,EQUITY PUT,LAMES327,2020-07-20,32.76,2
21067,LAME4,EURO,EQUITY PUT,LAMES58,2020-07-20,28.76,1
21069,LAME4,EURO,EQUITY PUT,LAMES60,2020-07-20,30.76,5
21085,LAME4,EURO,EQUITY PUT,LAMET310,2020-08-17,31.0,2
21086,LAME4,EURO,EQUITY PUT,LAMET320,2020-08-17,32.0,4
21335,LREN3,AMER,EQUITY CALL,LRENG415,2020-07-20,41.22,2
21336,LREN3,AMER,EQUITY CALL,LRENG42,2020-07-20,42.22,1
21337,LREN3,EURO,EQUITY CALL,LRENG420,2020-07-20,41.97,1
21338,LREN3,AMER,EQUITY CALL,LRENG432,2020-07-20,43.22,4
21339,LREN3,AMER,EQUITY CALL,LRENG442,2020-07-20,44.22,5
21340,LREN3,AMER,EQUITY CALL,LRENG452,2020-07-20,45.22,3
21343,LREN3,AMER,EQUITY CALL,LRENG470,2020-07-20,47.22,4
21344,LREN3,AMER,EQUITY CALL,LRENG480,2020-07-20,48.22,2
21346,LREN3,EURO,EQUITY CALL,LRENG507,2020-07-20,50.72,5
21347,LREN3,EURO,EQUITY CALL,LRENG523,2020-07-20,52.22,1
21358,LREN3,AMER,EQUITY CALL,LRENG9,2020-07-20,39.72,4
21375,LREN3,AMER,EQUITY CALL,LRENH410,2020-08-17,40.92,1
21379,LREN3,AMER,EQUITY CALL,LRENH440,2020-08-17,43.92,2
21468,LREN3,EURO,EQUITY PUT,LRENS372,2020-07-20,37.22,1
21469,LREN3,EURO,EQUITY PUT,LRENS38,2020-07-20,38.22,1
21470,LREN3,EURO,EQUITY PUT,LRENS39,2020-07-20,39.22,2
21472,LREN3,EURO,EQUITY PUT,LRENS40,2020-07-20,40.22,3
21474,LREN3,EURO,EQUITY PUT,LRENS415,2020-07-20,41.22,10
21476,LREN3,EURO,EQUITY PUT,LRENS420,2020-07-20,41.97,7
21477,LREN3,EURO,EQUITY PUT,LRENS432,2020-07-20,43.22,1
21495,LREN3,EURO,EQUITY PUT,LRENS7,2020-07-20,37.72,1
21496,LREN3,EURO,EQUITY PUT,LRENS8,2020-07-20,38.72,2
21514,LREN3,EURO,EQUITY PUT,LRENT410,2020-08-17,40.92,2
21626,MGLU3,EURO,EQUITY CALL,MGLUG625,2020-07-20,62.5,1
21629,MGLU3,EURO,EQUITY CALL,MGLUG655,2020-07-20,65.5,3
21630,MGLU3,AMER,EQUITY CALL,MGLUG670,2020-07-20,67.0,2
21632,MGLU3,AMER,EQUITY CALL,MGLUG700,2020-07-20,70.0,10
21633,MGLU3,EURO,EQUITY CALL,MGLUG715,2020-07-20,71.5,8
21634,MGLU3,AMER,EQUITY CALL,MGLUG730,2020-07-20,73.0,3
21635,MGLU3,EURO,EQUITY CALL,MGLUG745,2020-07-20,74.5,2
21636,MGLU3,AMER,EQUITY CALL,MGLUG760,2020-07-20,76.0,44
21638,MGLU3,AMER,EQUITY CALL,MGLUG790,2020-07-20,79.0,1
21658,MGLU3,AMER,EQUITY CALL,MGLUH690,2020-08-17,69.0,1
21670,MGLU3,AMER,EQUITY CALL,MGLUH800,2020-08-17,80.0,7
21738,MGLU3,EURO,EQUITY PUT,MGLUS41,2020-07-20,41.0,5
21741,MGLU3,EURO,EQUITY PUT,MGLUS495,2020-07-20,49.5,2
21742,MGLU3,EURO,EQUITY PUT,MGLUS520,2020-07-20,52.0,1
21744,MGLU3,EURO,EQUITY PUT,MGLUS555,2020-07-20,55.5,1
21745,MGLU3,EURO,EQUITY PUT,MGLUS56,2020-07-20,56.0,2
21746,MGLU3,EURO,EQUITY PUT,MGLUS590,2020-07-20,59.0,2
21748,MGLU3,EURO,EQUITY PUT,MGLUS615,2020-07-20,61.5,4
21749,MGLU3,EURO,EQUITY PUT,MGLUS625,2020-07-20,62.5,2
21751,MGLU3,EURO,EQUITY PUT,MGLUS645,2020-07-20,64.5,1
21752,MGLU3,EURO,EQUITY PUT,MGLUS655,2020-07-20,65.5,7
21754,MGLU3,EURO,EQUITY PUT,MGLUS685,2020-07-20,68.5,1
21755,MGLU3,EURO,EQUITY PUT,MGLUS700,2020-07-20,70.0,1
21756,MGLU3,EURO,EQUITY PUT,MGLUS715,2020-07-20,71.5,2
21773,MGLU3,EURO,EQUITY PUT,MGLUT520,2020-08-17,52.0,1
21780,MGLU3,EURO,EQUITY PUT,MGLUT650,2020-08-17,65.0,1
21782,MGLU3,EURO,EQUITY PUT,MGLUT700,2020-08-17,70.0,1
21783,MGLU3,EURO,EQUITY PUT,MGLUT705,2020-08-17,70.5,2
21784,MGLU3,EURO,EQUITY PUT,MGLUT715,2020-08-17,71.5,1
21786,MGLU3,EURO,EQUITY PUT,MGLUT735,2020-08-17,73.5,1
21870,MRFG3,AMER,EQUITY CALL,MRFGE155,2021-05-21,15.5,1
21885,MRFG3,AMER,EQUITY CALL,MRFGG125,2020-07-20,12.5,17
21886,MRFG3,AMER,EQUITY CALL,MRFGG13,2020-07-20,13.0,37
21887,MRFG3,AMER,EQUITY CALL,MRFGG135,2020-07-20,13.5,26
21888,MRFG3,EURO,EQUITY CALL,MRFGG137,2020-07-20,13.75,1
21889,MRFG3,AMER,EQUITY CALL,MRFGG140,2020-07-20,14.0,58
21890,MRFG3,AMER,EQUITY CALL,MRFGG15,2020-07-20,15.0,25
21891,MRFG3,AMER,EQUITY CALL,MRFGG16,2020-07-20,16.0,6
21893,MRFG3,AMER,EQUITY CALL,MRFGG18,2020-07-20,18.0,4
21894,MRFG3,AMER,EQUITY CALL,MRFGG44,2020-07-20,14.5,284
21895,MRFG3,AMER,EQUITY CALL,MRFGG45,2020-07-20,15.5,1
21905,MRFG3,AMER,EQUITY CALL,MRFGH13,2020-08-17,13.0,10
21906,MRFG3,AMER,EQUITY CALL,MRFGH135,2020-08-17,13.5,5
21907,MRFG3,EURO,EQUITY CALL,MRFGH137,2020-08-17,13.75,1
21908,MRFG3,AMER,EQUITY CALL,MRFGH14,2020-08-17,14.0,4
21909,MRFG3,AMER,EQUITY CALL,MRFGH15,2020-08-17,15.0,2
21910,MRFG3,AMER,EQUITY CALL,MRFGH16,2020-08-17,16.0,1
21915,MRFG3,AMER,EQUITY CALL,MRFGH44,2020-08-17,14.5,1
21985,MRFG3,EURO,EQUITY PUT,MRFGS11,2020-07-20,11.0,1
21986,MRFG3,EURO,EQUITY PUT,MRFGS115,2020-07-20,11.5,1
21988,MRFG3,EURO,EQUITY PUT,MRFGS12,2020-07-20,12.0,16
21989,MRFG3,EURO,EQUITY PUT,MRFGS125,2020-07-20,12.5,12
21990,MRFG3,EURO,EQUITY PUT,MRFGS13,2020-07-20,13.0,4
22007,MRFG3,EURO,EQUITY PUT,MRFGT115,2020-08-17,11.5,2
22008,MRFG3,EURO,EQUITY PUT,MRFGT12,2020-08-17,12.0,13
22009,MRFG3,EURO,EQUITY PUT,MRFGT13,2020-08-17,13.0,6
22018,MRFG3,EURO,EQUITY PUT,MRFGT42,2020-08-17,12.5,4
22074,MRVE3,AMER,EQUITY CALL,MRVEG18,2020-07-20,18.26,1
22087,MRVE3,AMER,EQUITY CALL,MRVEG48,2020-07-20,18.76,1
22096,MRVE3,AMER,EQUITY CALL,MRVEH17,2020-08-17,17.0,1
22099,MRVE3,AMER,EQUITY CALL,MRVEH195,2020-08-17,19.5,2
22145,MRVE3,EURO,EQUITY PUT,MRVES16,2020-07-20,16.26,1
22219,MULT3,AMER,EQUITY CALL,MULTG20,2020-07-20,20.0,31
22220,MULT3,AMER,EQUITY CALL,MULTG21,2020-07-20,21.0,42
22221,MULT3,AMER,EQUITY CALL,MULTG22,2020-07-20,22.0,21
22223,MULT3,AMER,EQUITY CALL,MULTG23,2020-07-20,23.0,3
22224,MULT3,AMER,EQUITY CALL,MULTG24,2020-07-20,24.0,15
22225,MULT3,AMER,EQUITY CALL,MULTG25,2020-07-20,25.0,1
22234,MULT3,AMER,EQUITY CALL,MULTG50,2020-07-20,20.5,1
22236,MULT3,AMER,EQUITY CALL,MULTG52,2020-07-20,22.5,1
22247,MULT3,AMER,EQUITY CALL,MULTH20,2020-08-17,20.0,7
22248,MULT3,AMER,EQUITY CALL,MULTH21,2020-08-17,21.0,46
22252,MULT3,AMER,EQUITY CALL,MULTH240,2020-08-17,24.0,4
22254,MULT3,AMER,EQUITY CALL,MULTH260,2020-08-17,26.0,2
22290,MULT3,EURO,EQUITY PUT,MULTS19,2020-07-20,19.0,80
22291,MULT3,EURO,EQUITY PUT,MULTS195,2020-07-20,19.5,17
22292,MULT3,EURO,EQUITY PUT,MULTS20,2020-07-20,20.0,42
22293,MULT3,EURO,EQUITY PUT,MULTS21,2020-07-20,21.0,10
22294,MULT3,EURO,EQUITY PUT,MULTS22,2020-07-20,22.0,24
22306,MULT3,EURO,EQUITY PUT,MULTS48,2020-07-20,18.5,1
22320,MULT3,EURO,EQUITY PUT,MULTT20,2020-08-17,20.0,5
22321,MULT3,EURO,EQUITY PUT,MULTT21,2020-08-17,21.0,14
22322,MULT3,EURO,EQUITY PUT,MULTT22,2020-08-17,22.0,6
22334,MULT3,EURO,EQUITY PUT,MULTT49,2020-08-17,19.5,3
22425,NTCO3,AMER,EQUITY CALL,NTCOG410,2020-07-20,41.0,3
22427,NTCO3,AMER,EQUITY CALL,NTCOG43,2020-07-20,43.0,2
22429,NTCO3,AMER,EQUITY CALL,NTCOG450,2020-07-20,45.0,1
22516,NTCO3,EURO,EQUITY PUT,NTCOS38,2020-07-20,38.0,19
22635,PCAR3,AMER,EQUITY CALL,PCARG69,2020-07-20,68.42,12
22636,PCAR3,AMER,EQUITY CALL,PCARG70,2020-07-20,69.42,5
22637,PCAR3,AMER,EQUITY CALL,PCARG71,2020-07-20,70.42,7
22641,PCAR3,AMER,EQUITY CALL,PCARG73,2020-07-20,72.42,2
22642,PCAR3,AMER,EQUITY CALL,PCARG74,2020-07-20,73.42,2
22643,PCAR3,AMER,EQUITY CALL,PCARG75,2020-07-20,74.42,2
22646,PCAR3,AMER,EQUITY CALL,PCARG77,2020-07-20,76.42,4
22649,PCAR3,AMER,EQUITY CALL,PCARG79,2020-07-20,78.42,1
22670,PCAR3,AMER,EQUITY CALL,PCARH68,2020-08-17,68.42,1
22672,PCAR3,AMER,EQUITY CALL,PCARH70,2020-08-17,70.42,3
22676,PCAR3,AMER,EQUITY CALL,PCARH770,2020-08-17,76.42,5
22677,PCAR3,EURO,EQUITY CALL,PCARH795,2020-08-17,78.92,7
22678,PCAR3,AMER,EQUITY CALL,PCARH820,2020-08-17,81.42,7
22679,PCAR3,EURO,EQUITY CALL,PCARH899,2020-08-17,89.92,8
22720,PCAR3,AMER,EQUITY CALL,PCARL654,2020-12-21,65.42,1
22728,PCAR3,AMER,EQUITY CALL,PCARL774,2020-12-21,77.42,1
22740,PCAR3,EURO,EQUITY PUT,PCARS51,2020-07-20,51.42,1
22745,PCAR3,EURO,EQUITY PUT,PCARS570,2020-07-20,57.42,2
22752,PCAR3,EURO,EQUITY PUT,PCARS64,2020-07-20,63.42,2
22756,PCAR3,EURO,EQUITY PUT,PCARS68,2020-07-20,67.42,1
22757,PCAR3,EURO,EQUITY PUT,PCARS69,2020-07-20,68.42,11
22758,PCAR3,EURO,EQUITY PUT,PCARS70,2020-07-20,69.42,4
22759,PCAR3,EURO,EQUITY PUT,PCARS71,2020-07-20,70.42,7
22760,PCAR3,EURO,EQUITY PUT,PCARS715,2020-07-20,80.92,1
22768,PCAR3,EURO,EQUITY PUT,PCARS77,2020-07-20,76.42,1
22783,PCAR3,EURO,EQUITY PUT,PCART59,2020-08-17,59.42,1
22785,PCAR3,EURO,EQUITY PUT,PCART61,2020-08-17,61.42,2
22791,PCAR3,EURO,EQUITY PUT,PCART67,2020-08-17,67.42,1
22794,PCAR3,EURO,EQUITY PUT,PCART70,2020-08-17,70.42,2
22840,PCAR3,EURO,EQUITY PUT,PCARX624,2020-12-21,62.42,1
22875,PETR4,AMER,EQUITY CALL,PETRA200,2021-01-18,20.0,6
22881,PETR4,AMER,EQUITY CALL,PETRA22,2021-01-18,22.0,3
22883,PETR4,EURO,EQUITY CALL,PETRA224,2021-01-18,23.25,4
22884,PETR4,AMER,EQUITY CALL,PETRA23,2021-01-18,23.0,2
22890,PETR4,AMER,EQUITY CALL,PETRA25,2021-01-18,25.0,5
22891,PETR4,AMER,EQUITY CALL,PETRA26,2021-01-18,26.0,7
22928,PETR4,AMER,EQUITY CALL,PETRB360,2021-02-22,36.0,3
22936,PETR4,AMER,EQUITY CALL,PETRD150,2022-04-14,15.0,6
22941,PETR4,AMER,EQUITY CALL,PETRD180,2022-04-14,18.0,8
22944,PETR4,AMER,EQUITY CALL,PETRD2,2022-04-14,20.0,2
