,RptDt,TckrSymb,ISIN,SgmtNm,MinPric,MaxPric,TradAvrgPric,LastPric,AdjstdQt,RefPric,TradQty,FinInstrmQty,Strike,Ticker,Validade,Tipo,Price
3947,6/29/2020,BBDCT191,BRBBDC4T12Y6,EQUITY PUT,"0,8","0,8","0,8","0,8",,"0,69",1,1000,19.12,BBDC4,8/17/2020,EURO,20.9
3948,6/29/2020,BBDCT194,BRBBDC4T12Q2,EQUITY PUT,"0,79","0,79","0,79","0,79",,"0,76",1,2000,19.37,BBDC4,8/17/2020,EURO,20.9
3950,6/29/2020,BBDCT197,BRBBDC4T13C0,EQUITY PUT,"1,64","1,72","1,69","1,68",,"1,43",8,800,21.12,BBDC4,8/17/2020,EURO,20.9
3951,6/29/2020,BBDCT198,BRBBDC4T12W0,EQUITY PUT,"0,92","1,15","1,05","0,92",,"0,92",9,7800,19.87,BBDC4,8/17/2020,EURO,20.9
3952,6/29/2020,BBDCT20,BRBBDC4T13I7,EQUITY PUT,"1,03","1,21","1,18","1,05",,"1,01",5,14400,20.12,BBDC4,8/17/2020,EURO,20.9
3954,6/29/2020,BBDCT201,BRBBDC4T13W8,EQUITY PUT,"1,28","1,37","1,3","1,28",,"1,21",13,60100,20.62,BBDC4,8/17/2020,EURO,20.9
3955,6/29/2020,BBDCT203,BRBBDC4T1375,EQUITY PUT,"1,83",2,"1,86","1,86",,"1,68",9,1500,21.62,BBDC4,8/17/2020,EURO,20.9
3956,6/29/2020,BBDCT204,BRBBDC4T12P4,EQUITY PUT,"1,34","1,34","1,34","1,34",,"1,11",1,200,20.37,BBDC4,8/17/2020,EURO,20.9
3957,6/29/2020,BBDCT208,BRBBDC4T12Z3,EQUITY PUT,"1,51","1,51","1,51","1,51",,"1,32",1,15000,20.87,BBDC4,8/17/2020,EURO,20.9
3960,6/29/2020,BBDCT218,BRBBDC4T1334,EQUITY PUT,"1,86","2,09","1,9","1,89",,"1,81",10,326400,21.87,BBDC4,8/17/2020,EURO,20.9
3962,6/29/2020,BBDCT221,BRBBDC4T13R8,EQUITY PUT,"2,1","2,17","2,11","2,1",,"1,95",2,6000,22.12,BBDC4,8/17/2020,EURO,20.9
3965,6/29/2020,BBDCT228,BRBBDC4T1342,EQUITY PUT,"2,56","2,56","2,56","2,56",,"2,41",1,5500,22.87,BBDC4,8/17/2020,EURO,20.9
3969,6/29/2020,BBDCT233,BRBBDC4T13Y4,EQUITY PUT,"2,73","2,73","2,73","2,73",,"2,74",1,100,23.37,BBDC4,8/17/2020,EURO,20.9
3970,6/29/2020,BBDCT236,BRBBDC4T13A4,EQUITY PUT,"3,1","3,16","3,15","3,1",,"2,92",2,1100,23.62,BBDC4,8/17/2020,EURO,20.9
3980,6/29/2020,BBDCT261,BRBBDC4T12O7,EQUITY PUT,"5,21","5,21","5,21","5,21",,"4,91",1,500,26.12,BBDC4,8/17/2020,EURO,20.9
3988,6/29/2020,BBDCT339,BRBBDC4T12L3,EQUITY PUT,"9,4","9,4","9,4","9,4",,"9,22",1,280,30.69,BBDC4,8/17/2020,EURO,20.9
4011,6/29/2020,BBDCT48,BRBBDC3T08Z3,EQUITY PUT,"1,04","1,16","1,07","1,04",,"1,07",8,38000,18.73,BBDC3,8/17/2020,EURO,0
4013,6/29/2020,BBDCU104,BRBBDC4U0WO5,EQUITY PUT,"0,1","0,1","0,1","0,1",,"0,01",1,1200,10.43,BBDC4,9/21/2020,EURO,20.9
4023,6/29/2020,BBDCU185,BRBBDC3U0854,EQUITY PUT,"0,75","0,75","0,75","0,75",,"1,19",2,30000,18.58,BBDC3,9/21/2020,EURO,0
4025,6/29/2020,BBDCU189,BRBBDC4U0VY6,EQUITY PUT,"0,91","1,05","0,91","0,91",,"0,88",5,152500,18.93,BBDC4,9/21/2020,EURO,20.9
4026,6/29/2020,BBDCU190,BRBBDC3U08C0,EQUITY PUT,"1,47","1,58","1,52","1,47",,"1,41",2,200,19.08,BBDC3,9/21/2020,EURO,0
4027,6/29/2020,BBDCU191,BRBBDC4U0W36,EQUITY PUT,"1,04","1,04","1,04","1,04",,"0,96",1,500,19.18,BBDC4,9/21/2020,EURO,20.9
4038,6/29/2020,BBDCU211,BRBBDC4U0WK3,EQUITY PUT,"1,85","1,95","1,87","1,85",,"1,77",2,2500,21.18,BBDC4,9/21/2020,EURO,20.9
4039,6/29/2020,BBDCU214,BRBBDC4U0W28,EQUITY PUT,"2,14","2,14","2,14","2,14",,"1,89",1,300,21.43,BBDC4,9/21/2020,EURO,20.9
4204,6/29/2020,BBSEG27,BRBBSE3G0609,EQUITY CALL,"1,89",2,"1,9","1,89",,"1,8",6,13500,27,BBSE3,7/20/2020,AMER,27.87
4205,6/29/2020,BBSEG28,BRBBSE3G05Z7,EQUITY CALL,"1,2","1,2","1,2","1,2",,"1,15",2,700,28,BBSE3,7/20/2020,AMER,27.87
4206,6/29/2020,BBSEG29,BRBBSE3G0658,EQUITY CALL,"0,68","0,78","0,75","0,68",,"0,68",24,103900,29,BBSE3,7/20/2020,AMER,27.87
4207,6/29/2020,BBSEG30,BRBBSE3G05X2,EQUITY CALL,"0,34","0,44","0,39","0,35",,"0,37",15,33300,30,BBSE3,7/20/2020,AMER,27.87
4208,6/29/2020,BBSEG305,BRBBSE3G06C4,EQUITY CALL,"0,19","0,44","0,31","0,19",,"0,27",9,15600,30.5,BBSE3,7/20/2020,AMER,27.87
4209,6/29/2020,BBSEG310,BRBBSE3G06D2,EQUITY CALL,"0,15","0,24","0,19","0,19",,"0,2",4,22500,31,BBSE3,7/20/2020,AMER,27.87
4210,6/29/2020,BBSEG315,BRBBSE3G06E0,EQUITY CALL,"0,14","0,22","0,14","0,14",,"0,14",4,5400,31.5,BBSE3,7/20/2020,AMER,27.87
4211,6/29/2020,BBSEG320,BRBBSE3G06G5,EQUITY CALL,"0,1","0,1","0,1","0,1",,"0,1",1,2000,32,BBSE3,7/20/2020,AMER,27.87
4212,6/29/2020,BBSEG325,BRBBSE3G06F7,EQUITY CALL,"0,05","0,1","0,08","0,08",,"0,08",6,1100,32.5,BBSE3,7/20/2020,AMER,27.87
4216,6/29/2020,BBSEG345,BRBBSE3G06I1,EQUITY CALL,"0,05","0,05","0,05","0,05",,"0,03",1,100,34.5,BBSE3,7/20/2020,AMER,27.87
4227,6/29/2020,BBSEG58,BRBBSE3G0666,EQUITY CALL,"1,05","1,05","1,05","1,05",,"0,9",1,200,28.5,BBSE3,7/20/2020,AMER,27.87
4228,6/29/2020,BBSEG59,BRBBSE3G0617,EQUITY CALL,"0,48","0,54","0,51","0,54",,"0,51",3,500,29.5,BBSE3,7/20/2020,AMER,27.87
4238,6/29/2020,BBSEH27,BRBBSE3H05X0,EQUITY CALL,"2,18","2,42","2,3","2,42",,"2,3",2,5000,27,BBSE3,8/17/2020,AMER,27.87
4239,6/29/2020,BBSEH280,BRBBSE3H06G3,EQUITY CALL,"1,72","1,84","1,77","1,75",,"1,71",3,300,28,BBSE3,8/17/2020,AMER,27.87
4240,6/29/2020,BBSEH290,BRBBSE3H06J7,EQUITY CALL,"1,22","1,3","1,29","1,22",,"1,23",2,2600,29,BBSE3,8/17/2020,AMER,27.87
4242,6/29/2020,BBSEH295,BRBBSE3H06P4,EQUITY CALL,1,1,1,1,,"1,03",1,2000,29.5,BBSE3,8/17/2020,AMER,27.87
4244,6/29/2020,BBSEH300,BRBBSE3H06H1,EQUITY CALL,"0,95","0,95","0,95","0,95",,"0,86",1,2500,30,BBSE3,8/17/2020,AMER,27.87
4298,6/29/2020,BBSES22,BRBBSE3S0621,EQUITY PUT,"0,01","0,01","0,01","0,01",,"0,01",1,100,22,BBSE3,7/20/2020,EURO,27.87
4299,6/29/2020,BBSES23,BRBBSE3S05R9,EQUITY PUT,"0,03","0,04","0,03","0,04",,"0,04",6,25000,23,BBSE3,7/20/2020,EURO,27.87
4301,6/29/2020,BBSES25,BRBBSE3S05W9,EQUITY PUT,"0,17","0,17","0,17","0,17",,"0,17",2,5000,25,BBSE3,7/20/2020,EURO,27.87
4302,6/29/2020,BBSES26,BRBBSE3S0639,EQUITY PUT,"0,3","0,34","0,33","0,3",,"0,31",2,1200,26,BBSE3,7/20/2020,EURO,27.87
4303,6/29/2020,BBSES27,BRBBSE3S05T5,EQUITY PUT,"0,53","0,53","0,53","0,53",,"0,55",1,100,27,BBSE3,7/20/2020,EURO,27.87
4305,6/29/2020,BBSES29,BRBBSE3S0688,EQUITY PUT,"1,43","1,44","1,43","1,43",,"1,43",4,12400,29,BBSE3,7/20/2020,EURO,27.87
4306,6/29/2020,BBSES30,BRBBSE3S0696,EQUITY PUT,"2,08","2,08","2,08","2,08",,"2,1",2,500,30,BBSE3,7/20/2020,EURO,27.87
4317,6/29/2020,BBSES49,BRBBSE3S06B1,EQUITY PUT,"0,02","0,02","0,02","0,02",,"0,01",1,1000,19.5,BBSE3,7/20/2020,EURO,27.87
4325,6/29/2020,BBSES57,BRBBSE3S05Y5,EQUITY PUT,"0,72","0,72","0,72","0,72",,"0,71",1,500,27.5,BBSE3,7/20/2020,EURO,27.87
4326,6/29/2020,BBSES58,BRBBSE3S0647,EQUITY PUT,"1,18","1,18","1,18","1,18",,"1,15",2,200,28.5,BBSE3,7/20/2020,EURO,27.87
4335,6/29/2020,BBSET25,BRBBSE3T0679,EQUITY PUT,"0,48","0,48","0,48","0,48",,"0,47",1,4000,25,BBSE3,8/17/2020,EURO,27.87
4337,6/29/2020,BBSET27,BRBBSE3T05Y3,EQUITY PUT,"1,02","1,02","1,02","1,02",,"1,02",1,100,27,BBSE3,8/17/2020,EURO,27.87
4338,6/29/2020,BBSET280,BRBBSE3T06G8,EQUITY PUT,"1,34","1,44","1,39","1,41",,"1,44",3,300,28,BBSE3,8/17/2020,EURO,27.87
4341,6/29/2020,BBSET295,BRBBSE3T06P9,EQUITY PUT,"2,1","2,18","2,16","2,18",,"2,26",2,500,29.5,BBSE3,8/17/2020,EURO,27.87
4369,6/29/2020,BBSET55,BRBBSE3T06D5,EQUITY PUT,"0,62","0,62","0,62","0,62",,"0,58",1,3000,25.5,BBSE3,8/17/2020,EURO,27.87
4399,6/29/2020,BEEFG16,BRBEEF3G0154,EQUITY CALL,"0,01","0,07","0,02","0,01",,"0,05",5,1400,16,BEEF3,7/20/2020,AMER,0
5951,6/29/2020,BOVAC150,BRBOVA9C0AE8,EQUITY CALL,"0,75","0,8","0,75","0,75",,"1,06",4,1600,150,BOVA11,3/18/2022,AMER,0
5953,6/29/2020,BOVAG1,BRBOVA9G0AA2,EQUITY CALL,"0,32","0,41","0,35","0,36",,"0,42",385,414920,100,BOVA11,7/20/2020,AMER,0
5954,6/29/2020,BOVAG10,BRBOVA9G0AR6,EQUITY CALL,"0,04","0,08","0,06","0,05",,"0,03",103,191610,110,BOVA11,7/20/2020,AMER,0
5955,6/29/2020,BOVAG101,BRBOVA9G0BE2,EQUITY CALL,"0,25","0,28","0,26","0,28",,"0,31",23,31710,101,BOVA11,7/20/2020,EURO,0
5956,6/29/2020,BOVAG102,BRBOVA9G0B59,EQUITY CALL,"0,18","0,22","0,19","0,2",,"0,23",104,138980,102,BOVA11,7/20/2020,AMER,0
5957,6/29/2020,BOVAG103,BRBOVA9G0B83,EQUITY CALL,"0,15","0,18","0,15","0,18",,"0,17",4,34700,103,BOVA11,7/20/2020,EURO,0
5958,6/29/2020,BOVAG104,BRBOVA9G0B91,EQUITY CALL,"0,12","0,14","0,12","0,14",,"0,13",111,106850,104,BOVA11,7/20/2020,AMER,0
5959,6/29/2020,BOVAG105,BRBOVA9G0BB8,EQUITY CALL,"0,1","0,12","0,1","0,11",,"0,1",38,102150,105,BOVA11,7/20/2020,EURO,0
5960,6/29/2020,BOVAG106,BRBOVA9G0AY2,EQUITY CALL,"0,09","0,12","0,09","0,09",,"0,07",91,147360,106,BOVA11,7/20/2020,AMER,0
5961,6/29/2020,BOVAG107,BRBOVA9G0A27,EQUITY CALL,"0,07","0,09","0,07","0,08",,"0,06",6,3300,107,BOVA11,7/20/2020,EURO,0
5962,6/29/2020,BOVAG108,BRBOVA9G0BD4,EQUITY CALL,"0,06","0,09","0,07","0,07",,"0,04",51,26340,108,BOVA11,7/20/2020,AMER,0
5963,6/29/2020,BOVAG109,BRBOVA9G0B18,EQUITY CALL,"0,06","0,07","0,06","0,06",,"0,04",6,5600,109,BOVA11,7/20/2020,EURO,0
5967,6/29/2020,BOVAG114,BRBOVA9G0C17,EQUITY CALL,"0,05","0,05","0,05","0,05",,"0,01",2,1000,114,BOVA11,7/20/2020,AMER,0
5968,6/29/2020,BOVAG115,BRBOVA9G09N6,EQUITY CALL,"0,03","0,05","0,03","0,04",,"0,01",41,90370,115,BOVA11,7/20/2020,EURO,0
6004,6/29/2020,BOVAG74,BRBOVA9G0BO1,EQUITY CALL,18,18,18,18,,"18,71",1,100,74,BOVA11,7/20/2020,AMER,0
6005,6/29/2020,BOVAG75,BRBOVA9G0BN3,EQUITY CALL,"17,2","17,2","17,2","17,2",,"17,75",1,100,75,BOVA11,7/20/2020,AMER,0
6016,6/29/2020,BOVAG840,BRBOVA9G0BT0,EQUITY CALL,"6,75","8,9","8,43","8,9",,"9,42",14,12180,84,BOVA11,7/20/2020,AMER,0
6017,6/29/2020,BOVAG845,BRBOVA9G0BI3,EQUITY CALL,"7,6","8,5","8,14","8,4",,"8,98",63,630,84.5,BOVA11,7/20/2020,EURO,0
6018,6/29/2020,BOVAG85,BRBOVA9G09U1,EQUITY CALL,8,"8,1","8,07","8,1",,"8,55",2,270,85,BOVA11,7/20/2020,AMER,0
6020,6/29/2020,BOVAG86,BRBOVA9G0AO3,EQUITY CALL,"7,1","7,1","7,1","7,1",,"7,7",1,1000,86,BOVA11,7/20/2020,AMER,0
6022,6/29/2020,BOVAG87,BRBOVA9G09J4,EQUITY CALL,"6,35","6,51","6,37","6,51",,"6,88",2,800,87,BOVA11,7/20/2020,AMER,0
6023,6/29/2020,BOVAG875,BRBOVA9G0AE4,EQUITY CALL,"6,31","6,31","6,31","6,31",,"6,48",54,5400,87.5,BOVA11,7/20/2020,EURO,0
6024,6/29/2020,BOVAG88,BRBOVA9G09I6,EQUITY CALL,"5,49","5,49","5,49","5,49",,"6,09",1,3000,88,BOVA11,7/20/2020,AMER,0
6026,6/29/2020,BOVAG89,BRBOVA9G0AH7,EQUITY CALL,"4,9","4,92","4,91","4,9",,"5,33",2,1270,89,BOVA11,7/20/2020,AMER,0
6027,6/29/2020,BOVAG895,BRBOVA9G09T3,EQUITY CALL,"4,26","4,26","4,26","4,26",,"4,96",1,13880,89.5,BOVA11,7/20/2020,EURO,0
6028,6/29/2020,BOVAG90,BRBOVA9G0A92,EQUITY CALL,"3,8","4,34","3,97","4,1",,"4,6",24,44960,90,BOVA11,7/20/2020,AMER,0
6029,6/29/2020,BOVAG905,BRBOVA9G09R7,EQUITY CALL,"3,62","3,62","3,62","3,62",,"4,25",1,10000,90.5,BOVA11,7/20/2020,EURO,0
6030,6/29/2020,BOVAG91,BRBOVA9G09P1,EQUITY CALL,"3,11","3,72","3,56","3,72",,"3,92",42,97990,91,BOVA11,7/20/2020,AMER,0
6031,6/29/2020,BOVAG915,BRBOVA9G0A01,EQUITY CALL,"2,92","3,3","3,21","3,3",,"3,59",7,57210,91.5,BOVA11,7/20/2020,EURO,0
6032,6/29/2020,BOVAG92,BRBOVA9G09O4,EQUITY CALL,"2,53","3,12","2,98","3,05",,"3,28",189,259870,92,BOVA11,7/20/2020,AMER,0
6033,6/29/2020,BOVAG925,BRBOVA9G09M8,EQUITY CALL,"2,35","2,78","2,71","2,78",,"2,99",7,12720,92.5,BOVA11,7/20/2020,EURO,0
6034,6/29/2020,BOVAG93,BRBOVA9G0A50,EQUITY CALL,"2,06","2,54","2,3","2,46",,"2,7",49,65060,93,BOVA11,7/20/2020,AMER,0
6035,6/29/2020,BOVAG935,BRBOVA9G0AP0,EQUITY CALL,"1,95","2,2","2,1","2,15",,"2,44",10,5200,93.5,BOVA11,7/20/2020,EURO,0
6036,6/29/2020,BOVAG94,BRBOVA9G09H8,EQUITY CALL,"1,66","2,04","1,89","1,97",,"2,18",79,65890,94,BOVA11,7/20/2020,AMER,0
6037,6/29/2020,BOVAG945,BRBOVA9G0AQ8,EQUITY CALL,"1,5","1,75","1,6","1,68",,"1,95",8,7700,94.5,BOVA11,7/20/2020,EURO,0
6038,6/29/2020,BOVAG95,BRBOVA9G0AN5,EQUITY CALL,"1,26","1,6","1,45","1,51",,"1,73",60,34220,95,BOVA11,7/20/2020,AMER,0
6039,6/29/2020,BOVAG955,BRBOVA9G09L0,EQUITY CALL,"1,26","1,35","1,26","1,26",,"1,53",2,210,95.5,BOVA11,7/20/2020,EURO,0
6040,6/29/2020,BOVAG96,BRBOVA9G0A84,EQUITY CALL,"1,02","1,25","1,14","1,25",,"1,35",64,50960,96,BOVA11,7/20/2020,AMER,0
6041,6/29/2020,BOVAG965,BRBOVA9G0AM7,EQUITY CALL,"0,89","1,06","0,95","1,06",,"1,18",16,35430,96.5,BOVA11,7/20/2020,EURO,0
6042,6/29/2020,BOVAG97,BRBOVA9G09V9,EQUITY CALL,"0,8","0,95","0,87","0,95",,"1,03",27,13780,97,BOVA11,7/20/2020,AMER,0
6043,6/29/2020,BOVAG975,BRBOVA9G0A68,EQUITY CALL,"0,7","0,78","0,74","0,74",,"0,89",7,3780,97.5,BOVA11,7/20/2020,EURO,0
6044,6/29/2020,BOVAG98,BRBOVA9G09S5,EQUITY CALL,"0,6","0,71","0,66","0,65",,"0,77",50,24820,98,BOVA11,7/20/2020,AMER,0
6045,6/29/2020,BOVAG985,BRBOVA9G0A43,EQUITY CALL,"0,49","0,55","0,51","0,53",,"0,67",7,12650,98.5,BOVA11,7/20/2020,EURO,0
6046,6/29/2020,BOVAG99,BRBOVA9G0BC6,EQUITY CALL,"0,42","0,53","0,47","0,53",,"0,57",223,138070,99,BOVA11,7/20/2020,AMER,0
6047,6/29/2020,BOVAH100,BRBOVA9H0A66,EQUITY CALL,"1,12","1,3","1,21","1,28",,"1,41",29,27120,100,BOVA11,8/17/2020,AMER,0
6048,6/29/2020,BOVAH101,BRBOVA9H0AV7,EQUITY CALL,"0,43","0,47","0,44","0,46",,"0,54",14,24030,105,BOVA11,8/17/2020,EURO,0
6049,6/29/2020,BOVAH102,BRBOVA9H0AM6,EQUITY CALL,"0,74","0,78","0,77","0,78",,"0,97",3,520,102,BOVA11,8/17/2020,AMER,0
6050,6/29/2020,BOVAH103,BRBOVA9H0BB7,EQUITY CALL,"0,16","0,16","0,16","0,16",,"0,18",1,1000,111,BOVA11,8/17/2020,EURO,0
6051,6/29/2020,BOVAH104,BRBOVA9H0AO2,EQUITY CALL,"0,53","0,56","0,55","0,56",,"0,66",9,3040,104,BOVA11,8/17/2020,AMER,0
6052,6/29/2020,BOVAH105,BRBOVA9H0AU9,EQUITY CALL,"0,28","0,31","0,3","0,31",,"0,37",4,360,107,BOVA11,8/17/2020,EURO,0
6053,6/29/2020,BOVAH106,BRBOVA9H0AN4,EQUITY CALL,"0,35","0,38","0,36","0,36",,"0,45",9,18070,106,BOVA11,8/17/2020,AMER,0
6054,6/29/2020,BOVAH108,BRBOVA9H0AP9,EQUITY CALL,"0,21","0,27","0,24","0,27",,"0,31",3,3750,108,BOVA11,8/17/2020,AMER,0
6056,6/29/2020,BOVAH110,BRBOVA9H0AX3,EQUITY CALL,"0,19","0,26","0,19","0,19",,"0,22",31,56220,110,BOVA11,8/17/2020,AMER,0
6060,6/29/2020,BOVAH115,BRBOVA9H0AY1,EQUITY CALL,"0,1","0,13","0,1","0,11",,"0,1",21,11800,115,BOVA11,8/17/2020,EURO,0
6065,6/29/2020,BOVAH120,BRBOVA9H0BG6,EQUITY CALL,"0,05","0,13","0,07","0,05",,"0,05",7,7500,120,BOVA11,8/17/2020,AMER,0
6075,6/29/2020,BOVAH130,BRBOVA9H0BC5,EQUITY CALL,"0,05","0,05","0,05","0,05",,"0,02",1,200,130,BOVA11,8/17/2020,AMER,0
6088,6/29/2020,BOVAH70,BRBOVA9H0847,EQUITY CALL,"22,2","22,2","22,2","22,2",,"23,22",1,100,70,BOVA11,8/17/2020,AMER,0
6106,6/29/2020,BOVAH86,BRBOVA9H0A25,EQUITY CALL,"7,21","8,44","8,04","8,16",,"9,12",10,10000,86,BOVA11,8/17/2020,AMER,0
6109,6/29/2020,BOVAH890,BRBOVA9H0AZ8,EQUITY CALL,"6,31","6,31","6,31","6,31",,"6,89",54,5400,89,BOVA11,8/17/2020,AMER,0
6110,6/29/2020,BOVAH900,BRBOVA9H0A58,EQUITY CALL,"5,34","5,89","5,63","5,89",,"6,2",12,44420,90,BOVA11,8/17/2020,AMER,0
6112,6/29/2020,BOVAH910,BRBOVA9H0AI4,EQUITY CALL,"4,85","5,31","5,18","5,27",,"5,54",14,6030,91,BOVA11,8/17/2020,AMER,0
6113,6/29/2020,BOVAH920,BRBOVA9H0AJ2,EQUITY CALL,"4,06","4,45","4,44","4,38",,"4,92",4,10450,92,BOVA11,8/17/2020,AMER,0
6114,6/29/2020,BOVAH930,BRBOVA9H0A41,EQUITY CALL,"3,83","4,13","4,05","4,13",,"4,33",5,2210,93,BOVA11,8/17/2020,AMER,0
6115,6/29/2020,BOVAH940,BRBOVA9H0AK0,EQUITY CALL,"3,27","3,56","3,39","3,56",,"3,78",4,5210,94,BOVA11,8/17/2020,AMER,0
6116,6/29/2020,BOVAH95,BRBOVA9H09O2,EQUITY CALL,"2,81","3,05","2,99","3,05",,"3,28",4,1780,95,BOVA11,8/17/2020,AMER,0
6117,6/29/2020,BOVAH960,BRBOVA9H0AL8,EQUITY CALL,"2,7","2,7","2,7","2,7",,"2,81",1,50,96,BOVA11,8/17/2020,AMER,0
6118,6/29/2020,BOVAH980,BRBOVA9H0A74,EQUITY CALL,"1,56","1,91","1,8","1,85",,"2,02",12,11710,98,BOVA11,8/17/2020,AMER,0
6120,6/29/2020,BOVAI110,BRBOVA9I09H4,EQUITY CALL,"0,66","0,68","0,66","0,66",,"0,67",8,2680,110,BOVA11,9/21/2020,AMER,0
6149,6/29/2020,BOVAJ116,BRBOVA9J0A96,EQUITY CALL,"0,3","0,39","0,38","0,3",,"0,52",2,5300,116,BOVA11,10/19/2020,AMER,0
6168,6/29/2020,BOVAL120,BRBOVA9L0BU1,EQUITY CALL,"0,55","0,59","0,57","0,55",,"0,65",18,3950,120,BOVA11,12/21/2020,AMER,0
6228,6/29/2020,BOVAS130,BRBOVA9S0C53,EQUITY PUT,"37,35","39,5","38,42","39,5",,"37,55",2,60,130,BOVA11,7/20/2020,EURO,0
6229,6/29/2020,BOVAS440,BRBOVA9S0BK5,EQUITY PUT,"0,02","0,04","0,02","0,03",,"0,02",201,534880,44,BOVA11,7/20/2020,EURO,0
6230,6/29/2020,BOVAS46,BRBOVA9S0BV2,EQUITY PUT,"0,02","0,05","0,02","0,02",,"0,02",15,41290,46,BOVA11,7/20/2020,EURO,0
6231,6/29/2020,BOVAS480,BRBOVA9S0BL3,EQUITY PUT,"0,02","0,05","0,03","0,03",,"0,03",12,10350,48,BOVA11,7/20/2020,EURO,0
6232,6/29/2020,BOVAS50,BRBOVA9S0BX8,EQUITY PUT,"0,03","0,07","0,04","0,04",,"0,03",76,153560,50,BOVA11,7/20/2020,EURO,0
6233,6/29/2020,BOVAS520,BRBOVA9S0BJ7,EQUITY PUT,"0,05","0,08","0,05","0,06",,"0,04",85,106800,52,BOVA11,7/20/2020,EURO,0
6234,6/29/2020,BOVAS54,BRBOVA9S0BW0,EQUITY PUT,"0,07","0,08","0,07","0,07",,"0,05",46,115880,54,BOVA11,7/20/2020,EURO,0
6235,6/29/2020,BOVAS560,BRBOVA9S0BG3,EQUITY PUT,"0,07","0,12","0,07","0,07",,"0,06",53,135650,56,BOVA11,7/20/2020,EURO,0
6236,6/29/2020,BOVAS58,BRBOVA9S0BU4,EQUITY PUT,"0,09","0,11","0,09","0,09",,"0,07",12,12620,58,BOVA11,7/20/2020,EURO,0
6237,6/29/2020,BOVAS60,BRBOVA9S0B96,EQUITY PUT,"0,1","0,14","0,12","0,11",,"0,08",167,369570,60,BOVA11,7/20/2020,EURO,0
6238,6/29/2020,BOVAS61,BRBOVA9S0AW2,EQUITY PUT,"0,12","0,14","0,12","0,12",,"0,09",30,75300,61,BOVA11,7/20/2020,EURO,0
6239,6/29/2020,BOVAS62,BRBOVA9S0B39,EQUITY PUT,"0,11","0,16","0,13","0,11",,"0,1",4,22020,62,BOVA11,7/20/2020,EURO,0
6240,6/29/2020,BOVAS63,BRBOVA9S0B21,EQUITY PUT,"0,14","0,16","0,15","0,14",,"0,11",7,5700,63,BOVA11,7/20/2020,EURO,0
6241,6/29/2020,BOVAS64,BRBOVA9S0BF5,EQUITY PUT,"0,15","0,18","0,16","0,15",,"0,12",26,328880,64,BOVA11,7/20/2020,EURO,0
6242,6/29/2020,BOVAS65,BRBOVA9S0BB4,EQUITY PUT,"0,14","0,17","0,16","0,14",,"0,13",4,16320,65,BOVA11,7/20/2020,EURO,0
6243,6/29/2020,BOVAS66,BRBOVA9S0B13,EQUITY PUT,"0,18","0,2","0,19","0,18",,"0,15",4,5780,66,BOVA11,7/20/2020,EURO,0
6244,6/29/2020,BOVAS67,BRBOVA9S0BE8,EQUITY PUT,"0,2","0,2","0,2","0,2",,"0,16",3,18800,67,BOVA11,7/20/2020,EURO,0
6245,6/29/2020,BOVAS68,BRBOVA9S0B62,EQUITY PUT,"0,2","0,25","0,23","0,23",,"0,18",6,4540,68,BOVA11,7/20/2020,EURO,0
6246,6/29/2020,BOVAS69,BRBOVA9S0AZ5,EQUITY PUT,"0,25","0,25","0,25","0,25",,"0,2",1,10000,69,BOVA11,7/20/2020,EURO,0
6247,6/29/2020,BOVAS70,BRBOVA9S0BD0,EQUITY PUT,"0,25","0,35","0,28","0,26",,"0,22",143,282970,70,BOVA11,7/20/2020,EURO,0
6248,6/29/2020,BOVAS730,BRBOVA9S0BP4,EQUITY PUT,"0,32","0,39","0,35","0,32",,"0,3",10,1950,73,BOVA11,7/20/2020,EURO,0
6249,6/29/2020,BOVAS74,BRBOVA9S0BO7,EQUITY PUT,"0,33","0,4","0,38","0,33",,"0,33",7,3370,74,BOVA11,7/20/2020,EURO,0
6250,6/29/2020,BOVAS75,BRBOVA9S0BM1,EQUITY PUT,"0,37","0,52","0,43","0,37",,"0,37",58,54850,75,BOVA11,7/20/2020,EURO,0
6251,6/29/2020,BOVAS760,BRBOVA9S0AS0,EQUITY PUT,"0,4","0,54","0,49","0,42",,"0,41",31,21190,76,BOVA11,7/20/2020,EURO,0
6252,6/29/2020,BOVAS770,BRBOVA9S0AU6,EQUITY PUT,"0,47","0,74","0,52","0,48",,"0,46",17,82020,77,BOVA11,7/20/2020,EURO,0
6253,6/29/2020,BOVAS780,BRBOVA9S0AV4,EQUITY PUT,"0,53","0,65","0,57","0,54",,"0,51",21,43830,78,BOVA11,7/20/2020,EURO,0
6254,6/29/2020,BOVAS785,BRBOVA9S0BH1,EQUITY PUT,"0,65","0,65","0,65","0,65",,"0,54",2,3100,78.5,BOVA11,7/20/2020,EURO,0
6255,6/29/2020,BOVAS79,BRBOVA9S0BN9,EQUITY PUT,"0,6","0,77","0,67","0,62",,"0,57",31,33140,79,BOVA11,7/20/2020,EURO,0
6256,6/29/2020,BOVAS80,BRBOVA9S0CH9,EQUITY PUT,"8,5","8,74","8,72","8,74",,"5,69",2,200,80,BOVA11,7/15/2022,EURO,0
6257,6/29/2020,BOVAS800,BRBOVA9S0AT8,EQUITY PUT,"0,65",1,"0,77","0,69",,"0,64",622,600800,80,BOVA11,7/20/2020,EURO,0
