,RptDt,TckrSymb,ISIN,SgmtNm,MinPric,MaxPric,TradAvrgPric,LastPric,AdjstdQt,RefPric,TradQty,FinInstrmQty,Strike,Ticker,Validade,Tipo,Price
28028,2020-07-09,USIMH800,BRUSIM5H0GB3,EQUITY CALL,"0,43","0,5","0,45","0,44",,"0,43",41,63900,7.96,USIM5,2020-08-17,AMER,7.41
28029,2020-07-09,USIMH816,BRUSIM5H0GD9,EQUITY CALL,"0,35","0,4","0,36","0,39",,"0,36",23,92800,8.16,USIM5,2020-08-17,AMER,7.41
28031,2020-07-09,USIMH856,BRUSIM5H0GF4,EQUITY CALL,"0,25","0,27","0,26","0,25",,"0,25",2,1900,8.56,USIM5,2020-08-17,AMER,7.41
28032,2020-07-09,USIMH870,BRUSIM5H0FH2,EQUITY CALL,"0,22","0,24","0,23","0,24",,"0,23",7,9400,8.66,USIM5,2020-08-17,EURO,7.41
28036,2020-07-09,USIMH936,BRUSIM5H0GM0,EQUITY CALL,"0,13","0,17","0,14","0,13",,"0,12",10,12600,9.36,USIM5,2020-08-17,AMER,7.41
28038,2020-07-09,USIMH970,BRUSIM5H0FE9,EQUITY CALL,"0,1","0,18","0,1","0,1",,"0,09",15,40100,9.66,USIM5,2020-08-17,EURO,7.41
28098,2020-07-09,USIMK720,BRUSIM5K0CZ6,EQUITY CALL,"1,28","1,28","1,28","1,28",,"1,17",1,100,7.16,USIM5,2020-11-16,AMER,7.41
28120,2020-07-09,USIMS52,BRUSIM5S0E30,EQUITY PUT,"0,01","0,01","0,01","0,01",,"0,01",2,600,5.2,USIM5,2020-07-20,EURO,7.41
28122,2020-07-09,USIMS56,BRUSIM5S0E14,EQUITY PUT,"0,01","0,01","0,01","0,01",,"0,01",1,3000,5.6,USIM5,2020-07-20,EURO,7.41
28125,2020-07-09,USIMS6,BRUSIM5S0DV5,EQUITY PUT,"0,02","0,03","0,02","0,03",,"0,02",4,900,6.0,USIM5,2020-07-20,EURO,7.41
28126,2020-07-09,USIMS62,BRUSIM5S0E71,EQUITY PUT,"0,03","0,04","0,03","0,04",,"0,03",3,2000,6.2,USIM5,2020-07-20,EURO,7.41
28128,2020-07-09,USIMS66,BRUSIM5S0DW3,EQUITY PUT,"0,05","0,07","0,05","0,07",,"0,06",3,5500,6.6,USIM5,2020-07-20,EURO,7.41
28129,2020-07-09,USIMS680,BRUSIM5S0EF6,EQUITY PUT,"0,07","0,09","0,08","0,08",,"0,09",6,5400,6.8,USIM5,2020-07-20,EURO,7.41
28130,2020-07-09,USIMS700,BRUSIM5S0EG4,EQUITY PUT,"0,07","0,14","0,11","0,11",,"0,13",21,34400,7.0,USIM5,2020-07-20,EURO,7.41
28131,2020-07-09,USIMS720,BRUSIM5S0EH2,EQUITY PUT,"0,15","0,18","0,17","0,17",,"0,18",41,303600,7.2,USIM5,2020-07-20,EURO,7.41
28132,2020-07-09,USIMS740,BRUSIM5S0EL4,EQUITY PUT,"0,2","0,26","0,2","0,25",,"0,25",33,210600,7.4,USIM5,2020-07-20,EURO,7.41
28133,2020-07-09,USIMS760,BRUSIM5S0EI0,EQUITY PUT,"0,28","0,37","0,3","0,32",,"0,35",37,202500,7.6,USIM5,2020-07-20,EURO,7.41
28134,2020-07-09,USIMS770,BRUSIM5S0EP5,EQUITY PUT,"0,33","0,33","0,33","0,33",,"0,41",1,1000,7.7,USIM5,2020-07-20,EURO,7.41
28135,2020-07-09,USIMS780,BRUSIM5S0EM2,EQUITY PUT,"0,42","0,48","0,44","0,44",,"0,48",14,20300,7.8,USIM5,2020-07-20,EURO,7.41
28137,2020-07-09,USIMS800,BRUSIM5S0EK6,EQUITY PUT,"0,54","0,54","0,54","0,54",,"0,62",5,1000,8.0,USIM5,2020-07-20,EURO,7.41
28145,2020-07-09,USIMT35,BRUSIM5T0G93,EQUITY PUT,"0,07","0,09","0,07","0,07",,"0,01",5,3700,3.56,USIM5,2020-08-17,EURO,7.41
28166,2020-07-09,USIMT59,BRUSIM5T0FV9,EQUITY PUT,"0,16","0,16","0,16","0,16",,"0,17",1,5000,5.96,USIM5,2020-08-17,EURO,7.41
28167,2020-07-09,USIMT616,BRUSIM5T0FW7,EQUITY PUT,"0,17","0,19","0,17","0,19",,"0,2",7,13600,6.16,USIM5,2020-08-17,EURO,7.41
28168,2020-07-09,USIMT636,BRUSIM5T0GY1,EQUITY PUT,"0,21","0,21","0,21","0,21",,"0,23",1,2000,6.36,USIM5,2020-08-17,EURO,7.41
28169,2020-07-09,USIMT640,BRUSIM5T0GQ7,EQUITY PUT,"0,21","0,21","0,21","0,21",,"0,25",1,100,6.46,USIM5,2020-08-17,EURO,7.41
28170,2020-07-09,USIMT660,BRUSIM5T0GI4,EQUITY PUT,"0,27","0,27","0,27","0,27",,"0,27",1,2000,6.56,USIM5,2020-08-17,EURO,7.41
28171,2020-07-09,USIMT680,BRUSIM5T0GH6,EQUITY PUT,"0,22","0,35","0,32","0,32",,"0,33",87,121000,6.76,USIM5,2020-08-17,EURO,7.41
28172,2020-07-09,USIMT700,BRUSIM5T0GG8,EQUITY PUT,"0,36","0,41","0,4","0,37",,"0,39",38,201200,6.96,USIM5,2020-08-17,EURO,7.41
28173,2020-07-09,USIMT720,BRUSIM5T0GJ2,EQUITY PUT,"0,44","0,48","0,47","0,45",,"0,47",20,25300,7.16,USIM5,2020-08-17,EURO,7.41
28174,2020-07-09,USIMT740,BRUSIM5T0GK0,EQUITY PUT,"0,52","0,56","0,55","0,54",,"0,55",12,34300,7.36,USIM5,2020-08-17,EURO,7.41
28175,2020-07-09,USIMT760,BRUSIM5T0GM6,EQUITY PUT,"0,61","0,67","0,65","0,61",,"0,66",14,50600,7.56,USIM5,2020-08-17,EURO,7.41
28177,2020-07-09,USIMT780,BRUSIM5T0GN4,EQUITY PUT,"0,7","0,78","0,72","0,75",,"0,77",13,93500,7.76,USIM5,2020-08-17,EURO,7.41
28178,2020-07-09,USIMT790,BRUSIM5T0FR7,EQUITY PUT,"0,82","0,82","0,82","0,82",,"0,83",1,500,7.86,USIM5,2020-08-17,EURO,7.41
28179,2020-07-09,USIMT800,BRUSIM5T0GL8,EQUITY PUT,"0,8","0,84","0,83","0,84",,"0,89",6,1100,7.96,USIM5,2020-08-17,EURO,7.41
28288,2020-07-09,VALEA555,BRVALE3A0BT2,EQUITY CALL,8,8,8,8,,"6,51",1,7600,55.5,VALE3,2021-01-18,EURO,57.21
28294,2020-07-09,VALEA615,BRVALE3A0BV8,EQUITY CALL,4,4,4,4,,"3,99",1,15200,61.5,VALE3,2021-01-18,EURO,57.21
28400,2020-07-09,VALEG380,BRVALE3G07I3,EQUITY CALL,"19,38","19,76","19,66","19,38",,"19,64",6,600,36.8,VALE3,2020-07-20,AMER,57.21
28413,2020-07-09,VALEG438,BRVALE3G0885,EQUITY CALL,"12,73","12,75","12,74","12,73",,"12,66",2,8000,43.8,VALE3,2020-07-20,AMER,57.21
28415,2020-07-09,VALEG441,BRVALE3G08T8,EQUITY CALL,"12,5","13,08","12,79","12,5",,"12,41",2,1000,44.05,VALE3,2020-07-20,EURO,57.21
28416,2020-07-09,VALEG445,BRVALE3G09Q2,EQUITY CALL,"11,8","11,85","11,83","11,84",,"11,91",3,5000,44.55,VALE3,2020-07-20,EURO,57.21
28420,2020-07-09,VALEG456,BRVALE3G08O9,EQUITY CALL,11,"11,15","11,03",11,,"10,92",2,12500,45.55,VALE3,2020-07-20,EURO,57.21
28424,2020-07-09,VALEG465,BRVALE3G0935,EQUITY CALL,"9,83","10,01","9,92","9,83",,"9,93",2,200,46.55,VALE3,2020-07-20,EURO,57.21
28426,2020-07-09,VALEG471,BRVALE3G08S0,EQUITY CALL,"9,41","9,55","9,42","9,42",,"9,43",4,2200,47.05,VALE3,2020-07-20,EURO,57.21
28427,2020-07-09,VALEG473,BRVALE3G08P6,EQUITY CALL,"9,01","9,31","9,15","9,01",,"9,18",3,300,47.3,VALE3,2020-07-20,AMER,57.21
28428,2020-07-09,VALEG475,BRVALE3G08Z5,EQUITY CALL,"8,73","9,09","8,92","8,73",,"8,94",3,300,47.55,VALE3,2020-07-20,EURO,57.21
28429,2020-07-09,VALEG480,BRVALE3G07K9,EQUITY CALL,"9,61","9,77","9,69","9,61",,"9,68",2,200,46.8,VALE3,2020-07-20,AMER,57.21
28430,2020-07-09,VALEG481,BRVALE3G08W2,EQUITY CALL,"8,21","8,83","8,49","8,83",,"8,45",6,600,48.05,VALE3,2020-07-20,EURO,57.21
28431,2020-07-09,VALEG483,BRVALE3G08Q4,EQUITY CALL,"7,91","8,85","8,56","7,91",,"8,2",11,1800,48.3,VALE3,2020-07-20,AMER,57.21
28432,2020-07-09,VALEG485,BRVALE3G08V4,EQUITY CALL,"7,77","8,13","7,92","7,95",,"7,96",7,800,48.55,VALE3,2020-07-20,EURO,57.21
28433,2020-07-09,VALEG488,BRVALE3G07V6,EQUITY CALL,"7,47","8,75","7,78","7,6",,"7,71",12,6400,48.8,VALE3,2020-07-20,AMER,57.21
28434,2020-07-09,VALEG490,BRVALE3G07L7,EQUITY CALL,"8,45","8,9","8,7","8,6",,"8,69",12,2400,47.8,VALE3,2020-07-20,AMER,57.21
28435,2020-07-09,VALEG503,BRVALE3G08R2,EQUITY CALL,6,"6,72","6,24","6,35",,"6,26",12,12200,50.3,VALE3,2020-07-20,EURO,57.21
28436,2020-07-09,VALEG505,BRVALE3G07B8,EQUITY CALL,"7,07","7,5","7,44","7,07",,"7,23",5,4200,49.3,VALE3,2020-07-20,EURO,57.21
28437,2020-07-09,VALEG510,BRVALE3G07N3,EQUITY CALL,"6,53","7,41","6,84","6,71",,"6,74",11,23700,49.8,VALE3,2020-07-20,AMER,57.21
28438,2020-07-09,VALEG513,BRVALE3G09H1,EQUITY CALL,"5,25","5,61","5,34","5,32",,"5,32",10,9000,51.3,VALE3,2020-07-20,EURO,57.21
28439,2020-07-09,VALEG520,BRVALE3G07O1,EQUITY CALL,"5,49","6,5","5,91","5,73",,"5,79",42,30100,50.8,VALE3,2020-07-20,AMER,57.21
28440,2020-07-09,VALEG523,BRVALE3G07X2,EQUITY CALL,"4,26","4,8","4,46","4,36",,"4,4",48,30000,52.3,VALE3,2020-07-20,EURO,57.21
28441,2020-07-09,VALEG53,BRVALE3G0786,EQUITY CALL,"4,67","5,45","4,98","4,8",,"4,86",24,34900,51.8,VALE3,2020-07-20,AMER,57.21
28442,2020-07-09,VALEG533,BRVALE3G07S2,EQUITY CALL,"3,3","4,4","4,13","3,52",,"3,53",125,120700,53.3,VALE3,2020-07-20,EURO,57.21
28443,2020-07-09,VALEG540,BRVALE3G07P8,EQUITY CALL,"3,68","4,21","3,94","3,95",,"3,96",51,62200,52.8,VALE3,2020-07-20,AMER,57.21
28444,2020-07-09,VALEG543,BRVALE3G07Y0,EQUITY CALL,"2,5","3,1","2,89","2,75",,"2,72",43,77900,54.3,VALE3,2020-07-20,EURO,57.21
28445,2020-07-09,VALEG550,BRVALE3G07M5,EQUITY CALL,"2,88","4,05","3,18","3,11",,"3,11",125,270800,53.8,VALE3,2020-07-20,AMER,57.21
28446,2020-07-09,VALEG553,BRVALE3G07U8,EQUITY CALL,"1,78","2,5","2,19","1,98",,"1,99",42,79800,55.3,VALE3,2020-07-20,EURO,57.21
28447,2020-07-09,VALEG558,BRVALE3G07R4,EQUITY CALL,"1,52","2,5","1,74","1,65",,"1,67",291,519100,55.8,VALE3,2020-07-20,AMER,57.21
28448,2020-07-09,VALEG560,BRVALE3G07Q6,EQUITY CALL,"2,14","3,13","2,43","2,36",,"2,34",115,292400,54.8,VALE3,2020-07-20,AMER,57.21
28449,2020-07-09,VALEG563,BRVALE3G07W4,EQUITY CALL,"1,26","2,55","1,47","1,41",,"1,38",287,734200,56.3,VALE3,2020-07-20,EURO,57.21
28450,2020-07-09,VALEG573,BRVALE3G0968,EQUITY CALL,"0,84","1,4","0,95","0,91",,"0,91",308,795700,57.3,VALE3,2020-07-20,EURO,57.21
28451,2020-07-09,VALEG578,BRVALE3G09M1,EQUITY CALL,"0,66","1,22","0,84","0,73",,"0,72",1399,5221700,57.8,VALE3,2020-07-20,AMER,57.21
28452,2020-07-09,VALEG580,BRVALE3G07C6,EQUITY CALL,"1,02","1,8","1,19","1,16",,"1,13",1494,3819300,56.8,VALE3,2020-07-20,AMER,57.21
28453,2020-07-09,VALEG588,BRVALE3G09O7,EQUITY CALL,"0,41","0,81","0,5","0,46",,"0,45",1809,5417900,58.8,VALE3,2020-07-20,AMER,57.21
28454,2020-07-09,VALEG593,BRVALE3G09K5,EQUITY CALL,"0,32","0,7","0,38","0,36",,"0,35",155,1047200,59.3,VALE3,2020-07-20,EURO,57.21
28455,2020-07-09,VALEG595,BRVALE3G0778,EQUITY CALL,"0,52","0,92","0,61","0,58",,"0,57",697,1082900,58.3,VALE3,2020-07-20,EURO,57.21
28456,2020-07-09,VALEG598,BRVALE3G09I9,EQUITY CALL,"0,24","0,51","0,3","0,28",,"0,27",912,3430300,59.8,VALE3,2020-07-20,AMER,57.21
28457,2020-07-09,VALEG608,BRVALE3G09P4,EQUITY CALL,"0,14","0,3","0,18","0,16",,"0,16",795,3363700,60.8,VALE3,2020-07-20,AMER,57.21
28458,2020-07-09,VALEG613,BRVALE3G09N9,EQUITY CALL,"0,12","0,15","0,13","0,12",,"0,12",29,178700,61.3,VALE3,2020-07-20,EURO,57.21
28459,2020-07-09,VALEG616,BRVALE3G05Z1,EQUITY CALL,"0,2","0,41","0,25","0,21",,"0,21",119,855500,60.3,VALE3,2020-07-20,EURO,57.21
28460,2020-07-09,VALEG618,BRVALE3G09B4,EQUITY CALL,"0,09","0,19","0,11","0,09",,"0,1",105,291000,61.8,VALE3,2020-07-20,AMER,57.21
28461,2020-07-09,VALEG628,BRVALE3G09L3,EQUITY CALL,"0,05","0,1","0,06","0,06",,"0,06",150,345900,62.8,VALE3,2020-07-20,AMER,57.21
28462,2020-07-09,VALEG633,BRVALE3G09S8,EQUITY CALL,"0,04","0,08","0,06","0,05",,"0,05",37,151700,63.3,VALE3,2020-07-20,EURO,57.21
28463,2020-07-09,VALEG635,BRVALE3G0794,EQUITY CALL,"0,07","0,1","0,08","0,07",,"0,08",10,35500,62.3,VALE3,2020-07-20,EURO,57.21
28464,2020-07-09,VALEG638,BRVALE3G0984,EQUITY CALL,"0,03","0,06","0,04","0,03",,"0,04",43,101800,63.8,VALE3,2020-07-20,AMER,57.21
28465,2020-07-09,VALEG643,BRVALE3G09T6,EQUITY CALL,"0,02","0,03","0,02","0,02",,"0,03",2,200,64.3,VALE3,2020-07-20,EURO,57.21
28466,2020-07-09,VALEG648,BRVALE3G09F5,EQUITY CALL,"0,02","0,04","0,03","0,02",,"0,02",19,23000,64.8,VALE3,2020-07-20,AMER,57.21
28468,2020-07-09,VALEG653,BRVALE3G09R0,EQUITY CALL,"0,02","0,02","0,02","0,02",,"0,02",5,41200,65.3,VALE3,2020-07-20,EURO,57.21
28469,2020-07-09,VALEG658,BRVALE3G09G3,EQUITY CALL,"0,02","0,03","0,02","0,02",,"0,02",18,114500,65.8,VALE3,2020-07-20,AMER,57.21
28470,2020-07-09,VALEG668,BRVALE3G09A6,EQUITY CALL,"0,01","0,02","0,01","0,01",,"0,01",8,14500,66.8,VALE3,2020-07-20,AMER,57.21
28471,2020-07-09,VALEG678,BRVALE3G09D0,EQUITY CALL,"0,01","0,02","0,01","0,01",,"0,01",11,73000,67.8,VALE3,2020-07-20,AMER,57.21
28472,2020-07-09,VALEG688,BRVALE3G0992,EQUITY CALL,"0,01","0,01","0,01","0,01",,"0,01",15,120000,68.8,VALE3,2020-07-20,AMER,57.21
28473,2020-07-09,VALEG698,BRVALE3G09C2,EQUITY CALL,"0,01","0,01","0,01","0,01",,"0,01",1,100,69.8,VALE3,2020-07-20,AMER,57.21
28474,2020-07-09,VALEG708,BRVALE3G09E8,EQUITY CALL,"0,01","0,01","0,01","0,01",,"0,01",1,1000,70.8,VALE3,2020-07-20,AMER,57.21
28490,2020-07-09,VALEH448,BRVALE3H0AO8,EQUITY CALL,"11,89","11,92","11,9","11,92",,"11,79",2,8000,44.8,VALE3,2020-08-17,AMER,57.21
28491,2020-07-09,VALEH450,BRVALE3H09O5,EQUITY CALL,"12,4","12,4","12,4","12,4",,"11,55",1,100,45.05,VALE3,2020-08-17,EURO,57.21
28506,2020-07-09,VALEH488,BRVALE3H09V0,EQUITY CALL,"8,25","8,25","8,25","8,25",,"8,07",1,48000,48.8,VALE3,2020-08-17,AMER,57.21
28508,2020-07-09,VALEH498,BRVALE3H0AT7,EQUITY CALL,"7,2","7,34","7,24","7,34",,"7,21",3,300,49.8,VALE3,2020-08-17,AMER,57.21
28510,2020-07-09,VALEH503,BRVALE3H0AJ8,EQUITY CALL,"6,82","7,14","6,96","6,98",,"6,79",7,19200,50.3,VALE3,2020-08-17,EURO,57.21
28511,2020-07-09,VALEH508,BRVALE3H0AP5,EQUITY CALL,"6,46","6,98","6,53","6,46",,"6,38",9,16800,50.8,VALE3,2020-08-17,AMER,57.21
28512,2020-07-09,VALEH513,BRVALE3H0AW1,EQUITY CALL,"5,89","6,18","5,97","6,17",,"5,99",10,22000,51.3,VALE3,2020-08-17,EURO,57.21
28513,2020-07-09,VALEH53,BRVALE3H0918,EQUITY CALL,"5,49","5,82","5,62","5,81",,"5,6",4,1300,51.8,VALE3,2020-08-17,AMER,57.21
28514,2020-07-09,VALEH535,BRVALE3H09C0,EQUITY CALL,"5,24",6,"5,3","5,25",,"5,23",12,13200,52.3,VALE3,2020-08-17,EURO,57.21
28515,2020-07-09,VALEH538,BRVALE3H0AM2,EQUITY CALL,"4,15","4,4","4,35","4,34",,"4,19",58,250500,53.8,VALE3,2020-08-17,AMER,57.21
28516,2020-07-09,VALEH540,BRVALE3H09H9,EQUITY CALL,"4,9","4,97","4,92","4,9",,"4,87",4,7900,52.8,VALE3,2020-08-17,AMER,57.21
28517,2020-07-09,VALEH543,BRVALE3H0AI0,EQUITY CALL,"3,79","4,3",4,"3,85",,"3,87",16,28200,54.3,VALE3,2020-08-17,EURO,57.21
28518,2020-07-09,VALEH546,BRVALE3H0991,EQUITY CALL,"4,55","4,85","4,63","4,55",,"4,52",11,2400,53.3,VALE3,2020-08-17,EURO,57.21
28519,2020-07-09,VALEH548,BRVALE3H0AY7,EQUITY CALL,"3,52","4,22","3,88","3,7",,"3,57",196,289900,54.8,VALE3,2020-08-17,AMER,57.21
28520,2020-07-09,VALEH558,BRVALE3H09K3,EQUITY CALL,"2,95","3,4","3,06","3,4",,3,25,65300,55.8,VALE3,2020-08-17,AMER,57.21
28521,2020-07-09,VALEH563,BRVALE3H09J5,EQUITY CALL,"2,7","3,03","2,81","2,76",,"2,74",25,65600,56.3,VALE3,2020-08-17,EURO,57.21
28522,2020-07-09,VALEH565,BRVALE3H0959,EQUITY CALL,"3,28","3,5","3,32","3,34",,"3,28",11,34100,55.3,VALE3,2020-08-17,EURO,57.21
28523,2020-07-09,VALEH568,BRVALE3H0B19,EQUITY CALL,"2,4","2,96","2,59","2,55",,"2,5",163,284400,56.8,VALE3,2020-08-17,AMER,57.21
28524,2020-07-09,VALEH578,BRVALE3H0AN0,EQUITY CALL,"1,99","2,51","2,06","2,02",,"2,05",114,1295000,57.8,VALE3,2020-08-17,AMER,57.21
28525,2020-07-09,VALEH583,BRVALE3H0AX9,EQUITY CALL,"1,8","2,3","1,86","1,88",,"1,86",37,135000,58.3,VALE3,2020-08-17,EURO,57.21
28526,2020-07-09,VALEH585,BRVALE3H09F3,EQUITY CALL,"2,21","2,72","2,27","2,25",,"2,27",29,106600,57.3,VALE3,2020-08-17,EURO,57.21
28527,2020-07-09,VALEH588,BRVALE3H0AS9,EQUITY CALL,"1,58","2,01","1,67","1,67",,"1,67",147,436500,58.8,VALE3,2020-08-17,AMER,57.21
28528,2020-07-09,VALEH593,BRVALE3H0AQ3,EQUITY CALL,"1,44","1,82","1,49","1,52",,"1,5",22,50800,59.3,VALE3,2020-08-17,EURO,57.21
28529,2020-07-09,VALEH598,BRVALE3H0AK6,EQUITY CALL,"1,28","1,55","1,35","1,32",,"1,34",70,279000,59.8,VALE3,2020-08-17,AMER,57.21
28530,2020-07-09,VALEH603,BRVALE3H0AR1,EQUITY CALL,"1,12","1,44","1,19","1,19",,"1,19",62,179100,60.3,VALE3,2020-08-17,EURO,57.21
28531,2020-07-09,VALEH608,BRVALE3H09I7,EQUITY CALL,1,"1,29","1,05","1,05",,"1,06",123,256000,60.8,VALE3,2020-08-17,AMER,57.21
28532,2020-07-09,VALEH613,BRVALE3H0AG4,EQUITY CALL,"0,9","1,12","0,95","0,94",,"0,94",22,81900,61.3,VALE3,2020-08-17,EURO,57.21
28533,2020-07-09,VALEH618,BRVALE3H0AC3,EQUITY CALL,"0,78",1,"0,83","0,82",,"0,83",41,68400,61.8,VALE3,2020-08-17,AMER,57.21
28534,2020-07-09,VALEH623,BRVALE3H0AZ4,EQUITY CALL,"0,7","0,85","0,72","0,72",,"0,73",23,167400,62.3,VALE3,2020-08-17,EURO,57.21
28535,2020-07-09,VALEH628,BRVALE3H0AB5,EQUITY CALL,"0,61","0,75","0,63","0,66",,"0,64",42,85300,62.8,VALE3,2020-08-17,AMER,57.21
28536,2020-07-09,VALEH638,BRVALE3H0B35,EQUITY CALL,"0,47","0,58","0,49","0,5",,"0,49",21,197200,63.8,VALE3,2020-08-17,AMER,57.21
28537,2020-07-09,VALEH645,BRVALE3H08Z3,EQUITY CALL,"0,55","0,58","0,56","0,58",,"0,56",12,27700,63.3,VALE3,2020-08-17,EURO,57.21
28538,2020-07-09,VALEH648,BRVALE3H0B43,EQUITY CALL,"0,36","0,4","0,37","0,39",,"0,37",9,89800,64.8,VALE3,2020-08-17,AMER,57.21
28539,2020-07-09,VALEH65,BRVALE3H0934,EQUITY CALL,"0,42","0,54","0,43","0,44",,"0,42",32,247100,64.3,VALE3,2020-08-17,EURO,57.21
28540,2020-07-09,VALEH653,BRVALE3H0B01,EQUITY CALL,"0,32","0,34","0,33","0,34",,"0,32",10,94900,65.3,VALE3,2020-08-17,EURO,57.21
28541,2020-07-09,VALEH658,BRVALE3H0AA7,EQUITY CALL,"0,27","0,3","0,29","0,29",,"0,27",21,157100,65.8,VALE3,2020-08-17,AMER,57.21
28542,2020-07-09,VALEH663,BRVALE3H0B50,EQUITY CALL,"0,25","0,26","0,25","0,26",,"0,23",5,78900,66.3,VALE3,2020-08-17,EURO,57.21
28543,2020-07-09,VALEH668,BRVALE3H0A85,EQUITY CALL,"0,2","0,26","0,21","0,23",,"0,2",22,186300,66.8,VALE3,2020-08-17,AMER,57.21
28544,2020-07-09,VALEH678,BRVALE3H0A28,EQUITY CALL,"0,17","0,19","0,17","0,18",,"0,14",9,22900,67.8,VALE3,2020-08-17,AMER,57.21
28545,2020-07-09,VALEH688,BRVALE3H0AE9,EQUITY CALL,"0,13","0,14","0,13","0,14",,"0,1",4,2300,68.8,VALE3,2020-08-17,AMER,57.21
28546,2020-07-09,VALEH698,BRVALE3H0A44,EQUITY CALL,"0,11","0,11","0,11","0,11",,"0,07",11,10100,69.8,VALE3,2020-08-17,AMER,57.21
28547,2020-07-09,VALEH708,BRVALE3H0A36,EQUITY CALL,"0,08","0,08","0,08","0,08",,"0,05",1,100,70.8,VALE3,2020-08-17,AMER,57.21
28548,2020-07-09,VALEH718,BRVALE3H0AD1,EQUITY CALL,"0,07","0,07","0,07","0,07",,"0,03",10,108300,71.8,VALE3,2020-08-17,AMER,57.21
28549,2020-07-09,VALEH728,BRVALE3H0A77,EQUITY CALL,"0,05","0,06","0,05","0,05",,"0,02",2,1300,72.8,VALE3,2020-08-17,AMER,57.21
28550,2020-07-09,VALEH738,BRVALE3H0A93,EQUITY CALL,"0,04","0,05","0,04","0,05",,"0,02",8,6500,73.8,VALE3,2020-08-17,AMER,57.21
28551,2020-07-09,VALEH748,BRVALE3H0A69,EQUITY CALL,"0,03","0,03","0,03","0,03",,"0,01",1,100,74.8,VALE3,2020-08-17,AMER,57.21
28552,2020-07-09,VALEH758,BRVALE3H0A51,EQUITY CALL,"0,03","0,03","0,03","0,03",,"0,01",2,1000,75.8,VALE3,2020-08-17,AMER,57.21
28592,2020-07-09,VALEI50,BRVALE3I09B0,EQUITY CALL,"8,8","8,8","8,8","8,8",,"8,74",2,46000,48.8,VALE3,2020-09-21,AMER,57.21
28601,2020-07-09,VALEI550,BRVALE3I0867,EQUITY CALL,"5,1","5,25","5,2","5,18",,"5,17",15,125600,53.8,VALE3,2020-09-21,AMER,57.21
28604,2020-07-09,VALEI558,BRVALE3I0BB2,EQUITY CALL,4,"4,1","4,04","4,04",,"4,03",4,7200,55.8,VALE3,2020-09-21,AMER,57.21
28605,2020-07-09,VALEI563,BRVALE3I0B41,EQUITY CALL,"3,7","3,86","3,8","3,86",,"3,78",3,2200,56.3,VALE3,2020-09-21,EURO,57.21
28608,2020-07-09,VALEI578,BRVALE3I0B17,EQUITY CALL,"2,97","3,05","3,03","3,04",,"3,08",4,2500,57.8,VALE3,2020-09-21,AMER,57.21
28609,2020-07-09,VALEI588,BRVALE3I0A18,EQUITY CALL,"2,64","2,65","2,64","2,65",,"2,67",2,500000,58.8,VALE3,2020-09-21,AMER,57.21
28610,2020-07-09,VALEI593,BRVALE3I0B66,EQUITY CALL,"2,4","2,4","2,4","2,4",,"2,48",1,1000,59.3,VALE3,2020-09-21,EURO,57.21
28612,2020-07-09,VALEI598,BRVALE3I0AD0,EQUITY CALL,2,"2,25","2,12","2,25",,"2,3",2,200,59.8,VALE3,2020-09-21,AMER,57.21
28613,2020-07-09,VALEI603,BRVALE3I0B74,EQUITY CALL,2,2,2,2,,"2,13",2,2100,60.3,VALE3,2020-09-21,EURO,57.21
28614,2020-07-09,VALEI608,BRVALE3I0AC2,EQUITY CALL,"1,85","2,04","1,92","2,04",,"1,97",10,12000,60.8,VALE3,2020-09-21,AMER,57.21
28620,2020-07-09,VALEI638,BRVALE3I0AF5,EQUITY CALL,"1,1","1,15","1,14","1,15",,"1,21",5,28800,63.8,VALE3,2020-09-21,AMER,57.21
28622,2020-07-09,VALEI653,BRVALE3I0B82,EQUITY CALL,"0,75","0,75","0,75","0,75",,"0,93",1,500,65.3,VALE3,2020-09-21,EURO,57.21
28623,2020-07-09,VALEI655,BRVALE3I06I1,EQUITY CALL,1,1,1,1,,"1,11",2,500,64.3,VALE3,2020-09-21,EURO,57.21
28626,2020-07-09,VALEI670,BRVALE3I09D6,EQUITY CALL,"0,85","0,85","0,85","0,85",,"0,85",1,500,65.8,VALE3,2020-09-21,AMER,57.21
28629,2020-07-09,VALEI688,BRVALE3I0AA6,EQUITY CALL,"0,45","0,48","0,45","0,46",,"0,49",11,1100,68.8,VALE3,2020-09-21,AMER,57.21
28713,2020-07-09,VALEJ600,BRVALE3J07L1,EQUITY CALL,"2,91","3,1",3,"3,1",,"3,31",2,200,58.8,VALE3,2020-10-19,AMER,57.21
28721,2020-07-09,VALEJ638,BRVALE3J0C06,EQUITY CALL,"1,68","1,75","1,7","1,68",,"1,74",6,900,63.8,VALE3,2020-10-19,AMER,57.21
28789,2020-07-09,VALEK708,BRVALE3K0BN3,EQUITY CALL,"0,99","0,99","0,99","0,99",,"0,96",2,55200,70.8,VALE3,2020-11-16,AMER,57.21
28912,2020-07-09,VALEM570,BRVALE3M0BJ9,EQUITY PUT,"6,05","6,05","6,05","6,05",,"6,24",1,5600,57.0,VALE3,2021-01-18,EURO,57.21
28914,2020-07-09,VALEM590,BRVALE3M0BW2,EQUITY PUT,"7,11","7,11","7,11","7,11",,"7,32",1,10100,59.0,VALE3,2021-01-18,EURO,57.21
