,RptDt,TckrSymb,ISIN,SgmtNm,MinPric,MaxPric,TradAvrgPric,LastPric,AdjstdQt,RefPric,TradQty,FinInstrmQty,Strike,Ticker,Validade,Tipo,Price
4708,2020-07-09,BBSET23,BRBBSE3T05Z0,EQUITY PUT,"0,16","0,16","0,16","0,16",,"0,13",1,300,23.0,BBSE3,2020-08-17,EURO,0.0
4710,2020-07-09,BBSET25,BRBBSE3T0679,EQUITY PUT,"0,3","0,4","0,35","0,4",,"0,37",3,4800,25.0,BBSE3,2020-08-17,EURO,0.0
4711,2020-07-09,BBSET26,BRBBSE3T0612,EQUITY PUT,"0,53","0,58","0,57","0,58",,"0,59",2,1100,26.0,BBSE3,2020-08-17,EURO,0.0
4712,2020-07-09,BBSET27,BRBBSE3T05Y3,EQUITY PUT,"0,82","0,97","0,87","0,97",,"0,9",11,5800,27.0,BBSE3,2020-08-17,EURO,0.0
4713,2020-07-09,BBSET280,BRBBSE3T06G8,EQUITY PUT,"1,23","1,23","1,23","1,23",,"1,32",2,400,28.0,BBSE3,2020-08-17,EURO,0.0
4715,2020-07-09,BBSET290,BRBBSE3T06H6,EQUITY PUT,"1,85","1,85","1,85","1,85",,"1,86",1,2500,29.0,BBSE3,2020-08-17,EURO,0.0
4777,2020-07-09,BEEFG13,BRBEEF3G0170,EQUITY CALL,"0,55","0,55","0,55","0,55",,"0,45",1,200,13.0,BEEF3,2020-07-20,AMER,0.0
4782,2020-07-09,BEEFG16,BRBEEF3G0154,EQUITY CALL,"0,02","0,02","0,02","0,02",,"0,01",3,3600,16.0,BEEF3,2020-07-20,AMER,0.0
6206,2020-07-09,BOVAA112,BRBOVA9A09T6,EQUITY CALL,"2,05","2,4","2,1","2,4",,"1,78",4,3610,112.0,BOVA11,2021-01-18,AMER,95.86
6211,2020-07-09,BOVAC150,BRBOVA9C0AE8,EQUITY CALL,1,1,1,1,,"1,17",1,100,150.0,BOVA11,2022-03-18,AMER,95.86
6213,2020-07-09,BOVAG1,BRBOVA9G0AA2,EQUITY CALL,"0,27","0,46","0,33","0,28",,"0,28",300,483780,100.0,BOVA11,2020-07-20,AMER,95.86
6214,2020-07-09,BOVAG10,BRBOVA9G0AR6,EQUITY CALL,"0,02","0,04","0,02","0,03",,"0,01",112,199840,110.0,BOVA11,2020-07-20,AMER,95.86
6215,2020-07-09,BOVAG101,BRBOVA9G0BE2,EQUITY CALL,"0,18","0,32","0,2","0,19",,"0,18",47,52200,101.0,BOVA11,2020-07-20,EURO,95.86
6216,2020-07-09,BOVAG102,BRBOVA9G0B59,EQUITY CALL,"0,12","0,24","0,15","0,12",,"0,11",238,284990,102.0,BOVA11,2020-07-20,AMER,95.86
6217,2020-07-09,BOVAG103,BRBOVA9G0B83,EQUITY CALL,"0,09","0,13","0,1","0,09",,"0,08",59,84960,103.0,BOVA11,2020-07-20,EURO,95.86
6218,2020-07-09,BOVAG104,BRBOVA9G0B91,EQUITY CALL,"0,06","0,13","0,09","0,07",,"0,05",145,192310,104.0,BOVA11,2020-07-20,AMER,95.86
6219,2020-07-09,BOVAG105,BRBOVA9G0BB8,EQUITY CALL,"0,03","0,1","0,05","0,07",,"0,04",53,59810,105.0,BOVA11,2020-07-20,EURO,95.86
6220,2020-07-09,BOVAG106,BRBOVA9G0AY2,EQUITY CALL,"0,02","0,07","0,05","0,04",,"0,03",27,53420,106.0,BOVA11,2020-07-20,AMER,95.86
6221,2020-07-09,BOVAG107,BRBOVA9G0A27,EQUITY CALL,"0,04","0,05","0,04","0,05",,"0,02",5,600,107.0,BOVA11,2020-07-20,EURO,95.86
6222,2020-07-09,BOVAG108,BRBOVA9G0BD4,EQUITY CALL,"0,03","0,04","0,03","0,03",,"0,01",54,40250,108.0,BOVA11,2020-07-20,AMER,95.86
6223,2020-07-09,BOVAG109,BRBOVA9G0B18,EQUITY CALL,"0,02","0,04","0,03","0,03",,"0,01",25,83350,109.0,BOVA11,2020-07-20,EURO,95.86
6228,2020-07-09,BOVAG115,BRBOVA9G09N6,EQUITY CALL,"0,01","0,02","0,01","0,01",,"0,01",28,28110,115.0,BOVA11,2020-07-20,EURO,95.86
6233,2020-07-09,BOVAG120,BRBOVA9G0C58,EQUITY CALL,"0,02","0,02","0,02","0,02",,"0,01",1,100,120.0,BOVA11,2020-07-20,AMER,95.86
6272,2020-07-09,BOVAG800,BRBOVA9G0AT2,EQUITY CALL,16,"17,03","16,68","17,03",,"15,57",2,30,80.0,BOVA11,2020-07-20,AMER,95.86
6273,2020-07-09,BOVAG810,BRBOVA9G0BQ6,EQUITY CALL,"14,6","14,65","14,63","14,6",,"14,59",4,3800,81.0,BOVA11,2020-07-20,AMER,95.86
6274,2020-07-09,BOVAG820,BRBOVA9G0BR4,EQUITY CALL,"13,7","13,87","13,71","13,87",,"13,61",3,1250,82.0,BOVA11,2020-07-20,AMER,95.86
6278,2020-07-09,BOVAG85,BRBOVA9G09U1,EQUITY CALL,"10,5","10,81","10,57","10,81",,"10,71",2,1310,85.0,BOVA11,2020-07-20,AMER,95.86
6282,2020-07-09,BOVAG87,BRBOVA9G09J4,EQUITY CALL,"8,8",9,"8,83","8,8",,"8,8",2,1150,87.0,BOVA11,2020-07-20,AMER,95.86
6284,2020-07-09,BOVAG88,BRBOVA9G09I6,EQUITY CALL,"7,81","8,5","8,1","7,97",,"7,87",5,6300,88.0,BOVA11,2020-07-20,AMER,95.86
6286,2020-07-09,BOVAG89,BRBOVA9G0AH7,EQUITY CALL,7,"7,1","7,06","7,1",,"6,95",5,3310,89.0,BOVA11,2020-07-20,AMER,95.86
6288,2020-07-09,BOVAG90,BRBOVA9G0A92,EQUITY CALL,"6,05","6,9","6,55","6,22",,"6,05",229,53070,90.0,BOVA11,2020-07-20,AMER,95.86
6290,2020-07-09,BOVAG91,BRBOVA9G09P1,EQUITY CALL,"5,16","5,37","5,24","5,16",,"5,17",4,1710,91.0,BOVA11,2020-07-20,AMER,95.86
6291,2020-07-09,BOVAG915,BRBOVA9G0A01,EQUITY CALL,"4,65","4,65","4,65","4,65",,"4,75",1,2400,91.5,BOVA11,2020-07-20,EURO,95.86
6292,2020-07-09,BOVAG92,BRBOVA9G09O4,EQUITY CALL,"4,1","4,8","4,42","4,38",,"4,33",17,8310,92.0,BOVA11,2020-07-20,AMER,95.86
6293,2020-07-09,BOVAG925,BRBOVA9G09M8,EQUITY CALL,"4,4","4,4","4,4","4,4",,"3,93",2,600,92.5,BOVA11,2020-07-20,EURO,95.86
6294,2020-07-09,BOVAG93,BRBOVA9G0A50,EQUITY CALL,"3,25","4,2","3,74","3,69",,"3,53",20,9520,93.0,BOVA11,2020-07-20,AMER,95.86
6295,2020-07-09,BOVAG935,BRBOVA9G0AP0,EQUITY CALL,"3,4","3,44","3,41","3,4",,"3,15",3,300,93.5,BOVA11,2020-07-20,EURO,95.86
6296,2020-07-09,BOVAG94,BRBOVA9G09H8,EQUITY CALL,"2,8","3,45","3,11","2,8",,"2,79",12,4410,94.0,BOVA11,2020-07-20,AMER,95.86
6297,2020-07-09,BOVAG945,BRBOVA9G0AQ8,EQUITY CALL,"2,72","2,91","2,78","2,73",,"2,44",202,3200,94.5,BOVA11,2020-07-20,EURO,95.86
6298,2020-07-09,BOVAG95,BRBOVA9G0AN5,EQUITY CALL,"2,08","2,83","2,27","2,08",,"2,12",521,860200,95.0,BOVA11,2020-07-20,AMER,95.86
6299,2020-07-09,BOVAG955,BRBOVA9G09L0,EQUITY CALL,"2,04","2,07","2,06","2,07",,"1,81",2,700,95.5,BOVA11,2020-07-20,EURO,95.86
6300,2020-07-09,BOVAG96,BRBOVA9G0A84,EQUITY CALL,"1,51","2,19","1,72","1,51",,"1,54",644,153840,96.0,BOVA11,2020-07-20,AMER,95.86
6301,2020-07-09,BOVAG965,BRBOVA9G0AM7,EQUITY CALL,"1,29","1,66","1,65","1,3",,"1,28",9,12630,96.5,BOVA11,2020-07-20,EURO,95.86
6302,2020-07-09,BOVAG97,BRBOVA9G09V9,EQUITY CALL,"1,06","1,6","1,22","1,11",,"1,06",139,50830,97.0,BOVA11,2020-07-20,AMER,95.86
6303,2020-07-09,BOVAG975,BRBOVA9G0A68,EQUITY CALL,"0,94","1,27",1,"0,94",,"0,87",3,1630,97.5,BOVA11,2020-07-20,EURO,95.86
6304,2020-07-09,BOVAG98,BRBOVA9G09S5,EQUITY CALL,"0,69","1,15","0,83","0,74",,"0,7",162,265650,98.0,BOVA11,2020-07-20,AMER,95.86
6305,2020-07-09,BOVAG985,BRBOVA9G0A43,EQUITY CALL,"0,55","0,67","0,6","0,55",,"0,56",9,2650,98.5,BOVA11,2020-07-20,EURO,95.86
6306,2020-07-09,BOVAG99,BRBOVA9G0BC6,EQUITY CALL,"0,44","0,8","0,53","0,46",,"0,45",791,376050,99.0,BOVA11,2020-07-20,AMER,95.86
6307,2020-07-09,BOVAH100,BRBOVA9H0A66,EQUITY CALL,"1,53","1,88","1,64","1,6",,"1,52",101,46490,100.0,BOVA11,2020-08-17,AMER,95.86
6308,2020-07-09,BOVAH101,BRBOVA9H0AV7,EQUITY CALL,"0,43","0,5","0,46","0,44",,"0,44",143,62400,105.0,BOVA11,2020-08-17,EURO,95.86
6309,2020-07-09,BOVAH102,BRBOVA9H0AM6,EQUITY CALL,"0,92","1,31","0,98","1,05",,"0,94",47,35800,102.0,BOVA11,2020-08-17,AMER,95.86
6310,2020-07-09,BOVAH103,BRBOVA9H0BB7,EQUITY CALL,"0,13","0,2","0,14","0,14",,"0,11",46,34030,111.0,BOVA11,2020-08-17,EURO,95.86
6311,2020-07-09,BOVAH104,BRBOVA9H0AO2,EQUITY CALL,"0,55","0,66","0,6","0,59",,"0,57",162,33100,104.0,BOVA11,2020-08-17,AMER,95.86
6312,2020-07-09,BOVAH105,BRBOVA9H0AU9,EQUITY CALL,"0,27","0,52","0,32","0,28",,"0,27",79,145410,107.0,BOVA11,2020-08-17,EURO,95.86
6313,2020-07-09,BOVAH106,BRBOVA9H0AN4,EQUITY CALL,"0,33","0,45","0,36","0,35",,"0,34",51,207890,106.0,BOVA11,2020-08-17,AMER,95.86
6314,2020-07-09,BOVAH108,BRBOVA9H0AP9,EQUITY CALL,"0,22","0,26","0,24","0,22",,"0,21",57,122640,108.0,BOVA11,2020-08-17,AMER,95.86
6315,2020-07-09,BOVAH109,BRBOVA9H0AT1,EQUITY CALL,"0,19","0,2","0,19","0,2",,"0,17",6,4100,109.0,BOVA11,2020-08-17,EURO,95.86
6316,2020-07-09,BOVAH110,BRBOVA9H0AX3,EQUITY CALL,"0,15","0,2","0,17","0,16",,"0,13",131,204800,110.0,BOVA11,2020-08-17,AMER,95.86
6317,2020-07-09,BOVAH111,BRBOVA9H0B57,EQUITY CALL,"0,09","0,13","0,11","0,11",,"0,06",15,32550,114.0,BOVA11,2020-08-17,AMER,95.86
6318,2020-07-09,BOVAH112,BRBOVA9H0AW5,EQUITY CALL,"0,09","0,14","0,12","0,09",,"0,09",13,3880,112.0,BOVA11,2020-08-17,AMER,95.86
6319,2020-07-09,BOVAH113,BRBOVA9H0B73,EQUITY CALL,"0,11","0,14","0,12","0,11",,"0,07",6,2240,113.0,BOVA11,2020-08-17,EURO,95.86
6320,2020-07-09,BOVAH115,BRBOVA9H0AY1,EQUITY CALL,"0,08","0,1","0,08","0,1",,"0,05",23,39720,115.0,BOVA11,2020-08-17,EURO,95.86
6321,2020-07-09,BOVAH116,BRBOVA9H0BA9,EQUITY CALL,"0,08","0,08","0,08","0,08",,"0,04",4,6250,116.0,BOVA11,2020-08-17,AMER,95.86
6323,2020-07-09,BOVAH118,BRBOVA9H0B65,EQUITY CALL,"0,08","0,09","0,08","0,08",,"0,03",4,500,118.0,BOVA11,2020-08-17,AMER,95.86
6325,2020-07-09,BOVAH120,BRBOVA9H0BG6,EQUITY CALL,"0,07","0,07","0,07","0,07",,"0,02",6,6690,120.0,BOVA11,2020-08-17,AMER,95.86
6335,2020-07-09,BOVAH130,BRBOVA9H0BC5,EQUITY CALL,"0,04","0,05","0,04","0,04",,"0,01",26,104220,130.0,BOVA11,2020-08-17,AMER,95.86
6357,2020-07-09,BOVAH79,BRBOVA9H09V7,EQUITY CALL,"17,1","17,1","17,1","17,1",,"17,28",1,300,79.0,BOVA11,2020-08-17,AMER,95.86
6360,2020-07-09,BOVAH81,BRBOVA9H0A17,EQUITY CALL,"14,9","14,92","14,91","14,92",,"15,42",2,3500,81.0,BOVA11,2020-08-17,AMER,95.86
6361,2020-07-09,BOVAH82,BRBOVA9H09W5,EQUITY CALL,14,"14,2","14,08","14,2",,"14,5",2,250,82.0,BOVA11,2020-08-17,AMER,95.86
6367,2020-07-09,BOVAH87,BRBOVA9H09U9,EQUITY CALL,"9,8","9,8","9,8","9,8",,"10,06",1,4000,87.0,BOVA11,2020-08-17,AMER,95.86
6369,2020-07-09,BOVAH890,BRBOVA9H0AZ8,EQUITY CALL,"6,87","6,87","6,87","6,87",,"8,39",1,10,89.0,BOVA11,2020-08-17,AMER,95.86
6370,2020-07-09,BOVAH900,BRBOVA9H0A58,EQUITY CALL,"6,8","6,8","6,8","6,8",,"7,58",1,200,90.0,BOVA11,2020-08-17,AMER,95.86
6372,2020-07-09,BOVAH910,BRBOVA9H0AI4,EQUITY CALL,"6,73","7,27","7,01","6,73",,"6,8",25,4500,91.0,BOVA11,2020-08-17,AMER,95.86
6373,2020-07-09,BOVAH920,BRBOVA9H0AJ2,EQUITY CALL,"5,9","6,11",6,"5,9",,"6,05",3,2100,92.0,BOVA11,2020-08-17,AMER,95.86
6374,2020-07-09,BOVAH930,BRBOVA9H0A41,EQUITY CALL,"4,5","5,31","5,3","5,31",,"5,32",15,1320,93.0,BOVA11,2020-08-17,AMER,95.86
6375,2020-07-09,BOVAH940,BRBOVA9H0AK0,EQUITY CALL,"4,62","4,85","4,77","4,62",,"4,64",239,5300,94.0,BOVA11,2020-08-17,AMER,95.86
6376,2020-07-09,BOVAH95,BRBOVA9H09O2,EQUITY CALL,"3,98","4,6","4,32","3,98",,"3,99",49,137200,95.0,BOVA11,2020-08-17,AMER,95.86
6377,2020-07-09,BOVAH960,BRBOVA9H0AL8,EQUITY CALL,"3,37","3,67","3,54","3,44",,"3,39",55,47070,96.0,BOVA11,2020-08-17,AMER,95.86
6378,2020-07-09,BOVAH970,BRBOVA9H0BI2,EQUITY CALL,"2,85","3,12","3,08","2,85",,"2,84",27,51780,97.0,BOVA11,2020-08-17,AMER,95.86
6379,2020-07-09,BOVAH980,BRBOVA9H0A74,EQUITY CALL,"2,35","2,83","2,53","2,45",,"2,34",46,74880,98.0,BOVA11,2020-08-17,AMER,95.86
6380,2020-07-09,BOVAH990,BRBOVA9H0BJ0,EQUITY CALL,2,"2,01",2,"2,01",,"1,9",234,3200,99.0,BOVA11,2020-08-17,AMER,95.86
6381,2020-07-09,BOVAI105,BRBOVA9I09V5,EQUITY CALL,"1,26","1,3","1,28","1,3",,"1,24",3,1700,105.0,BOVA11,2020-09-21,EURO,95.86
6382,2020-07-09,BOVAI110,BRBOVA9I09H4,EQUITY CALL,"0,48","0,61","0,51","0,54",,"0,48",37,22790,110.0,BOVA11,2020-09-21,AMER,95.86
6404,2020-07-09,BOVAI930,BRBOVA9I09K8,EQUITY CALL,"6,98","7,1","7,01","7,05",,"6,66",11,910,93.0,BOVA11,2020-09-21,AMER,95.86
6407,2020-07-09,BOVAI950,BRBOVA9I09J0,EQUITY CALL,"5,5","5,5","5,5","5,5",,"5,4",1,100,95.0,BOVA11,2020-09-21,AMER,95.86
6408,2020-07-09,BOVAI960,BRBOVA9I09O0,EQUITY CALL,"4,93","5,12","5,03","5,03",,"4,81",4,570,96.0,BOVA11,2020-09-21,AMER,95.86
6412,2020-07-09,BOVAJ116,BRBOVA9J0A96,EQUITY CALL,"0,34","0,55","0,39","0,34",,"0,34",21,82130,116.0,BOVA11,2020-10-19,AMER,95.86
6432,2020-07-09,BOVAL104,BRBOVA9L0C90,EQUITY CALL,"4,04","4,04","4,04","4,04",,"3,31",1,100000,104.0,BOVA11,2020-12-21,AMER,95.86
6437,2020-07-09,BOVAL120,BRBOVA9L0BU1,EQUITY CALL,"0,55","0,68","0,58","0,55",,"0,55",10,6550,120.0,BOVA11,2020-12-21,AMER,95.86
6499,2020-07-09,BOVAS440,BRBOVA9S0BK5,EQUITY PUT,"0,01","0,01","0,01","0,01",,"0,01",9,25220,44.0,BOVA11,2020-07-20,EURO,95.86
6500,2020-07-09,BOVAS46,BRBOVA9S0BV2,EQUITY PUT,"0,01","0,01","0,01","0,01",,"0,01",1,1000,46.0,BOVA11,2020-07-20,EURO,95.86
6501,2020-07-09,BOVAS480,BRBOVA9S0BL3,EQUITY PUT,"0,01","0,01","0,01","0,01",,"0,01",4,20250,48.0,BOVA11,2020-07-20,EURO,95.86
6502,2020-07-09,BOVAS50,BRBOVA9S0BX8,EQUITY PUT,"0,01","0,01","0,01","0,01",,"0,01",4,42500,50.0,BOVA11,2020-07-20,EURO,95.86
6503,2020-07-09,BOVAS520,BRBOVA9S0BJ7,EQUITY PUT,"0,01","0,01","0,01","0,01",,"0,01",11,84130,52.0,BOVA11,2020-07-20,EURO,95.86
6504,2020-07-09,BOVAS54,BRBOVA9S0BW0,EQUITY PUT,"0,01","0,01","0,01","0,01",,"0,01",3,1100,54.0,BOVA11,2020-07-20,EURO,95.86
6505,2020-07-09,BOVAS560,BRBOVA9S0BG3,EQUITY PUT,"0,01","0,02","0,01","0,01",,"0,01",11,59300,56.0,BOVA11,2020-07-20,EURO,95.86
6506,2020-07-09,BOVAS58,BRBOVA9S0BU4,EQUITY PUT,"0,01","0,01","0,01","0,01",,"0,01",4,11100,58.0,BOVA11,2020-07-20,EURO,95.86
6507,2020-07-09,BOVAS60,BRBOVA9S0B96,EQUITY PUT,"0,01","0,02","0,01","0,01",,"0,01",33,138690,60.0,BOVA11,2020-07-20,EURO,95.86
6510,2020-07-09,BOVAS63,BRBOVA9S0B21,EQUITY PUT,"0,03","0,03","0,03","0,03",,"0,02",1,300,63.0,BOVA11,2020-07-20,EURO,95.86
6511,2020-07-09,BOVAS64,BRBOVA9S0BF5,EQUITY PUT,"0,02","0,05","0,04","0,03",,"0,02",7,23540,64.0,BOVA11,2020-07-20,EURO,95.86
6512,2020-07-09,BOVAS65,BRBOVA9S0BB4,EQUITY PUT,"0,02","0,03","0,02","0,03",,"0,02",13,16840,65.0,BOVA11,2020-07-20,EURO,95.86
6513,2020-07-09,BOVAS66,BRBOVA9S0B13,EQUITY PUT,"0,01","0,03","0,02","0,03",,"0,03",5,1000,66.0,BOVA11,2020-07-20,EURO,95.86
6514,2020-07-09,BOVAS67,BRBOVA9S0BE8,EQUITY PUT,"0,02","0,02","0,02","0,02",,"0,03",1,100,67.0,BOVA11,2020-07-20,EURO,95.86
6515,2020-07-09,BOVAS68,BRBOVA9S0B62,EQUITY PUT,"0,04","0,04","0,04","0,04",,"0,03",1,390,68.0,BOVA11,2020-07-20,EURO,95.86
6516,2020-07-09,BOVAS69,BRBOVA9S0AZ5,EQUITY PUT,"0,04","0,06","0,04","0,04",,"0,03",37,111000,69.0,BOVA11,2020-07-20,EURO,95.86
6517,2020-07-09,BOVAS70,BRBOVA9S0BD0,EQUITY PUT,"0,04","0,06","0,05","0,05",,"0,04",189,1149400,70.0,BOVA11,2020-07-20,EURO,95.86
6518,2020-07-09,BOVAS730,BRBOVA9S0BP4,EQUITY PUT,"0,06","0,08","0,06","0,06",,"0,05",19,57760,73.0,BOVA11,2020-07-20,EURO,95.86
6519,2020-07-09,BOVAS74,BRBOVA9S0BO7,EQUITY PUT,"0,05","0,06","0,05","0,06",,"0,06",2,3030,74.0,BOVA11,2020-07-20,EURO,95.86
6520,2020-07-09,BOVAS75,BRBOVA9S0BM1,EQUITY PUT,"0,06","0,09","0,07","0,08",,"0,07",75,127770,75.0,BOVA11,2020-07-20,EURO,95.86
6521,2020-07-09,BOVAS760,BRBOVA9S0AS0,EQUITY PUT,"0,07","0,1","0,08","0,08",,"0,08",30,7300,76.0,BOVA11,2020-07-20,EURO,95.86
6522,2020-07-09,BOVAS770,BRBOVA9S0AU6,EQUITY PUT,"0,08","0,1","0,09","0,1",,"0,09",34,117140,77.0,BOVA11,2020-07-20,EURO,95.86
6523,2020-07-09,BOVAS780,BRBOVA9S0AV4,EQUITY PUT,"0,05","0,11","0,09","0,09",,"0,1",7,8000,78.0,BOVA11,2020-07-20,EURO,95.86
6524,2020-07-09,BOVAS785,BRBOVA9S0BH1,EQUITY PUT,"0,11","0,12","0,11","0,12",,"0,11",4,5560,78.5,BOVA11,2020-07-20,EURO,95.86
6525,2020-07-09,BOVAS79,BRBOVA9S0BN9,EQUITY PUT,"0,1","0,13","0,11","0,1",,"0,11",14,8520,79.0,BOVA11,2020-07-20,EURO,95.86
6527,2020-07-09,BOVAS800,BRBOVA9S0AT8,EQUITY PUT,"0,1","0,16","0,13","0,12",,"0,13",202,891750,80.0,BOVA11,2020-07-20,EURO,95.86
6528,2020-07-09,BOVAS810,BRBOVA9S0BQ2,EQUITY PUT,"0,14","0,17","0,15","0,16",,"0,15",7,39100,81.0,BOVA11,2020-07-20,EURO,95.86
6529,2020-07-09,BOVAS820,BRBOVA9S0BR0,EQUITY PUT,"0,15","0,18","0,16","0,16",,"0,17",15,25930,82.0,BOVA11,2020-07-20,EURO,95.86
6530,2020-07-09,BOVAS830,BRBOVA9S0BS8,EQUITY PUT,"0,15","0,2","0,18","0,18",,"0,19",15,27010,83.0,BOVA11,2020-07-20,EURO,95.86
6531,2020-07-09,BOVAS840,BRBOVA9S0BT6,EQUITY PUT,"0,19","0,25","0,2","0,23",,"0,22",19,39120,84.0,BOVA11,2020-07-20,EURO,95.86
6532,2020-07-09,BOVAS845,BRBOVA9S0BI9,EQUITY PUT,"0,21","0,26","0,23","0,22",,"0,24",15,102950,84.5,BOVA11,2020-07-20,EURO,95.86
6533,2020-07-09,BOVAS85,BRBOVA9S0A22,EQUITY PUT,"0,15","0,29","0,24","0,23",,"0,26",133,196100,85.0,BOVA11,2020-07-20,EURO,95.86
6534,2020-07-09,BOVAS855,BRBOVA9S09U6,EQUITY PUT,"0,22","0,3","0,26","0,25",,"0,28",18,75820,85.5,BOVA11,2020-07-20,EURO,95.86
6535,2020-07-09,BOVAS86,BRBOVA9S0AL5,EQUITY PUT,"0,26","0,33","0,29","0,29",,"0,31",73,96220,86.0,BOVA11,2020-07-20,EURO,95.86
6536,2020-07-09,BOVAS865,BRBOVA9S0AF7,EQUITY PUT,"0,29","0,32","0,29","0,32",,"0,33",2,4170,86.5,BOVA11,2020-07-20,EURO,95.86
6537,2020-07-09,BOVAS87,BRBOVA9S0AH3,EQUITY PUT,"0,32","0,39","0,32","0,32",,"0,36",23,13770,87.0,BOVA11,2020-07-20,EURO,95.86
6538,2020-07-09,BOVAS875,BRBOVA9S09Z5,EQUITY PUT,"0,34","0,36","0,34","0,36",,"0,39",2,3740,87.5,BOVA11,2020-07-20,EURO,95.86
6539,2020-07-09,BOVAS88,BRBOVA9S09H3,EQUITY PUT,"0,38","0,45","0,41","0,41",,"0,43",22,48250,88.0,BOVA11,2020-07-20,EURO,95.86
6540,2020-07-09,BOVAS885,BRBOVA9S0AI1,EQUITY PUT,"0,4","0,53","0,47","0,48",,"0,47",14,15950,88.5,BOVA11,2020-07-20,EURO,95.86
6541,2020-07-09,BOVAS89,BRBOVA9S09I1,EQUITY PUT,"0,45","0,58","0,48","0,49",,"0,51",28,29240,89.0,BOVA11,2020-07-20,EURO,95.86
6542,2020-07-09,BOVAS895,BRBOVA9S09S0,EQUITY PUT,"0,51","0,62","0,54","0,52",,"0,56",33,43990,89.5,BOVA11,2020-07-20,EURO,95.86
6543,2020-07-09,BOVAS90,BRBOVA9S0AR2,EQUITY PUT,"0,54","0,72","0,6","0,6",,"0,61",184,281880,90.0,BOVA11,2020-07-20,EURO,95.86
6544,2020-07-09,BOVAS905,BRBOVA9S09Q4,EQUITY PUT,"0,64","0,7","0,65","0,7",,"0,67",11,39190,90.5,BOVA11,2020-07-20,EURO,95.86
6545,2020-07-09,BOVAS91,BRBOVA9S09G5,EQUITY PUT,"0,7","0,86","0,75","0,7",,"0,74",14,15670,91.0,BOVA11,2020-07-20,EURO,95.86
6546,2020-07-09,BOVAS915,BRBOVA9S09W2,EQUITY PUT,"0,78","0,93","0,82","0,78",,"0,82",9,7960,91.5,BOVA11,2020-07-20,EURO,95.86
6547,2020-07-09,BOVAS92,BRBOVA9S09O9,EQUITY PUT,"0,8","1,05","0,93","0,88",,"0,91",71,50560,92.0,BOVA11,2020-07-20,EURO,95.86
6548,2020-07-09,BOVAS925,BRBOVA9S0AO9,EQUITY PUT,"0,97","1,12","1,02","0,97",,1,5,1350,92.5,BOVA11,2020-07-20,EURO,95.86
6549,2020-07-09,BOVAS93,BRBOVA9S0A14,EQUITY PUT,"1,01","1,24","1,07","1,16",,"1,12",57,68430,93.0,BOVA11,2020-07-20,EURO,95.86
6551,2020-07-09,BOVAS94,BRBOVA9S0AE0,EQUITY PUT,"1,3","1,59","1,38","1,37",,"1,39",48,41760,94.0,BOVA11,2020-07-20,EURO,95.86
6552,2020-07-09,BOVAS945,BRBOVA9S0AN1,EQUITY PUT,"1,44","1,67","1,57","1,55",,"1,55",17,6150,94.5,BOVA11,2020-07-20,EURO,95.86
6553,2020-07-09,BOVAS95,BRBOVA9S09M3,EQUITY PUT,"1,38","1,85","1,61","1,8",,"1,74",61,112930,95.0,BOVA11,2020-07-20,EURO,95.86
6554,2020-07-09,BOVAS955,BRBOVA9S09L5,EQUITY PUT,"1,84",2,"1,88","1,84",,"1,95",6,4770,95.5,BOVA11,2020-07-20,EURO,95.86
6555,2020-07-09,BOVAS96,BRBOVA9S0AB6,EQUITY PUT,"1,81","2,34","2,08","2,05",,"2,18",53,57610,96.0,BOVA11,2020-07-20,EURO,95.86
6556,2020-07-09,BOVAS965,BRBOVA9S0AJ9,EQUITY PUT,"2,27","2,27","2,27","2,27",,"2,44",1,15100,96.5,BOVA11,2020-07-20,EURO,95.86
6557,2020-07-09,BOVAS97,BRBOVA9S0A97,EQUITY PUT,"2,37","2,75","2,46","2,54",,"2,73",16,35820,97.0,BOVA11,2020-07-20,EURO,95.86
6562,2020-07-09,BOVAT100,BRBOVA9T0A53,EQUITY PUT,"4,74","4,74","4,74","4,74",,"6,12",1,100,100.0,BOVA11,2020-08-17,EURO,95.86
6591,2020-07-09,BOVAT42,BRBOVA9T0AD1,EQUITY PUT,"0,03","0,05","0,03","0,04",,"0,01",50,170060,42.0,BOVA11,2020-08-17,EURO,95.86
6592,2020-07-09,BOVAT46,BRBOVA9T0AB5,EQUITY PUT,"0,04","0,05","0,04","0,05",,"0,02",57,100090,46.0,BOVA11,2020-08-17,EURO,95.86
6593,2020-07-09,BOVAT50,BRBOVA9T0A95,EQUITY PUT,"0,05","0,07","0,05","0,07",,"0,03",228,498560,50.0,BOVA11,2020-08-17,EURO,95.86
6594,2020-07-09,BOVAT52,BRBOVA9T0AH2,EQUITY PUT,"0,07","0,08","0,07","0,07",,"0,03",27,27090,52.0,BOVA11,2020-08-17,EURO,95.86
6595,2020-07-09,BOVAT54,BRBOVA9T0AA7,EQUITY PUT,"0,07","0,09","0,07","0,08",,"0,04",32,19950,54.0,BOVA11,2020-08-17,EURO,95.86
6596,2020-07-09,BOVAT56,BRBOVA9T0AE9,EQUITY PUT,"0,08","0,11","0,09","0,09",,"0,05",259,1058230,56.0,BOVA11,2020-08-17,EURO,95.86
6597,2020-07-09,BOVAT58,BRBOVA9T0AF6,EQUITY PUT,"0,09","0,2","0,1","0,2",,"0,06",87,298790,58.0,BOVA11,2020-08-17,EURO,95.86
