RptDt,TckrSymb,ISIN,SgmtNm,MinPric,MaxPric,TradAvrgPric,LastPric,AdjstdQt,RefPric,TradQty,FinInstrmQty,Strike,Ticker,Validade,Tipo,Price
2020-07-23,BRMLT940,BRBRML3T07D2,EQUITY PUT,"0,14","0,14","0,14","0,14",,"0,15",1,100,9.4,BRML3,2020-08-17,EURO,0.0
2020-07-23,BRMLT960,BRBRML3T0756,EQUITY PUT,"0,17","0,18","0,17","0,18",,"0,19",3,27600,9.6,BRML3,2020-08-17,EURO,0.0
2020-07-23,BRMLT980,BRBRML3T0780,EQUITY PUT,"0,2","0,22","0,2","0,22",,"0,24",5,6100,9.8,BRML3,2020-08-17,EURO,0.0
2020-07-23,BRMLU100,BRBRML3U06R2,EQUITY PUT,"0,48","0,52","0,49","0,52",,"0,55",4,4300,10.0,BRML3,2020-09-21,EURO,0.0
2020-07-23,BRMLU105,BRBRML3U0738,EQUITY PUT,"0,68","0,77","0,7","0,77",,"0,79",5,10000,10.5,BRML3,2020-09-21,EURO,0.0
2020-07-23,BRMLU110,BRBRML3U06X0,EQUITY PUT,"0,94","0,95","0,94","0,95",,"1,08",2,300,11.0,BRML3,2020-09-21,EURO,0.0
2020-07-23,BRMLU115,BRBRML3U06W2,EQUITY PUT,"1,15","1,3","1,26","1,3",,"1,42",42,66500,11.5,BRML3,2020-09-21,EURO,0.0
2020-07-23,BRMLU960,BRBRML3U0712,EQUITY PUT,"0,39","0,41","0,39","0,4",,"0,41",32,33500,9.6,BRML3,2020-09-21,EURO,0.0
2020-07-23,BRMLX100,BRBRML3X0792,EQUITY PUT,"0,82","0,83","0,82","0,82",,"0,78",2,852500,10.0,BRML3,2020-12-21,EURO,0.0
2020-07-23,BRMLX117,BRBRML3X07A0,EQUITY PUT,"1,84","1,84","1,84","1,84",,"1,81",1,852500,11.75,BRML3,2020-12-21,EURO,0.0
2020-07-23,BRSRA150,BRBRSR6A03V4,EQUITY CALL,"2,5","2,5","2,5","2,5",,"1,15",1,34000,15.0,BRSR6,2021-01-18,AMER,0.0
2020-07-23,BRSRA172,BRBRSR6A03W2,EQUITY CALL,1,1,1,1,,"0,6",1,34000,17.25,BRSR6,2021-01-18,EURO,0.0
2020-07-23,BRSRH130,BRBRSR6H04B9,EQUITY CALL,3,3,3,3,,"1,73",1,100,12.82,BRSR6,2020-08-17,AMER,0.0
2020-07-23,BRSRM142,BRBRSR6M03V9,EQUITY PUT,"1,5","1,5","1,5","1,5",,"1,16",1,34000,14.25,BRSR6,2021-01-18,EURO,0.0
2020-07-23,BTOWH119,BRBTOW3H04H8,EQUITY CALL,8,"12,21","8,83","8,1",,"6,43",4,600,119.0,BTOW3,2020-08-17,EURO,0.0
2020-07-23,BTOWH126,BRBTOW3H04M8,EQUITY CALL,"4,5","4,5","4,5","4,5",,4,1,100,126.0,BTOW3,2020-08-17,AMER,0.0
2020-07-23,BTOWH128,BRBTOW3H04L0,EQUITY CALL,4,4,4,4,,"3,56",1,2300,128.0,BTOW3,2020-08-17,AMER,0.0
2020-07-23,BTOWH130,BRBTOW3H04I6,EQUITY CALL,"2,97",6,"4,58","2,97",,"3,2",3,400,130.0,BTOW3,2020-08-17,AMER,0.0
2020-07-23,BTOWI135,BRBTOW3I0428,EQUITY CALL,4,5,"4,5",5,,"5,8",3,300,135.0,BTOW3,2020-09-21,EURO,0.0
2020-07-23,BTOWT109,BRBTOW3T04M3,EQUITY PUT,2,2,2,2,,"3,8",2,2000,116.0,BTOW3,2020-08-17,EURO,0.0
2020-07-23,BTOWT119,BRBTOW3T04G5,EQUITY PUT,"5,5","5,5","5,5","5,5",,"5,26",1,600,119.0,BTOW3,2020-08-17,EURO,0.0
2020-07-23,BTOWT126,BRBTOW3T04L5,EQUITY PUT,"7,4","7,4","7,4","7,4",,"9,83",1,1500,126.0,BTOW3,2020-08-17,EURO,0.0
2020-07-23,CCROH140,BRCCRO3H0803,EQUITY CALL,"1,04","1,04","1,04","1,04",,"1,05",1,100,14.0,CCRO3,2020-08-17,AMER,0.0
2020-07-23,CCROH145,BRCCRO3H0878,EQUITY CALL,"0,67","0,83","0,73","0,68",,"0,76",4,2700,14.5,CCRO3,2020-08-17,AMER,0.0
2020-07-23,CCROH150,BRCCRO3H07P9,EQUITY CALL,"0,45","0,58","0,47","0,45",,"0,52",18,82500,15.0,CCRO3,2020-08-17,AMER,0.0
2020-07-23,CCROH155,BRCCRO3H07V7,EQUITY CALL,"0,29","0,36","0,32","0,29",,"0,34",9,2800,15.5,CCRO3,2020-08-17,AMER,0.0
2020-07-23,CCROH160,BRCCRO3H07X3,EQUITY CALL,"0,2","0,27","0,2","0,2",,"0,22",6,4900,16.0,CCRO3,2020-08-17,AMER,0.0
2020-07-23,CCROI145,BRCCRO3I07P7,EQUITY CALL,"1,09","1,09","1,09","1,09",,"1,11",1,1000,14.5,CCRO3,2020-09-21,AMER,0.0
2020-07-23,CCROI155,BRCCRO3I07S1,EQUITY CALL,"0,66","0,66","0,66","0,66",,"0,68",1,100,15.5,CCRO3,2020-09-21,AMER,0.0
2020-07-23,CCROT135,BRCCRO3T07V2,EQUITY PUT,"0,26","0,26","0,26","0,26",,"0,26",2,3000,13.5,CCRO3,2020-08-17,EURO,0.0
2020-07-23,CCROT140,BRCCRO3T07T6,EQUITY PUT,"0,34","0,4","0,39","0,4",,"0,41",5,11200,14.0,CCRO3,2020-08-17,EURO,0.0
2020-07-23,CCROT145,BRCCRO3T07P4,EQUITY PUT,"0,55","0,61","0,6","0,61",,"0,61",3,2100,14.5,CCRO3,2020-08-17,EURO,0.0
2020-07-23,CCROT155,BRCCRO3T07Z3,EQUITY PUT,"1,24","1,24","1,24","1,24",,"1,2",1,200,15.5,CCRO3,2020-08-17,EURO,0.0
2020-07-23,CCROU130,BRCCRO3U07N7,EQUITY PUT,"0,43","0,43","0,43","0,43",,"0,43",1,100,13.0,CCRO3,2020-09-21,EURO,0.0
2020-07-23,CIELA520,BRCIEL3A09F3,EQUITY CALL,"1,11","1,11","1,11","1,11",,"1,02",1,100,5.2,CIEL3,2021-01-18,AMER,0.0
2020-07-23,CIELH100,BRCIEL3H0CK5,EQUITY CALL,"0,02","0,03","0,02","0,03",,"0,01",3,16000,10.0,CIEL3,2020-08-17,AMER,0.0
2020-07-23,CIELH150,BRCIEL3H0CF5,EQUITY CALL,"0,01","0,02","0,01","0,01",,"0,01",48,143800,15.0,CIEL3,2020-08-17,AMER,0.0
2020-07-23,CIELH152,BRCIEL3H0CN9,EQUITY CALL,"0,01","0,01","0,01","0,01",,"0,01",2,7000,15.25,CIEL3,2020-08-17,EURO,0.0
2020-07-23,CIELH155,BRCIEL3H0CR0,EQUITY CALL,"0,01","0,01","0,01","0,01",,"0,01",4,19400,15.5,CIEL3,2020-08-17,AMER,0.0
2020-07-23,CIELH160,BRCIEL3H0CV2,EQUITY CALL,"0,01","0,02","0,01","0,02",,"0,01",7,6200,16.0,CIEL3,2020-08-17,AMER,0.0
2020-07-23,CIELH420,BRCIEL3H0BX0,EQUITY CALL,"1,05","1,29","1,27","1,05",,"1,1",180,18200,4.2,CIEL3,2020-08-17,AMER,0.0
2020-07-23,CIELH430,BRCIEL3H0C39,EQUITY CALL,"1,05","1,17","1,13","1,05",,"1,02",5,1700,4.3,CIEL3,2020-08-17,AMER,0.0
2020-07-23,CIELH440,BRCIEL3H0C88,EQUITY CALL,1,"1,09","1,03",1,,"0,94",7,4500,4.4,CIEL3,2020-08-17,AMER,0.0
2020-07-23,CIELH450,BRCIEL3H0BY8,EQUITY CALL,"0,86","1,01","0,9","0,89",,"0,87",9,16000,4.5,CIEL3,2020-08-17,AMER,0.0
2020-07-23,CIELH460,BRCIEL3H0C62,EQUITY CALL,"0,81",1,"0,87","0,81",,"0,8",16,88400,4.6,CIEL3,2020-08-17,AMER,0.0
2020-07-23,CIELH470,BRCIEL3H0CD0,EQUITY CALL,"0,85","0,89","0,85","0,85",,"0,73",6,43500,4.7,CIEL3,2020-08-17,AMER,0.0
2020-07-23,CIELH480,BRCIEL3H0CC2,EQUITY CALL,"0,66","0,8","0,71","0,68",,"0,67",26,137400,4.8,CIEL3,2020-08-17,AMER,0.0
2020-07-23,CIELH490,BRCIEL3H0CT6,EQUITY CALL,"0,6","0,9","0,68","0,63",,"0,61",445,1274500,4.9,CIEL3,2020-08-17,AMER,0.0
2020-07-23,CIELH500,BRCIEL3H0D12,EQUITY CALL,"0,54","0,8","0,63","0,59",,"0,56",342,983300,5.0,CIEL3,2020-08-17,AMER,0.0
2020-07-23,CIELH520,BRCIEL3H0D04,EQUITY CALL,"0,45","0,65","0,54","0,51",,"0,46",181,1020900,5.2,CIEL3,2020-08-17,AMER,0.0
2020-07-23,CIELH540,BRCIEL3H0D20,EQUITY CALL,"0,36","0,56","0,44","0,39",,"0,38",877,2016600,5.4,CIEL3,2020-08-17,AMER,0.0
2020-07-23,CIELH560,BRCIEL3H0D38,EQUITY CALL,"0,3","0,54","0,37","0,34",,"0,31",857,2276900,5.6,CIEL3,2020-08-17,AMER,0.0
2020-07-23,CIELH580,BRCIEL3H0D46,EQUITY CALL,"0,25","0,42","0,31","0,27",,"0,26",725,1011300,5.8,CIEL3,2020-08-17,AMER,0.0
2020-07-23,CIELH600,BRCIEL3H0D61,EQUITY CALL,"0,21","0,34","0,26","0,24",,"0,21",1645,5259300,6.0,CIEL3,2020-08-17,AMER,0.0
2020-07-23,CIELH620,BRCIEL3H0D53,EQUITY CALL,"0,18","0,34","0,22","0,22",,"0,18",11483,14424800,6.2,CIEL3,2020-08-17,AMER,0.0
2020-07-23,CIELH640,BRCIEL3H0D95,EQUITY CALL,"0,14","0,21","0,19","0,15",,"0,15",381,494300,6.4,CIEL3,2020-08-17,AMER,0.0
2020-07-23,CIELH660,BRCIEL3H0CE8,EQUITY CALL,"0,12","0,2","0,14","0,12",,"0,12",1462,2235000,6.6,CIEL3,2020-08-17,AMER,0.0
2020-07-23,CIELH680,BRCIEL3H0D79,EQUITY CALL,"0,09","0,15","0,11","0,1",,"0,1",11032,11615600,6.8,CIEL3,2020-08-17,AMER,0.0
2020-07-23,CIELH700,BRCIEL3H0D87,EQUITY CALL,"0,08","0,14","0,09","0,1",,"0,09",477,761000,7.0,CIEL3,2020-08-17,AMER,0.0
2020-07-23,CIELH800,BRCIEL3H0CL3,EQUITY CALL,"0,04","0,07","0,05","0,06",,"0,04",211,535600,8.0,CIEL3,2020-08-17,AMER,0.0
2020-07-23,CIELH820,BRCIEL3H0CP4,EQUITY CALL,"0,04","0,06","0,04","0,05",,"0,03",21,32200,8.2,CIEL3,2020-08-17,AMER,0.0
2020-07-23,CIELH860,BRCIEL3H0CM1,EQUITY CALL,"0,03","0,04","0,03","0,04",,"0,02",6,4000,8.6,CIEL3,2020-08-17,AMER,0.0
2020-07-23,CIELH880,BRCIEL3H0CU4,EQUITY CALL,"0,02","0,06","0,03","0,03",,"0,02",5,2300,8.8,CIEL3,2020-08-17,AMER,0.0
2020-07-23,CIELH900,BRCIEL3H0CJ7,EQUITY CALL,"0,03","0,04","0,03","0,04",,"0,01",6,21900,9.0,CIEL3,2020-08-17,AMER,0.0
2020-07-23,CIELH920,BRCIEL3H0CO7,EQUITY CALL,"0,04","0,04","0,04","0,04",,"0,01",1,500,9.2,CIEL3,2020-08-17,AMER,0.0
2020-07-23,CIELH980,BRCIEL3H0CG3,EQUITY CALL,"0,02","0,02","0,02","0,02",,"0,01",5,40000,9.8,CIEL3,2020-08-17,AMER,0.0
2020-07-23,CIELI490,BRCIEL3I0B20,EQUITY CALL,"0,9","0,95","0,91","0,91",,"0,82",6,6200,4.9,CIEL3,2020-09-21,AMER,0.0
2020-07-23,CIELI500,BRCIEL3I0BD1,EQUITY CALL,"0,7","0,92","0,78","0,8",,"0,78",14,76700,5.0,CIEL3,2020-09-21,AMER,0.0
2020-07-23,CIELI520,BRCIEL3I0B61,EQUITY CALL,"0,64","0,83","0,73","0,71",,"0,69",24,144000,5.2,CIEL3,2020-09-21,AMER,0.0
2020-07-23,CIELI540,BRCIEL3I0BB5,EQUITY CALL,"0,6","0,71","0,65","0,64",,"0,62",44,151900,5.4,CIEL3,2020-09-21,AMER,0.0
2020-07-23,CIELI560,BRCIEL3I0B95,EQUITY CALL,"0,53","0,7","0,58","0,57",,"0,56",29,62500,5.6,CIEL3,2020-09-21,AMER,0.0
2020-07-23,CIELI580,BRCIEL3I0B46,EQUITY CALL,"0,48","0,6","0,54","0,51",,"0,5",71,180000,5.8,CIEL3,2020-09-21,AMER,0.0
2020-07-23,CIELI600,BRCIEL3I0B53,EQUITY CALL,"0,41","0,64","0,47","0,49",,"0,46",1013,3128200,6.0,CIEL3,2020-09-21,AMER,0.0
2020-07-23,CIELI620,BRCIEL3I0AV5,EQUITY CALL,"0,41","0,47","0,42","0,42",,"0,41",7,5400,6.2,CIEL3,2020-09-21,AMER,0.0
2020-07-23,CIELI640,BRCIEL3I0BC3,EQUITY CALL,"0,41","0,42","0,41","0,41",,"0,38",8,4100,6.4,CIEL3,2020-09-21,AMER,0.0
2020-07-23,CIELI660,BRCIEL3I0B04,EQUITY CALL,"0,3","0,39","0,34","0,3",,"0,34",2,2000,6.6,CIEL3,2020-09-21,AMER,0.0
2020-07-23,CIELI680,BRCIEL3I0BE9,EQUITY CALL,"0,26","0,3","0,26","0,27",,"0,31",8,3300,6.8,CIEL3,2020-09-21,AMER,0.0
2020-07-23,CIELI700,BRCIEL3I0BF6,EQUITY CALL,"0,24","0,32","0,28","0,27",,"0,29",59,106400,7.0,CIEL3,2020-09-21,AMER,0.0
2020-07-23,CIELJ674,BRCIEL3J0AV4,EQUITY CALL,"0,45","0,45","0,45","0,45",,"0,39",2,200,6.74,CIEL3,2020-10-19,AMER,0.0
2020-07-23,CIELJ940,BRCIEL3J0AB6,EQUITY CALL,"0,12","0,17","0,13","0,12",,"0,14",15,6000,9.34,CIEL3,2020-10-19,AMER,0.0
2020-07-23,CIELK65,BRCIEL3K0A50,EQUITY CALL,"0,51","0,6","0,51","0,6",,"0,5",6,2400,6.5,CIEL3,2020-11-16,EURO,0.0
2020-07-23,CIELT370,BRCIEL3T0BW8,EQUITY PUT,"0,03","0,05","0,03","0,04",,"0,04",9,23800,3.7,CIEL3,2020-08-17,EURO,0.0
2020-07-23,CIELT390,BRCIEL3T0BV0,EQUITY PUT,"0,04","0,05","0,04","0,05",,"0,06",5,25600,3.9,CIEL3,2020-08-17,EURO,0.0
2020-07-23,CIELT400,BRCIEL3T0CC8,EQUITY PUT,"0,05","0,07","0,06","0,06",,"0,07",428,322400,4.0,CIEL3,2020-08-17,EURO,0.0
2020-07-23,CIELT410,BRCIEL3T0C34,EQUITY PUT,"0,07","0,08","0,07","0,08",,"0,08",10,30700,4.1,CIEL3,2020-08-17,EURO,0.0
2020-07-23,CIELT420,BRCIEL3T0BZ1,EQUITY PUT,"0,08","0,1","0,08","0,08",,"0,09",190,115200,4.2,CIEL3,2020-08-17,EURO,0.0
2020-07-23,CIELT430,BRCIEL3T0BX6,EQUITY PUT,"0,09","0,11","0,09","0,11",,"0,1",8,37500,4.3,CIEL3,2020-08-17,EURO,0.0
2020-07-23,CIELT440,BRCIEL3T0CD6,EQUITY PUT,"0,1","0,14","0,12","0,13",,"0,12",58,198200,4.4,CIEL3,2020-08-17,EURO,0.0
2020-07-23,CIELT450,BRCIEL3T0C18,EQUITY PUT,"0,11","0,16","0,14","0,15",,"0,15",17,49700,4.5,CIEL3,2020-08-17,EURO,0.0
2020-07-23,CIELT460,BRCIEL3T0CA2,EQUITY PUT,"0,12","0,17","0,14","0,17",,"0,17",23,63300,4.6,CIEL3,2020-08-17,EURO,0.0
2020-07-23,CIELT470,BRCIEL3T0C59,EQUITY PUT,"0,14","0,2","0,18","0,19",,"0,2",28,189200,4.7,CIEL3,2020-08-17,EURO,0.0
2020-07-23,CIELT480,BRCIEL3T0CB0,EQUITY PUT,"0,17","0,24","0,21","0,24",,"0,24",122,213400,4.8,CIEL3,2020-08-17,EURO,0.0
2020-07-23,CIELT490,BRCIEL3T0CX4,EQUITY PUT,"0,19","0,28","0,24","0,26",,"0,27",74,385600,4.9,CIEL3,2020-08-17,EURO,0.0
2020-07-23,CIELT500,BRCIEL3T0D25,EQUITY PUT,"0,2","0,33","0,28","0,31",,"0,32",213,972900,5.0,CIEL3,2020-08-17,EURO,0.0
2020-07-23,CIELT520,BRCIEL3T0D17,EQUITY PUT,"0,33","0,43","0,36","0,43",,"0,42",63,291300,5.2,CIEL3,2020-08-17,EURO,0.0
2020-07-23,CIELT540,BRCIEL3T0D33,EQUITY PUT,"0,4","0,54","0,47","0,51",,"0,53",84,349500,5.4,CIEL3,2020-08-17,EURO,0.0
2020-07-23,CIELT560,BRCIEL3T0D41,EQUITY PUT,"0,51","0,68","0,61","0,68",,"0,67",57,609700,5.6,CIEL3,2020-08-17,EURO,0.0
2020-07-23,CIELT580,BRCIEL3T0D58,EQUITY PUT,"0,65","0,81","0,75","0,81",,"0,81",36,24900,5.8,CIEL3,2020-08-17,EURO,0.0
2020-07-23,CIELT600,BRCIEL3T0D74,EQUITY PUT,"0,82","0,96","0,89","0,94",,"0,97",10,10300,6.0,CIEL3,2020-08-17,EURO,0.0
2020-07-23,CIELT620,BRCIEL3T0D66,EQUITY PUT,"0,97","1,15","1,03","1,13",,"1,14",224,69000,6.2,CIEL3,2020-08-17,EURO,0.0
2020-07-23,CIELT640,BRCIEL3T0DA0,EQUITY PUT,"1,14","1,23","1,18","1,2",,"1,31",12,44500,6.4,CIEL3,2020-08-17,EURO,0.0
2020-07-23,CIELT660,BRCIEL3T0CF1,EQUITY PUT,"1,27","1,43","1,37","1,4",,"1,49",8,2100,6.6,CIEL3,2020-08-17,EURO,0.0
2020-07-23,CIELT700,BRCIEL3T0D82,EQUITY PUT,"1,78","1,78","1,78","1,78",,"1,87",1,300,7.0,CIEL3,2020-08-17,EURO,0.0
2020-07-23,CIELU450,BRCIEL3U0B41,EQUITY PUT,"0,3","0,3","0,3","0,3",,"0,3",2,5000,4.5,CIEL3,2020-09-21,EURO,0.0
2020-07-23,CIELU470,BRCIEL3U0B17,EQUITY PUT,"0,32","0,4","0,36","0,4",,"0,38",6,10800,4.7,CIEL3,2020-09-21,EURO,0.0
2020-07-23,CIELU480,BRCIEL3U0AV9,EQUITY PUT,"0,4","0,45","0,4","0,45",,"0,42",6,10900,4.8,CIEL3,2020-09-21,EURO,0.0
2020-07-23,CIELU490,BRCIEL3U0BA1,EQUITY PUT,"0,5","0,51","0,5","0,51",,"0,47",5,5000,4.9,CIEL3,2020-09-21,EURO,0.0
2020-07-23,CIELU500,BRCIEL3U0B74,EQUITY PUT,"0,43","0,54","0,48","0,54",,"0,52",30,35200,5.0,CIEL3,2020-09-21,EURO,0.0
2020-07-23,CIELU520,BRCIEL3U0B58,EQUITY PUT,"0,55","0,66","0,6","0,66",,"0,64",35,87200,5.2,CIEL3,2020-09-21,EURO,0.0
2020-07-23,CIELU540,BRCIEL3U0AY3,EQUITY PUT,"0,65","0,78","0,69","0,78",,"0,76",15,15500,5.4,CIEL3,2020-09-21,EURO,0.0
2020-07-23,CIELU560,BRCIEL3U0BC7,EQUITY PUT,"0,77","0,81","0,77","0,81",,"0,89",13,34400,5.6,CIEL3,2020-09-21,EURO,0.0
2020-07-23,CIELU660,BRCIEL3U0AX5,EQUITY PUT,"1,5","1,5","1,5","1,5",,"1,66",1,1000,6.6,CIEL3,2020-09-21,EURO,0.0
2020-07-23,CIELV474,BRCIEL3V0AG9,EQUITY PUT,"0,43","0,43","0,43","0,43",,"0,46",1,2000,4.74,CIEL3,2020-10-19,EURO,0.0
2020-07-23,CIELV494,BRCIEL3V0AL9,EQUITY PUT,"0,55","0,55","0,55","0,55",,"0,56",1,1000,4.94,CIEL3,2020-10-19,EURO,0.0
2020-07-23,CMIGH105,BRCMIG4H0B50,EQUITY CALL,"1,57","1,8","1,65","1,57",,"1,57",9,24500,10.7,CMIG4,2020-08-17,AMER,0.0
2020-07-23,CMIGH110,BRCMIG4H0B43,EQUITY CALL,"1,15","1,41","1,25","1,15",,"1,16",11,27400,11.2,CMIG4,2020-08-17,AMER,0.0
2020-07-23,CMIGH115,BRCMIG4H0B76,EQUITY CALL,"0,79","1,03","0,92","0,81",,"0,81",51,68000,11.7,CMIG4,2020-08-17,AMER,0.0
2020-07-23,CMIGH125,BRCMIG4H0BD4,EQUITY CALL,"0,32","0,48","0,4","0,33",,"0,34",178,307200,12.7,CMIG4,2020-08-17,AMER,0.0
2020-07-23,CMIGH13,BRCMIG4H0A93,EQUITY CALL,"0,51","0,79","0,6","0,67",,"0,54",143,365800,12.2,CMIG4,2020-08-17,AMER,0.0
2020-07-23,CMIGH135,BRCMIG4H0BE2,EQUITY CALL,"0,11","0,2","0,15","0,11",,"0,13",450,413100,13.7,CMIG4,2020-08-17,AMER,0.0
2020-07-23,CMIGH14,BRCMIG4H0AA2,EQUITY CALL,"0,2","0,42","0,25","0,21",,"0,21",335,442500,13.2,CMIG4,2020-08-17,AMER,0.0
2020-07-23,CMIGH140,BRCMIG4H0B27,EQUITY CALL,"0,08","0,13","0,09","0,08",,"0,09",495,662100,14.2,CMIG4,2020-08-17,AMER,0.0
2020-07-23,CMIGH145,BRCMIG4H0BB8,EQUITY CALL,"0,05","0,19","0,06","0,06",,"0,06",117,218600,14.7,CMIG4,2020-08-17,AMER,0.0
2020-07-23,CMIGH16,BRCMIG4H0AB0,EQUITY CALL,"0,04","0,08","0,04","0,04",,"0,04",56,110900,15.2,CMIG4,2020-08-17,AMER,0.0
2020-07-23,CMIGH900,BRCMIG4H0B01,EQUITY CALL,"3,3","3,3","3,3","3,3",,"3,17",1,600,9.0,CMIG4,2020-08-17,AMER,0.0
2020-07-23,CMIGI110,BRCMIG4I0A00,EQUITY CALL,"1,7","1,7","1,7","1,7",,"1,55",2,500,11.0,CMIG4,2020-09-21,AMER,0.0
2020-07-23,CMIGI115,BRCMIG4I09S4,EQUITY CALL,"1,3","1,3","1,3","1,3",,"1,22",1,2000,11.5,CMIG4,2020-09-21,AMER,0.0
2020-07-23,CMIGI120,BRCMIG4I09Q8,EQUITY CALL,"0,87","1,36","1,05","0,87",,"0,94",101,169800,12.0,CMIG4,2020-09-21,AMER,0.0
2020-07-23,CMIGI125,BRCMIG4I09O3,EQUITY CALL,"0,66","0,85","0,68","0,66",,"0,71",15,59700,12.5,CMIG4,2020-09-21,AMER,0.0
2020-07-23,CMIGI130,BRCMIG4I09N5,EQUITY CALL,"0,52","0,6","0,52","0,52",,"0,53",11,31000,13.0,CMIG4,2020-09-21,AMER,0.0
2020-07-23,CMIGI135,BRCMIG4I09I5,EQUITY CALL,"0,51","0,51","0,51","0,51",,"0,39",1,700,13.5,CMIG4,2020-09-21,AMER,0.0
2020-07-23,CMIGI140,BRCMIG4I09L9,EQUITY CALL,"0,27","0,36","0,29","0,3",,"0,28",5,2100,14.0,CMIG4,2020-09-21,AMER,0.0
2020-07-23,CMIGI145,BRCMIG4I09X4,EQUITY CALL,"0,2","0,21","0,2","0,21",,"0,21",5,47000,14.5,CMIG4,2020-09-21,AMER,0.0
2020-07-23,CMIGI150,BRCMIG4I09W6,EQUITY CALL,"0,16","0,16","0,16","0,16",,"0,15",3,2300,15.0,CMIG4,2020-09-21,AMER,0.0
2020-07-23,CMIGT105,BRCMIG4T0BE8,EQUITY PUT,"0,1","0,12","0,11","0,12",,"0,12",11,15800,10.7,CMIG4,2020-08-17,EURO,0.0
2020-07-23,CMIGT110,BRCMIG4T0BB4,EQUITY PUT,"0,17","0,22","0,2","0,22",,"0,22",35,59800,11.2,CMIG4,2020-08-17,EURO,0.0
2020-07-23,CMIGT115,BRCMIG4T0B22,EQUITY PUT,"0,3","0,35","0,32","0,35",,"0,37",32,135900,11.7,CMIG4,2020-08-17,EURO,0.0
2020-07-23,CMIGT125,BRCMIG4T0B55,EQUITY PUT,"0,78","0,92","0,84","0,91",,"0,89",4,18900,12.7,CMIG4,2020-08-17,EURO,0.0
2020-07-23,CMIGT13,BRCMIG4T0A98,EQUITY PUT,"0,45","0,6","0,47","0,6",,"0,6",8,7700,12.2,CMIG4,2020-08-17,EURO,0.0
2020-07-23,CMIGT990,BRCMIG4T0BG3,EQUITY PUT,"0,06","0,06","0,06","0,06",,"0,04",1,100,9.9,CMIG4,2020-08-17,EURO,0.0
2020-07-23,CMIGU110,BRCMIG4U0A05,EQUITY PUT,"0,3","0,35","0,33","0,35",,"0,37",4,5700,11.0,CMIG4,2020-09-21,EURO,0.0
2020-07-23,CMIGU115,BRCMIG4U09K6,EQUITY PUT,"0,51","0,52","0,51","0,52",,"0,54",4,10300,11.5,CMIG4,2020-09-21,EURO,0.0
2020-07-23,CMIGU120,BRCMIG4U09Z4,EQUITY PUT,"0,64","0,78","0,7","0,78",,"0,76",9,54700,12.0,CMIG4,2020-09-21,EURO,0.0
2020-07-23,COGNA120,BRCOGN3A00Y1,EQUITY CALL,"1,01","1,9","1,44","1,01",,"0,76",8,1700,12.0,COGN3,2021-01-18,AMER,0.0
2020-07-23,COGNA910,BRCOGN3A0107,EQUITY CALL,"1,9","1,9","1,9","1,9",,"1,48",2,1000,9.1,COGN3,2021-01-18,EURO,0.0
2020-07-23,COGNC40,BRCOGN3C00Q3,EQUITY CALL,"5,1",6,"5,33","5,25",,"5,21",15,45300,4.0,COGN3,2022-03-18,AMER,0.0
2020-07-23,COGNC60,BRCOGN3C00R1,EQUITY CALL,5,5,5,5,,"3,92",1,5600,6.0,COGN3,2022-03-18,AMER,0.0
2020-07-23,COGND9,BRCOGN3D0021,EQUITY CALL,"2,05","2,6","2,23","2,05",,"1,79",4,8000,9.0,COGN3,2021-04-19,AMER,0.0
2020-07-23,COGNH10,BRCOGN3H00S8,EQUITY CALL,"0,35","0,96","0,5","0,38",,"0,39",5340,12107700,10.0,COGN3,2020-08-17,AMER,0.0
2020-07-23,COGNH100,BRCOGN3H0043,EQUITY CALL,"0,4",1,"0,6","0,43",,"0,44",9871,30493500,9.8,COGN3,2020-08-17,AMER,0.0
2020-07-23,COGNH105,BRCOGN3H01A4,EQUITY CALL,"0,27","0,78","0,44","0,28",,"0,3",1316,2900800,10.5,COGN3,2020-08-17,AMER,0.0
2020-07-23,COGNH110,BRCOGN3H0068,EQUITY CALL,"0,22","0,58","0,34","0,24",,"0,24",2173,7356700,11.05,COGN3,2020-08-17,EURO,0.0
2020-07-23,COGNH113,BRCOGN3H01C0,EQUITY CALL,"0,2","0,5","0,29","0,22",,"0,21",562,398800,11.3,COGN3,2020-08-17,AMER,0.0
2020-07-23,COGNH115,BRCOGN3H01L1,EQUITY CALL,"0,2","0,48","0,29","0,2",,"0,19",61,24800,11.55,COGN3,2020-08-17,EURO,0.0
2020-07-23,COGNH12,BRCOGN3H01B2,EQUITY CALL,"0,15","0,43","0,22","0,15",,"0,16",262,3400000,12.05,COGN3,2020-08-17,EURO,0.0
2020-07-23,COGNH120,BRCOGN3H0050,EQUITY CALL,"0,16","0,41","0,25","0,17",,"0,17",8127,25580300,11.8,COGN3,2020-08-17,AMER,0.0
2020-07-23,COGNH123,BRCOGN3H01O5,EQUITY CALL,"0,13","0,36","0,2","0,13",,"0,14",219,492300,12.3,COGN3,2020-08-17,AMER,0.0
2020-07-23,COGNH125,BRCOGN3H01P2,EQUITY CALL,"0,15","0,21","0,17","0,15",,"0,13",6,110700,12.55,COGN3,2020-08-17,EURO,0.0
2020-07-23,COGNH128,BRCOGN3H01M9,EQUITY CALL,"0,11","0,4","0,19","0,11",,"0,12",175,198900,12.8,COGN3,2020-08-17,AMER,0.0
