Asst,OptnTp,TradgEndDt,TckrSymb,OptnStyle,ExrcPric,,9/21/2020,8/17/2020,7/20/2020,Asst,Cotação,7/20/2020,8/17/2020,9/21/2020,
BBDC4,Put,11/16/2020,BBDCW324,EURO,32.39,,,,,,,,,,
BBDC4,Put,11/16/2020,BBDCW331,EURO,30.05,,,,,,,,,,
BBDC4,Put,11/16/2020,BBDCW346,EURO,30.73,,,,,,,,,,
BBDC4,Put,11/16/2020,BBDCW357,EURO,31.64,,,,,,,,,,
BBDC4,Put,11/16/2020,BBDCW382,EURO,34.14,,,,,,,,,,
BBDC4,Put,11/16/2020,BBDCW414,EURO,36.87,,,,,,,,,,
BBDC4,Put,11/16/2020,BBDCW417,EURO,37.32,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX158,EURO,15.81,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX169,EURO,16.91,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX171,EURO,17.16,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX174,EURO,17.41,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX176,EURO,17.66,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX178,EURO,17.91,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX179,EURO,16.31,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX181,EURO,18.16,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX184,EURO,18.41,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX185,EURO,19.41,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX186,EURO,18.66,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX189,EURO,18.91,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX192,EURO,19.16,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX197,EURO,19.66,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX199,EURO,19.91,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX201,EURO,20.16,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX207,EURO,20.66,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX209,EURO,20.91,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX210,EURO,22.41,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX211,EURO,21.16,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX214,EURO,21.41,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX216,EURO,21.66,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX218,EURO,21.91,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX221,EURO,22.16,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX224,EURO,20.41,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX227,EURO,22.66,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX228,EURO,22.81,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX230,EURO,23.06,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX233,EURO,23.31,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX235,EURO,23.56,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX238,EURO,24.06,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX24,EURO,24.56,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX243,EURO,24.31,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX248,EURO,24.81,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX253,EURO,25.31,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX255,EURO,25.56,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX258,EURO,25.81,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX26,EURO,26.31,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX263,EURO,23.81,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX266,EURO,26.56,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX292,EURO,29.25,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX308,EURO,27.45,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX309,EURO,28.13,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX313,EURO,27.91,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX314,EURO,28.59,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX324,EURO,29.5,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX343,EURO,30.63,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX344,EURO,34.41,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX346,EURO,30.86,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX347,EURO,31.54,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX363,EURO,32.91,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX401,EURO,35.86,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX406,EURO,36.31,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX408,EURO,37,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX438,EURO,38.13,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX540,EURO,39.04,,,,,,,,,,
BBDC4,Put,12/21/2020,BBDCX86,EURO,14.06,,,,,,,,,,
BBDC4,Put,1/18/2021,BBDCM199,EURO,20.01,,,,,,,,,,
BBDC4,Put,1/18/2021,BBDCM219,EURO,22.01,,,,,,,,,,
BBDC4,Put,1/18/2021,BBDCM256,EURO,25.76,,,,,,,,,,
BBDC4,Put,1/18/2021,BBDCM337,EURO,30.51,,,,,,,,,,
BBDC4,Put,1/18/2021,BBDCM362,EURO,32.32,,,,,,,,,,
BBDC4,Put,1/18/2021,BBDCM432,EURO,39.14,,,,,,,,,,
BBDC4,Put,1/18/2021,BBDCM864,EURO,33.01,,,,,,,,,,
BBDC4,Put,3/15/2021,BBDCO325,EURO,32.46,,,,,,,,,,
BBDC4,Put,5/21/2021,BBDCQ219,EURO,22,,,,,,,,,,
BBDC4,Put,7/15/2022,BBDCS200,EURO,20,,,,,,,,,,
BBSE3,Call,7/20/2020,BBSEG21,AMER,21,,,,,,,,,,
BBSE3,Call,7/20/2020,BBSEG22,AMER,22,,,,,,,,,,
BBSE3,Call,7/20/2020,BBSEG23,AMER,23,,,,,,,,,,
BBSE3,Call,7/20/2020,BBSEG24,AMER,24,,,,,,,,,,
BBSE3,Call,7/20/2020,BBSEG25,AMER,25,,,,,,,,,,
BBSE3,Call,7/20/2020,BBSEG26,AMER,26,,,,,,,,,,
BBSE3,Call,7/20/2020,BBSEG27,AMER,27,,,,,,,,,,
BBSE3,Call,7/20/2020,BBSEG28,AMER,28,,,,,,,,,,
BBSE3,Call,7/20/2020,BBSEG29,AMER,29,,,,,,,,,,
BBSE3,Call,7/20/2020,BBSEG30,AMER,30,,,,,,,,,,
BBSE3,Call,7/20/2020,BBSEG305,AMER,30.5,,,,,,,,,,
BBSE3,Call,7/20/2020,BBSEG310,AMER,31,,,,,,,,,,
BBSE3,Call,7/20/2020,BBSEG315,AMER,31.5,,,,,,,,,,
BBSE3,Call,7/20/2020,BBSEG320,AMER,32,,,,,,,,,,
BBSE3,Call,7/20/2020,BBSEG325,AMER,32.5,,,,,,,,,,
BBSE3,Call,7/20/2020,BBSEG330,AMER,33,,,,,,,,,,
BBSE3,Call,7/20/2020,BBSEG335,AMER,33.5,,,,,,,,,,
BBSE3,Call,7/20/2020,BBSEG340,AMER,34,,,,,,,,,,
BBSE3,Call,7/20/2020,BBSEG345,AMER,34.5,,,,,,,,,,
BBSE3,Call,7/20/2020,BBSEG48,AMER,18.5,,,,,,,,,,
BBSE3,Call,7/20/2020,BBSEG49,AMER,19.5,,,,,,,,,,
BBSE3,Call,7/20/2020,BBSEG50,AMER,20.5,,,,,,,,,,
BBSE3,Call,7/20/2020,BBSEG51,AMER,21.5,,,,,,,,,,
BBSE3,Call,7/20/2020,BBSEG52,AMER,22.5,,,,,,,,,,
BBSE3,Call,7/20/2020,BBSEG53,AMER,23.5,,,,,,,,,,
BBSE3,Call,7/20/2020,BBSEG54,AMER,24.5,,,,,,,,,,
BBSE3,Call,7/20/2020,BBSEG55,AMER,25.5,,,,,,,,,,
BBSE3,Call,7/20/2020,BBSEG56,AMER,26.5,,,,,,,,,,
BBSE3,Call,7/20/2020,BBSEG57,AMER,27.5,,,,,,,,,,
BBSE3,Call,7/20/2020,BBSEG58,AMER,28.5,,,,,,,,,,
BBSE3,Call,7/20/2020,BBSEG59,AMER,29.5,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH18,AMER,18,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH19,AMER,19,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH20,AMER,20,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH21,AMER,21,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH22,AMER,22,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH23,AMER,23,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH24,AMER,24,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH25,AMER,25,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH26,AMER,26,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH27,AMER,27,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH280,AMER,28,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH290,AMER,29,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH292,EURO,29.25,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH295,AMER,29.5,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH297,EURO,29.75,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH300,AMER,30,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH302,EURO,30.25,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH305,AMER,30.5,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH307,EURO,30.75,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH310,AMER,31,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH312,EURO,31.25,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH315,AMER,31.5,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH317,EURO,31.75,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH320,AMER,32,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH322,EURO,32.25,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH325,AMER,32.5,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH327,EURO,32.75,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH330,AMER,33,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH332,EURO,33.25,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH335,AMER,33.5,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH337,EURO,33.75,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH340,AMER,34,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH342,EURO,34.25,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH345,AMER,34.5,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH48,AMER,18.5,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH49,AMER,19.5,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH50,AMER,20.5,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH51,AMER,21.5,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH52,AMER,22.5,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH53,AMER,23.5,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH54,AMER,24.5,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH55,AMER,25.5,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH56,AMER,26.5,,,,,,,,,,
BBSE3,Call,8/17/2020,BBSEH57,AMER,27.5,,,,,,,,,,
BBSE3,Call,9/21/2020,BBSEI225,AMER,22.5,,,,,,,,,,
BBSE3,Call,9/21/2020,BBSEI230,AMER,23,,,,,,,,,,
BBSE3,Call,9/21/2020,BBSEI235,AMER,23.5,,,,,,,,,,
BBSE3,Call,9/21/2020,BBSEI240,AMER,24,,,,,,,,,,
BBSE3,Call,9/21/2020,BBSEI245,AMER,24.5,,,,,,,,,,
BBSE3,Call,9/21/2020,BBSEI250,AMER,25,,,,,,,,,,
BBSE3,Call,9/21/2020,BBSEI255,AMER,25.5,,,,,,,,,,
BBSE3,Call,9/21/2020,BBSEI260,AMER,26,,,,,,,,,,
BBSE3,Call,9/21/2020,BBSEI265,AMER,26.5,,,,,,,,,,
BBSE3,Call,9/21/2020,BBSEI270,AMER,27,,,,,,,,,,
BBSE3,Call,9/21/2020,BBSEI275,AMER,27.5,,,,,,,,,,
BBSE3,Call,9/21/2020,BBSEI280,AMER,28,,,,,,,,,,
BBSE3,Call,9/21/2020,BBSEI290,AMER,29,,,,,,,,,,
BBSE3,Call,9/21/2020,BBSEI295,AMER,29.5,,,,,,,,,,
BBSE3,Call,9/21/2020,BBSEI300,AMER,30,,,,,,,,,,
BBSE3,Call,9/21/2020,BBSEI305,AMER,30.5,,,,,,,,,,
BBSE3,Call,9/21/2020,BBSEI310,AMER,31,,,,,,,,,,
BBSE3,Call,9/21/2020,BBSEI315,AMER,31.5,,,,,,,,,,
BBSE3,Call,9/21/2020,BBSEI320,AMER,32,,,,,,,,,,
BBSE3,Call,9/21/2020,BBSEI58,AMER,28.5,,,,,,,,,,
BBSE3,Call,10/19/2020,BBSEJ332,EURO,29.99,,,,,,,,,,
BBSE3,Call,12/21/2020,BBSEL215,AMER,21.5,,,,,,,,,,
BBSE3,Call,12/21/2020,BBSEL227,EURO,22.75,,,,,,,,,,
BBSE3,Call,12/21/2020,BBSEL252,EURO,25.25,,,,,,,,,,
BBSE3,Put,7/20/2020,BBSES21,EURO,21,,,,,,,,,,
BBSE3,Put,7/20/2020,BBSES22,EURO,22,,,,,,,,,,
BBSE3,Put,7/20/2020,BBSES23,EURO,23,,,,,,,,,,
BBSE3,Put,7/20/2020,BBSES24,EURO,24,,,,,,,,,,
BBSE3,Put,7/20/2020,BBSES25,EURO,25,,,,,,,,,,
BBSE3,Put,7/20/2020,BBSES26,EURO,26,,,,,,,,,,
BBSE3,Put,7/20/2020,BBSES27,EURO,27,,,,,,,,,,
BBSE3,Put,7/20/2020,BBSES28,EURO,28,,,,,,,,,,
BBSE3,Put,7/20/2020,BBSES29,EURO,29,,,,,,,,,,
BBSE3,Put,7/20/2020,BBSES30,EURO,30,,,,,,,,,,
BBSE3,Put,7/20/2020,BBSES305,EURO,30.5,,,,,,,,,,
BBSE3,Put,7/20/2020,BBSES310,EURO,31,,,,,,,,,,
BBSE3,Put,7/20/2020,BBSES315,EURO,31.5,,,,,,,,,,
BBSE3,Put,7/20/2020,BBSES320,EURO,32,,,,,,,,,,
BBSE3,Put,7/20/2020,BBSES325,EURO,32.5,,,,,,,,,,
BBSE3,Put,7/20/2020,BBSES330,EURO,33,,,,,,,,,,
BBSE3,Put,7/20/2020,BBSES335,EURO,33.5,,,,,,,,,,
BBSE3,Put,7/20/2020,BBSES340,EURO,34,,,,,,,,,,
BBSE3,Put,7/20/2020,BBSES345,EURO,34.5,,,,,,,,,,
BBSE3,Put,7/20/2020,BBSES48,EURO,18.5,,,,,,,,,,
BBSE3,Put,7/20/2020,BBSES49,EURO,19.5,,,,,,,,,,
BBSE3,Put,7/20/2020,BBSES50,EURO,20.5,,,,,,,,,,
BBSE3,Put,7/20/2020,BBSES51,EURO,21.5,,,,,,,,,,
BBSE3,Put,7/20/2020,BBSES52,EURO,22.5,,,,,,,,,,
BBSE3,Put,7/20/2020,BBSES53,EURO,23.5,,,,,,,,,,
BBSE3,Put,7/20/2020,BBSES54,EURO,24.5,,,,,,,,,,
BBSE3,Put,7/20/2020,BBSES55,EURO,25.5,,,,,,,,,,
BBSE3,Put,7/20/2020,BBSES56,EURO,26.5,,,,,,,,,,
BBSE3,Put,7/20/2020,BBSES57,EURO,27.5,,,,,,,,,,
BBSE3,Put,7/20/2020,BBSES58,EURO,28.5,,,,,,,,,,
BBSE3,Put,7/20/2020,BBSES59,EURO,29.5,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET18,EURO,18,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET19,EURO,19,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET20,EURO,20,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET21,EURO,21,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET22,EURO,22,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET23,EURO,23,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET24,EURO,24,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET25,EURO,25,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET26,EURO,26,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET27,EURO,27,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET280,EURO,28,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET290,EURO,29,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET292,EURO,29.25,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET295,EURO,29.5,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET297,EURO,29.75,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET300,EURO,30,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET302,EURO,30.25,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET305,EURO,30.5,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET307,EURO,30.75,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET310,EURO,31,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET312,EURO,31.25,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET315,EURO,31.5,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET317,EURO,31.75,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET320,EURO,32,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET322,EURO,32.25,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET325,EURO,32.5,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET327,EURO,32.75,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET330,EURO,33,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET332,EURO,33.25,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET335,EURO,33.5,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET337,EURO,33.75,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET340,EURO,34,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET342,EURO,34.25,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET345,EURO,34.5,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET48,EURO,18.5,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET49,EURO,19.5,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET50,EURO,20.5,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET51,EURO,21.5,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET52,EURO,22.5,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET53,EURO,23.5,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET54,EURO,24.5,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET55,EURO,25.5,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET56,EURO,26.5,,,,,,,,,,
BBSE3,Put,8/17/2020,BBSET57,EURO,27.5,,,,,,,,,,
BBSE3,Put,9/21/2020,BBSEU225,EURO,22.5,,,,,,,,,,
BBSE3,Put,9/21/2020,BBSEU230,EURO,23,,,,,,,,,,
BBSE3,Put,9/21/2020,BBSEU235,EURO,23.5,,,,,,,,,,
BBSE3,Put,9/21/2020,BBSEU240,EURO,24,,,,,,,,,,
BBSE3,Put,9/21/2020,BBSEU245,EURO,24.5,,,,,,,,,,
BBSE3,Put,9/21/2020,BBSEU250,EURO,25,,,,,,,,,,
BBSE3,Put,9/21/2020,BBSEU255,EURO,25.5,,,,,,,,,,
BBSE3,Put,9/21/2020,BBSEU260,EURO,26,,,,,,,,,,
BBSE3,Put,9/21/2020,BBSEU265,EURO,26.5,,,,,,,,,,
BBSE3,Put,9/21/2020,BBSEU270,EURO,27,,,,,,,,,,
BBSE3,Put,9/21/2020,BBSEU275,EURO,27.5,,,,,,,,,,
BBSE3,Put,9/21/2020,BBSEU280,EURO,28,,,,,,,,,,
BBSE3,Put,9/21/2020,BBSEU290,EURO,29,,,,,,,,,,
BBSE3,Put,9/21/2020,BBSEU295,EURO,29.5,,,,,,,,,,
BBSE3,Put,9/21/2020,BBSEU300,EURO,30,,,,,,,,,,
BBSE3,Put,9/21/2020,BBSEU305,EURO,30.5,,,,,,,,,,
BBSE3,Put,9/21/2020,BBSEU310,EURO,31,,,,,,,,,,
BBSE3,Put,9/21/2020,BBSEU315,EURO,31.5,,,,,,,,,,
BBSE3,Put,9/21/2020,BBSEU320,EURO,32,,,,,,,,,,
BBSE3,Put,9/21/2020,BBSEU58,EURO,28.5,,,,,,,,,,
BBSE3,Put,10/19/2020,BBSEV332,EURO,29.99,,,,,,,,,,
BBSE3,Put,12/21/2020,BBSEX215,EURO,21.5,,,,,,,,,,
BBSE3,Put,12/21/2020,BBSEX227,EURO,22.75,,,,,,,,,,
BBSE3,Put,12/21/2020,BBSEX252,EURO,25.25,,,,,,,,,,
BEEF3,Call,7/20/2020,BEEFG11,AMER,11,,,,,,,,,,
BEEF3,Call,7/20/2020,BEEFG13,AMER,13,,,,,,,,,,
BEEF3,Call,7/20/2020,BEEFG16,AMER,16,,,,,,,,,,
BEEF3,Call,8/17/2020,BEEFH110,AMER,11,,,,,,,,,,
BEEF3,Call,8/17/2020,BEEFH140,AMER,14,,,,,,,,,,
BEEF3,Call,8/17/2020,BEEFH150,AMER,15,,,,,,,,,,
BEEF3,Call,8/17/2020,BEEFH160,AMER,16,,,,,,,,,,
BEEF3,Call,3/15/2021,BEEFC130,AMER,13,,,,,,,,,,
BEEF3,Put,7/20/2020,BEEFS11,EURO,11,,,,,,,,,,
BEEF3,Put,7/20/2020,BEEFS13,EURO,13,,,,,,,,,,
BEEF3,Put,7/20/2020,BEEFS16,EURO,16,,,,,,,,,,
BEEF3,Put,8/17/2020,BEEFT110,EURO,11,,,,,,,,,,
BEEF3,Put,8/17/2020,BEEFT140,EURO,14,,,,,,,,,,
BEEF3,Put,8/17/2020,BEEFT150,EURO,15,,,,,,,,,,
BEEF3,Put,8/17/2020,BEEFT160,EURO,16,,,,,,,,,,
BEEF3,Put,3/15/2021,BEEFO130,EURO,13,,,,,,,,,,
BIDI11,Call,7/20/2020,BIDIG290,AMER,29,,,,,,,,,,
BIDI11,Put,7/20/2020,BIDIS290,EURO,29,,,,,,,,,,
BIDI4,Call,8/17/2020,BIDIH940,AMER,9.4,,,,,,,,,,
BIDI4,Put,8/17/2020,BIDIT940,EURO,9.4,,,,,,,,,,
BKBR3,Call,8/17/2020,BKBRH100,AMER,10,,,,,,,,,,
BKBR3,Call,8/17/2020,BKBRH120,AMER,12,,,,,,,,,,
BKBR3,Call,8/17/2020,BKBRH750,EURO,7.5,,,,,,,,,,
BKBR3,Put,8/17/2020,BKBRT100,EURO,10,,,,,,,,,,
BKBR3,Put,8/17/2020,BKBRT120,EURO,12,,,,,,,,,,
BKBR3,Put,8/17/2020,BKBRT750,EURO,7.5,,,,,,,,,,
BMGB4,Call,10/19/2020,BMGBJ600,AMER,6,,,,,,,,,,
BMGB4,Put,10/19/2020,BMGBV600,EURO,6,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG1,AMER,100,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG10,AMER,110,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG101,EURO,101,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG102,AMER,102,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG103,EURO,103,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG104,AMER,104,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG105,EURO,105,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG106,AMER,106,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG107,EURO,107,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG108,AMER,108,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG109,EURO,109,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG111,EURO,111,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG112,AMER,112,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG113,EURO,113,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG114,AMER,114,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG115,EURO,115,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG116,AMER,116,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG117,EURO,117,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG118,AMER,118,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG119,EURO,119,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG120,AMER,120,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG121,EURO,121,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG122,AMER,122,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG123,EURO,123,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG124,AMER,124,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG125,EURO,125,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG126,AMER,126,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG127,EURO,127,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG128,AMER,128,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG129,EURO,129,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG130,AMER,130,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG440,AMER,44,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG46,AMER,46,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG480,AMER,48,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG50,AMER,50,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG520,AMER,52,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG54,AMER,54,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG560,AMER,56,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG58,AMER,58,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG60,AMER,60,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG61,AMER,61,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG62,AMER,62,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG63,AMER,63,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG64,AMER,64,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG65,AMER,65,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG66,AMER,66,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG67,AMER,67,,,,,,,,,,
BOVA11,Call,7/20/2020,BOVAG68,AMER,68,,,,,,,,,,
