Asst,OptnTp,TradgEndDt,TckrSymb,OptnStyle,ExrcPric,,9/21/2020,8/17/2020,7/20/2020,Asst,Cotação,7/20/2020,8/17/2020,9/21/2020,
ITUB4,Call,8/17/2020,ITUBH274,EURO,27.4,,,,,,,,,,
ITUB4,Call,8/17/2020,ITUBH276,AMER,27.65,,,,,,,,,,
ITUB4,Call,8/17/2020,ITUBH279,EURO,27.9,,,,,,,,,,
ITUB4,Call,8/17/2020,ITUBH281,AMER,28.15,,,,,,,,,,
ITUB4,Call,8/17/2020,ITUBH284,EURO,28.4,,,,,,,,,,
ITUB4,Call,8/17/2020,ITUBH286,AMER,28.65,,,,,,,,,,
ITUB4,Call,8/17/2020,ITUBH289,EURO,28.9,,,,,,,,,,
ITUB4,Call,8/17/2020,ITUBH290,AMER,29.15,,,,,,,,,,
ITUB4,Call,8/17/2020,ITUBH294,EURO,29.4,,,,,,,,,,
ITUB4,Call,8/17/2020,ITUBH296,AMER,29.65,,,,,,,,,,
ITUB4,Call,8/17/2020,ITUBH299,EURO,29.9,,,,,,,,,,
ITUB4,Call,8/17/2020,ITUBH304,EURO,30.4,,,,,,,,,,
ITUB4,Call,8/17/2020,ITUBH306,AMER,30.65,,,,,,,,,,
ITUB4,Call,8/17/2020,ITUBH309,EURO,30.9,,,,,,,,,,
ITUB4,Call,8/17/2020,ITUBH311,AMER,31.15,,,,,,,,,,
ITUB4,Call,8/17/2020,ITUBH319,EURO,31.9,,,,,,,,,,
ITUB4,Call,8/17/2020,ITUBH32,AMER,30.15,,,,,,,,,,
ITUB4,Call,8/17/2020,ITUBH321,AMER,32.15,,,,,,,,,,
ITUB4,Call,8/17/2020,ITUBH324,EURO,32.4,,,,,,,,,,
ITUB4,Call,8/17/2020,ITUBH325,AMER,32.65,,,,,,,,,,
ITUB4,Call,8/17/2020,ITUBH326,AMER,31.65,,,,,,,,,,
ITUB4,Call,8/17/2020,ITUBH331,AMER,33.15,,,,,,,,,,
ITUB4,Call,8/17/2020,ITUBH332,EURO,31.4,,,,,,,,,,
ITUB4,Call,8/17/2020,ITUBH338,EURO,33.9,,,,,,,,,,
ITUB4,Call,8/17/2020,ITUBH339,EURO,32.9,,,,,,,,,,
ITUB4,Call,8/17/2020,ITUBH351,AMER,34.15,,,,,,,,,,
ITUB4,Call,8/17/2020,ITUBH356,AMER,34.65,,,,,,,,,,
ITUB4,Call,8/17/2020,ITUBH363,AMER,35.65,,,,,,,,,,
ITUB4,Call,8/17/2020,ITUBH377,AMER,36.65,,,,,,,,,,
ITUB4,Call,8/17/2020,ITUBH396,AMER,38.65,,,,,,,,,,
ITUB4,Call,8/17/2020,ITUBH410,AMER,39.15,,,,,,,,,,
ITUB4,Call,8/17/2020,ITUBH955,AMER,33.65,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI166,AMER,15.64,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI197,EURO,17.89,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI208,EURO,20.89,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI211,AMER,21.14,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI213,EURO,21.39,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI216,AMER,21.64,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI218,EURO,21.89,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI221,AMER,22.14,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI223,EURO,22.39,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI226,AMER,22.64,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI228,EURO,22.89,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI231,AMER,23.14,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI234,EURO,23.39,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI236,AMER,23.64,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI239,EURO,23.89,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI241,AMER,24.14,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI243,EURO,24.39,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI246,AMER,24.64,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI248,EURO,24.89,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI251,AMER,25.14,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI254,EURO,25.39,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI256,AMER,25.64,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI259,EURO,25.89,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI261,AMER,26.14,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI263,EURO,26.39,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI266,AMER,26.64,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI269,EURO,26.89,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI271,AMER,27.14,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI274,EURO,27.39,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI276,AMER,27.64,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI278,EURO,27.89,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI281,AMER,28.14,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI283,EURO,28.39,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI286,AMER,28.64,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI288,EURO,28.89,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI291,AMER,29.14,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI293,EURO,29.39,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI296,AMER,29.64,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI298,EURO,29.89,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI301,AMER,30.14,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI303,EURO,30.39,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI306,AMER,30.64,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI311,AMER,31.14,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI313,EURO,31.39,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI314,EURO,30.89,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI316,AMER,31.64,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI319,EURO,31.89,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI321,AMER,32.14,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI323,EURO,32.39,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI326,AMER,32.64,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI328,EURO,32.89,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI344,AMER,33.14,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI354,EURO,34.39,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI377,AMER,36.64,,,,,,,,,,
ITUB4,Call,9/21/2020,ITUBI429,EURO,41.89,,,,,,,,,,
ITUB4,Call,10/19/2020,ITUBJ181,AMER,17.19,,,,,,,,,,
ITUB4,Call,10/19/2020,ITUBJ199,EURO,19.94,,,,,,,,,,
ITUB4,Call,10/19/2020,ITUBJ209,EURO,20.94,,,,,,,,,,
ITUB4,Call,10/19/2020,ITUBJ234,EURO,23.44,,,,,,,,,,
ITUB4,Call,10/19/2020,ITUBJ244,EURO,24.44,,,,,,,,,,
ITUB4,Call,10/19/2020,ITUBJ254,EURO,25.44,,,,,,,,,,
ITUB4,Call,10/19/2020,ITUBJ269,EURO,26.94,,,,,,,,,,
ITUB4,Call,10/19/2020,ITUBJ270,AMER,25.19,,,,,,,,,,
ITUB4,Call,10/19/2020,ITUBJ278,EURO,25.94,,,,,,,,,,
ITUB4,Call,10/19/2020,ITUBJ279,EURO,27.94,,,,,,,,,,
ITUB4,Call,10/19/2020,ITUBJ294,EURO,29.44,,,,,,,,,,
ITUB4,Call,10/19/2020,ITUBJ299,EURO,29.94,,,,,,,,,,
ITUB4,Call,10/19/2020,ITUBJ300,AMER,28.19,,,,,,,,,,
ITUB4,Call,10/19/2020,ITUBJ302,AMER,30.19,,,,,,,,,,
ITUB4,Call,10/19/2020,ITUBJ324,EURO,32.44,,,,,,,,,,
ITUB4,Call,10/19/2020,ITUBJ348,EURO,32.94,,,,,,,,,,
ITUB4,Call,10/19/2020,ITUBJ369,EURO,35.94,,,,,,,,,,
ITUB4,Call,10/19/2020,ITUBJ377,EURO,36.94,,,,,,,,,,
ITUB4,Call,11/16/2020,ITUBK146,AMER,14.64,,,,,,,,,,
ITUB4,Call,11/16/2020,ITUBK197,EURO,17.89,,,,,,,,,,
ITUB4,Call,11/16/2020,ITUBK246,AMER,24.64,,,,,,,,,,
ITUB4,Call,11/16/2020,ITUBK269,EURO,26.89,,,,,,,,,,
ITUB4,Call,11/16/2020,ITUBK299,EURO,29.89,,,,,,,,,,
ITUB4,Call,11/16/2020,ITUBK311,AMER,30.14,,,,,,,,,,
ITUB4,Call,11/16/2020,ITUBK314,EURO,30.39,,,,,,,,,,
ITUB4,Call,11/16/2020,ITUBK326,AMER,32.64,,,,,,,,,,
ITUB4,Call,11/16/2020,ITUBK329,EURO,31.89,,,,,,,,,,
ITUB4,Call,11/16/2020,ITUBK344,EURO,33.39,,,,,,,,,,
ITUB4,Call,11/16/2020,ITUBK364,EURO,35.39,,,,,,,,,,
ITUB4,Call,11/16/2020,ITUBK366,AMER,35.64,,,,,,,,,,
ITUB4,Call,11/16/2020,ITUBK369,EURO,35.89,,,,,,,,,,
ITUB4,Call,11/16/2020,ITUBK429,EURO,41.89,,,,,,,,,,
ITUB4,Call,11/16/2020,ITUBK439,EURO,42.89,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL141,AMER,13.13,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL154,EURO,14.38,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL159,EURO,14.88,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL164,EURO,15.38,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL179,EURO,17.88,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL189,EURO,18.88,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL199,EURO,19.88,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL204,EURO,20.38,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL206,AMER,20.63,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL209,EURO,20.88,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL211,AMER,21.13,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL213,EURO,21.38,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL216,AMER,21.63,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL219,EURO,21.88,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL221,AMER,22.13,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL224,EURO,22.38,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL226,AMER,22.63,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL229,EURO,22.88,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL231,AMER,23.13,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL234,EURO,23.38,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL236,AMER,23.63,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL239,EURO,23.88,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL241,AMER,24.13,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL244,EURO,24.38,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL246,AMER,24.63,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL251,EURO,25.88,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL252,AMER,25.13,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL256,AMER,25.63,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL259,EURO,24.88,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL261,AMER,26.13,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL264,EURO,25.38,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL265,EURO,26.38,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL266,AMER,26.63,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL269,EURO,26.88,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL271,EURO,27.13,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL274,EURO,27.38,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL276,AMER,27.63,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL278,EURO,27.88,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL284,EURO,28.38,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL288,EURO,28.88,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL298,EURO,29.88,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL306,AMER,30.63,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL308,EURO,30.88,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL311,EURO,31.13,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL313,EURO,31.38,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL314,EURO,30.38,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL316,AMER,31.63,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL321,AMER,32.13,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL323,EURO,32.38,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL328,EURO,31.88,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL331,AMER,33.13,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL364,EURO,35.38,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL378,EURO,37.88,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL401,AMER,39.13,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL402,EURO,38.38,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL424,EURO,41.38,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL43,AMER,42.13,,,,,,,,,,
ITUB4,Call,12/21/2020,ITUBL474,EURO,46.38,,,,,,,,,,
ITUB4,Call,1/18/2021,ITUBA257,EURO,25.71,,,,,,,,,,
ITUB4,Call,1/18/2021,ITUBA287,EURO,28.71,,,,,,,,,,
ITUB4,Call,1/18/2021,ITUBA294,AMER,28.46,,,,,,,,,,
ITUB4,Call,1/18/2021,ITUBA329,AMER,31.96,,,,,,,,,,
ITUB4,Call,1/18/2021,ITUBA336,EURO,32.71,,,,,,,,,,
ITUB4,Call,1/18/2021,ITUBA344,AMER,34.46,,,,,,,,,,
ITUB4,Call,1/18/2021,ITUBA368,EURO,35.71,,,,,,,,,,
ITUB4,Call,2/22/2021,ITUBB309,AMER,30.02,,,,,,,,,,
ITUB4,Call,2/22/2021,ITUBB332,EURO,32.27,,,,,,,,,,
ITUB4,Call,2/22/2021,ITUBB337,EURO,32.77,,,,,,,,,,
ITUB4,Call,2/22/2021,ITUBB339,AMER,33.02,,,,,,,,,,
ITUB4,Call,2/22/2021,ITUBB347,EURO,33.77,,,,,,,,,,
ITUB4,Call,2/22/2021,ITUBB392,EURO,38.27,,,,,,,,,,
ITUB4,Call,3/15/2021,ITUBC385,AMER,38.52,,,,,,,,,,
ITUB4,Call,3/15/2021,ITUBC737,EURO,32.77,,,,,,,,,,
ITUB4,Call,3/15/2021,ITUBC752,EURO,34.27,,,,,,,,,,
ITUB4,Call,4/19/2021,ITUBD17,AMER,16.99,,,,,,,,,,
ITUB4,Call,4/19/2021,ITUBD172,EURO,17.24,,,,,,,,,,
ITUB4,Call,4/19/2021,ITUBD175,AMER,17.49,,,,,,,,,,
ITUB4,Call,4/19/2021,ITUBD177,EURO,17.74,,,,,,,,,,
ITUB4,Call,4/19/2021,ITUBD18,AMER,17.99,,,,,,,,,,
ITUB4,Call,4/19/2021,ITUBD23,AMER,22.99,,,,,,,,,,
ITUB4,Call,4/19/2021,ITUBD232,EURO,23.24,,,,,,,,,,
ITUB4,Call,4/19/2021,ITUBD235,AMER,23.49,,,,,,,,,,
ITUB4,Call,4/19/2021,ITUBD237,EURO,23.74,,,,,,,,,,
ITUB4,Call,4/19/2021,ITUBD24,AMER,23.99,,,,,,,,,,
ITUB4,Call,5/21/2021,ITUBE18,EURO,18.22,,,,,,,,,,
ITUB4,Call,5/21/2021,ITUBE252,EURO,25.22,,,,,,,,,,
ITUB4,Call,6/18/2021,ITUBF250,AMER,24.99,,,,,,,,,,
ITUB4,Call,6/18/2021,ITUBF252,EURO,25.24,,,,,,,,,,
ITUB4,Call,6/18/2021,ITUBF272,EURO,27.24,,,,,,,,,,
ITUB4,Call,6/18/2021,ITUBF342,EURO,34.24,,,,,,,,,,
ITUB4,Call,6/18/2021,ITUBF350,AMER,34.99,,,,,,,,,,
ITUB4,Call,2/18/2022,ITUBB19,AMER,18.97,,,,,,,,,,
ITUB4,Call,2/18/2022,ITUBB20,AMER,19.97,,,,,,,,,,
ITUB4,Call,2/18/2022,ITUBB21,AMER,20.97,,,,,,,,,,
ITUB4,Call,5/20/2022,ITUBE251,AMER,24.99,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS158,EURO,14.87,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS171,EURO,17.12,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS173,EURO,17.37,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS176,EURO,17.62,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS178,EURO,17.87,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS181,EURO,18.12,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS183,EURO,18.37,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS188,EURO,18.87,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS19,EURO,19.12,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS193,EURO,19.37,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS198,EURO,19.87,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS203,EURO,20.37,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS208,EURO,20.87,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS213,EURO,21.37,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS216,EURO,20.62,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS218,EURO,21.87,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS219,EURO,20.12,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS22,EURO,22.12,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS223,EURO,22.37,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS228,EURO,22.87,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS229,EURO,21.12,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS23,EURO,23.12,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS238,EURO,23.87,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS24,EURO,24.12,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS248,EURO,24.87,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS251,EURO,25.12,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS252,EURO,23.37,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS253,EURO,25.37,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS256,EURO,25.62,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS258,EURO,25.87,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS262,EURO,26.37,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS263,EURO,24.37,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS266,EURO,26.62,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS268,EURO,26.87,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS271,EURO,26.12,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS272,EURO,27.12,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS273,EURO,27.37,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS276,EURO,27.62,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS279,EURO,27.87,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS283,EURO,28.37,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS286,EURO,28.62,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS288,EURO,28.87,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS291,EURO,29.12,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS296,EURO,29.62,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS30,EURO,30.87,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS300,EURO,28.12,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS301,EURO,30.12,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS303,EURO,30.37,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS308,EURO,29.87,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS312,EURO,29.37,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS316,EURO,30.62,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS318,EURO,31.87,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS32,EURO,32.12,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS321,EURO,31.12,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS326,EURO,32.62,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS328,EURO,32.87,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS331,EURO,33.12,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS332,EURO,31.37,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS333,EURO,32.37,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS335,EURO,31.62,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS357,EURO,33.87,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS363,EURO,35.37,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS369,EURO,35.12,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS379,EURO,36.87,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS40,EURO,38.12,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS406,EURO,39.62,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS419,EURO,40.12,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS432,EURO,41.37,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS461,EURO,45.12,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS48,EURO,18.62,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS49,EURO,19.62,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS51,EURO,21.62,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS52,EURO,22.62,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS53,EURO,23.62,,,,,,,,,,
ITUB4,Put,7/20/2020,ITUBS54,EURO,24.62,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT171,EURO,17.15,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT174,EURO,17.4,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT176,EURO,17.65,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT179,EURO,17.9,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT181,EURO,18.15,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT184,EURO,18.4,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT186,EURO,18.65,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT189,EURO,18.9,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT191,EURO,19.15,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT194,EURO,19.4,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT196,EURO,19.65,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT199,EURO,19.9,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT201,EURO,20.15,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT204,EURO,20.4,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT206,EURO,20.65,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT209,EURO,20.9,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT211,EURO,21.15,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT214,EURO,21.4,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT216,EURO,21.65,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT219,EURO,21.9,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT221,EURO,22.15,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT224,EURO,22.4,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT226,EURO,22.65,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT229,EURO,22.9,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT231,EURO,23.15,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT234,EURO,23.4,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT236,EURO,23.65,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT241,EURO,24.15,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT244,EURO,24.4,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT246,EURO,24.65,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT249,EURO,24.9,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT251,EURO,25.15,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT254,EURO,25.4,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT256,EURO,25.65,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT257,EURO,23.9,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT259,EURO,25.9,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT261,EURO,26.15,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT264,EURO,26.4,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT266,EURO,26.65,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT269,EURO,26.9,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT271,EURO,27.15,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT274,EURO,27.4,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT276,EURO,27.65,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT279,EURO,27.9,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT281,EURO,28.15,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT284,EURO,28.4,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT286,EURO,28.65,,,,,,,,,,
ITUB4,Put,8/17/2020,ITUBT289,EURO,28.9,,,,,,,,,,
